经度,纬度,年份,数目,地名
37.0821,-78.0029,2013,1,"Nottoway, Blackstone"
40.0753,-80.6951,2013,1,"Ohio, Wheeling"
36.9342,-80.7255,2013,2,"Pulaski, Allisonia"
37.9501,-76.6625,2013,7,"Richmond, Haynesville"
41.4884,-82.0978,2013,2,"Lorain, Sheffield Lake"
41.3265,-76.9455,2013,2,"Lycoming, Warrensville"
39.6323,-84.2725,2013,1,"Montgomery, Miamisburg"
37.5589,-86.7728,2013,1,"Ohio, Dundee"
39.554,-82.7779,2013,1,"Pickaway, Tarlton"
41.371,-83.9415,2013,2,"Henry, McClure"
41.4846,-75.666,2013,1,"Lackawanna, Chinchilla"
40.337,-76.448,2013,1,"Lebanon, Pleasant Hill"
38.6708,-84.3311,2013,1,"Pendleton, Falmouth"
41.0245,-81.0501,2013,2,"Portage, Deerfield"
36.5882,-76.6847,2013,2,"Suffolk (city), Whaleyville"
37.5427,-77.9267,2013,2,"Powhatan, Powhatan"
38.6823,-77.2604,2013,2,"Prince William, Occoquan"
40.8565,-76.235,2013,1,"Schuylkill, Ringtown"
36.7929,-81.5927,2013,1,"Smyth, Adwolf"
41.462,-80.6656,2013,8,"Trumbull, Gustavus"
41.4998,-79.8736,2013,1,"Venango, Cooperstown"
39.3496,-84.1236,2013,1,"Warren, Morrow"
38.2746,-80.0915,2013,2,"Pocahontas, Edray"
41.0997,-84.2693,2013,1,"Putnam, Continental"
38.1982,-77.5885,2013,1,"Spotsylvania, Spotsylvania Courthouse"
37.1909,-81.6387,2013,1,"Tazewell, Amonate"
36.7335,-76.0435,2013,7,"Virginia Beach (city), Virginia Beach"
40.9864,-81.9948,2013,1,"Wayne, Burbank"
39.1734,-78.1745,2013,2,"Winchester (city), Winchester"
39.1806,-81.513,2013,1,"Wood, Mineral Wells"
39.7917,-84.7133,2013,1,"Preble, New Hope"
38.6823,-77.2604,2013,12,"Prince William, Occoquan"
36.7588,-78.7914,2013,1,"Halifax, Scottsburg"
39.0551,-78.3681,2013,1,"Shenandoah, Lebanon Church"
38.3319,-77.4655,2013,3,"Stafford, Falmouth"
38.9231,-78.1033,2013,2,"Warren, Apple Mountain Lake"
38.7881,-77.4494,2013,1,"Prince William, Yorkshire"
37.6917,-75.7182,2014,2,"Accomack, Onley"
39.8826,-77.1569,2014,1,"Adams, Hunterstown"
40.8305,-84.0848,2014,10,"Allen, Cairo"
40.9207,-81.0231,2013,6,"Mahoning, Sebring"
39.5013,-80.1696,2013,1,"Marion, Barrackville"
39.7927,-84.3165,2013,9,"Montgomery, Trotwood"
39.1517,-82.9102,2013,2,"Pike, Omega"
38.7383,-82.842,2013,5,"Scioto, Wheelersburg"
40.4389,-84.2597,2013,2,"Shelby, Kettlersville"
40.8006,-84.7746,2013,1,"Van Wert, Wren"
41.5024,-84.418,2013,1,"Williams, Stryker"
39.9163,-76.5841,2013,4,"York, Windsor"
38.8786,-77.1011,2014,6,"Arlington, Arlington"
40.9214,-82.2818,2014,2,"Ashland, Nankin"
39.4005,-82.1261,2014,3,"Athens, Chauncey"
38.3354,-82.7816,2014,3,"Boyd, Rush"
38.8673,-83.7878,2014,1,"Brown, Russellville"
38.4154,-82.3188,2014,3,"Cabell, Pea Ridge"
41.3236,-83.4363,2013,7,"Wood, Bradner"
41.8567,-80.6173,2014,6,"Ashtabula, Kelloggsville"
37.3866,-79.7253,2014,1,"Bedford, Montvale"
40.1621,-81.1313,2014,2,"Belmont, Holloway"
40.1015,-74.8852,2014,5,"Bucks, West Bristol"
37.12,-87.4875,2014,3,"Christian, Mannington"
39.2325,-84.1532,2014,1,"Clermont, Goshen"
40.6864,-78.2272,2014,1,"Blair, Northwood"
37.4167,-79.8779,2014,1,"Botetourt, Troutville"
41.7606,-76.1763,2014,1,"Bradford, Stevensville"
39.3938,-84.5652,2014,3,"Butler, Hamilton"
40.4111,-78.8446,2014,2,"Cambria, Vinco"
39.9639,-75.885,2014,1,"Chester, Pomeroy"
39.3224,-83.8109,2014,1,"Clinton, Martinsville"
41.0802,-81.5219,2013,1,"Summit, Akron"
40.3533,-83.2628,2013,1,"Union, Magnetic Springs"
37.7355,-85.0701,2013,1,"Washington, Mackville"
40.4001,-80.1873,2014,2,"Allegheny, Oakdale"
38.1939,-79.0087,2014,1,"Augusta, Verona"
37.8193,-85.9358,2014,1,"Hardin, Radcliff"
41.4948,-81.5348,2014,36,"Cuyahoga, University Heights"
37.7892,-86.9805,2014,1,"Daviess, Ensor"
38.6355,-77.6661,2014,1,"Fauquier, Calverton"
39.264,-78.3319,2014,1,"Frederick, Gore"
37.373,-80.8576,2014,1,"Giles, Glen Lyn"
38.8514,-77.1579,2014,8,"Fairfax, Lake Barcroft"
39.8665,-83.0703,2014,7,"Franklin, Grove City"
40.9348,-83.8235,2014,7,"Hancock, Mount Cory"
37.7668,-77.3706,2014,2,"Hanover, Hanover"
37.506,-77.6492,2014,4,"Chesterfield, Midlothian"
41.0177,-76.4969,2014,6,"Columbia, Buckhorn"
40.8871,-80.675,2014,1,"Columbiana, Columbiana"
41.3259,-84.2855,2014,2,"Defiance, Jewell"
39.894,-75.4338,2014,17,"Delaware, Glen Riddle"
36.9853,-77.7219,2014,1,"Dinwiddie, McKenney"
38.8862,-82.1463,2014,1,"Gallia, Addison"
38.2907,-85.6333,2014,8,"Jefferson, Glenview Manor"
41.1045,-82.6137,2014,2,"Huron, North Fairfield"
40.0903,-79.5872,2014,1,"Fayette, Everson"
39.1864,-84.763,2014,10,"Hamilton, Hooven"
39.1117,-82.6108,2014,1,"Jackson, Coalton"
38.486,-81.3502,2014,2,"Kanawha, Clendenin"
36.8553,-77.8937,2014,1,"Brunswick, Alberta"
39.8862,-84.0243,2014,2,"Clark, Crystal Lakes"
37.8787,-84.6545,2014,1,"Jessamine, Wilmore"
39.0338,-84.5675,2014,1,"Kenton, Lakeside Park"
41.4884,-82.0978,2014,5,"Lorain, Sheffield Lake"
37.0037,-84.161,2014,1,"Laurel, Keavy"
39.6323,-84.2725,2014,15,"Montgomery, Miamisburg"
37.6274,-77.4322,2014,3,"Henrico, Chamberlayne Heights"
40.8618,-80.2625,2014,2,"Lawrence, Ellport"
41.3128,-81.9157,2014,2,"Lorain, Columbia Hills Corners"
36.867,-88.4656,2014,1,"Marshall, Oak Level"
37.451,-82.7994,2014,1,"Floyd, Wayland"
38.3228,-84.8955,2014,1,"Franklin, Ottusville"
39.7243,-77.515,2014,2,"Franklin, Pen Mar"
39.6522,-83.5564,2014,1,"Fayette, Jeffersonville"
39.832,-76.3275,2014,4,"Lancaster, Holtwood"
40.1679,-83.08,2014,3,"Delaware, Powell"
37.7533,-78.1638,2014,1,"Fluvanna, Columbia"
36.8353,-83.7598,2014,2,"Knox, Flat Lick"
37.724,-84.2928,2014,1,"Madison, Richmond"
37.7015,-83.1516,2014,1,"Magoffin, Fritz"
40.9865,-76.635,2014,1,"Montour, Mausdale"
40.0076,-75.134,2014,97,"Philadelphia, Philadelphia"
42.2134,-79.8333,2014,3,"Erie, North East"
38.1059,-84.5255,2014,1,"Fayette, Greendale"
36.8293,-79.9917,2014,1,"Franklin, Henry"
38.3318,-82.9371,2014,1,"Carter, Grayson"
41.6639,-83.582,2014,4,"Lucas, Toledo"
41.3265,-76.9455,2014,1,"Lycoming, Warrensville"
39.9037,-82.018,2014,2,"Muskingum, South Zanesville"
37.2042,-77.3914,2014,1,"Petersburg (city), Petersburg"
39.554,-82.7779,2014,1,"Pickaway, Tarlton"
39.9595,-82.4129,2014,2,"Licking, Jacksontown"
39.0302,-77.4712,2014,4,"Loudoun, Ashburn"
41.3338,-75.8214,2014,3,"Luzerne, Exeter"
37.0821,-78.0029,2014,1,"Nottoway, Blackstone"
39.1226,-81.1709,2014,1,"Ritchie, Mellin"
38.6601,-78.9061,2014,2,"Rockingham, Fulks Run"
37.8996,-85.2196,2014,1,"Nelson, Chaplin"
41.0245,-81.0501,2014,4,"Portage, Deerfield"
40.9345,-82.4502,2014,3,"Richland, Adario"
37.6301,-79.5431,2014,1,"Rockbridge, Natural Bridge"
38.7383,-82.842,2014,1,"Scioto, Wheelersburg"
38.3319,-77.4655,2014,1,"Stafford, Falmouth"
37.2691,-76.7075,2014,1,"Williamsburg (city), Williamsburg"
40.9207,-81.0231,2014,14,"Mahoning, Sebring"
40.7841,-76.6713,2014,2,"Northumberland, Trevorton"
39.1517,-82.9102,2014,2,"Pike, Omega"
38.2484,-78.1125,2014,2,"Orange, Orange"
36.8468,-76.354,2014,2,"Portsmouth (city), Portsmouth"
37.5427,-77.9267,2014,2,"Powhatan, Powhatan"
38.6823,-77.2604,2014,2,"Prince William, Occoquan"
41.462,-80.6656,2014,2,"Trumbull, Gustavus"
39.3496,-84.1236,2014,1,"Warren, Morrow"
40.3264,-80.4091,2014,1,"Washington, Cross Creek"
41.3236,-83.4363,2014,3,"Wood, Bradner"
40.95,-83.3836,2014,1,"Wyandot, Carey"
38.8025,-81.3531,2014,1,"Roane, Spencer"
39.4069,-83.1842,2014,1,"Ross, Frankfort"
40.8159,-81.4165,2014,3,"Stark, Meyers Lake"
38.6823,-77.2604,2014,10,"Prince William, Occoquan"
37.1745,-84.6329,2014,2,"Pulaski, Science Hill"
40.9864,-81.9948,2014,1,"Wayne, Burbank"
38.7881,-77.4494,2014,1,"Prince William, Yorkshire"
40.8305,-84.0848,2015,6,"Allen, Cairo"
40.8565,-76.235,2014,1,"Schuylkill, Ringtown"
37.1909,-81.6387,2014,1,"Tazewell, Amonate"
40.4001,-80.1873,2015,6,"Allegheny, Oakdale"
40.8006,-84.7746,2014,1,"Van Wert, Wren"
38.8786,-77.1011,2015,4,"Arlington, Arlington"
40.9214,-82.2818,2015,5,"Ashland, Nankin"
38.3354,-82.7816,2015,3,"Boyd, Rush"
38.8673,-83.7878,2015,2,"Brown, Russellville"
41.388,-83.3218,2014,2,"Sandusky, Gibsonburg"
36.9725,-86.4371,2014,1,"Warren, Bowling Green"
37.4487,-79.1058,2015,1,"Amherst, Madison Heights"
40.3495,-76.1391,2015,4,"Berks, Robesonia"
40.337,-76.448,2014,1,"Lebanon, Pleasant Hill"
37.9366,-85.9915,2014,1,"Meade, Muldraugh"
39.7927,-84.3165,2014,14,"Montgomery, Trotwood"
36.8862,-81.192,2014,1,"Wythe, Crockett"
41.8567,-80.6173,2015,5,"Ashtabula, Kelloggsville"
40.6864,-78.2272,2015,7,"Blair, Northwood"
37.2473,-81.8015,2015,1,"Buchanan, Jewell Valley"
39.3938,-84.5652,2015,3,"Butler, Hamilton"
40.2174,-83.9635,2015,1,"Champaign, Rosewood"
39.9639,-75.885,2015,2,"Chester, Pomeroy"
39.894,-75.4338,2015,21,"Delaware, Glen Riddle"
37.4027,-84.4144,2014,1,"Rockcastle, Brodhead"
38.1982,-77.5885,2014,1,"Spotsylvania, Spotsylvania Courthouse"
41.8332,-75.8762,2014,4,"Susquehanna, Montrose"
38.9231,-78.1033,2014,1,"Warren, Apple Mountain Lake"
40.5989,-80.4738,2015,1,"Beaver, Hookstown"
40.1621,-81.1313,2015,1,"Belmont, Holloway"
40.1015,-74.8852,2015,6,"Bucks, West Bristol"
39.2325,-84.1532,2015,3,"Clermont, Goshen"
39.3224,-83.8109,2015,1,"Clinton, Martinsville"
38.416,-77.8267,2015,1,"Culpeper, Lignum"
40.1679,-83.08,2015,7,"Delaware, Powell"
42.2134,-79.8333,2015,2,"Erie, North East"
41.7113,-83.9053,2015,1,"Fulton, Metamora"
39.9163,-76.5841,2014,4,"York, Windsor"
39.4005,-82.1261,2015,1,"Athens, Chauncey"
37.4215,-83.4585,2015,1,"Breathitt, Talbert"
37.4551,-84.9875,2015,1,"Casey, Chilton"
41.0177,-76.4969,2015,1,"Columbia, Buckhorn"
40.8871,-80.675,2015,1,"Columbiana, Columbiana"
41.4948,-81.5348,2015,21,"Cuyahoga, University Heights"
37.506,-77.6492,2015,6,"Chesterfield, Midlothian"
40.7392,-82.7773,2015,4,"Crawford, Galion"
40.2802,-84.6384,2015,1,"Darke, Rossburg"
41.8176,-79.8364,2015,3,"Crawford, Canadohta Lake"
40.2752,-76.8843,2015,4,"Dauphin, Harrisburg"
41.3259,-84.2855,2015,2,"Defiance, Jewell"
39.8665,-83.0703,2015,13,"Franklin, Grove City"
40.0221,-81.5868,2015,1,"Guernsey, Cambridge"
40.8064,-83.5114,2015,2,"Hardin, Forest"
36.5942,-83.8774,2015,1,"Bell, Fonde"
39.8862,-84.0243,2015,1,"Clark, Crystal Lakes"
37.12,-87.4875,2015,2,"Christian, Mannington"
38.8514,-77.1579,2015,16,"Fairfax, Lake Barcroft"
38.7326,-84.5966,2015,1,"Grant, Sherman"
36.6771,-80.6997,2015,1,"Carroll, Fancy Gap"
40.98,-77.7057,2015,1,"Centre, Mount Eagle"
38.1059,-84.5255,2015,1,"Fayette, Greendale"
39.6522,-83.5564,2015,2,"Fayette, Jeffersonville"
36.8293,-79.9917,2015,1,"Franklin, Henry"
41.4011,-82.808,2015,5,"Erie, Castalia"
36.8353,-83.7598,2015,2,"Knox, Flat Lick"
41.4884,-82.0978,2015,5,"Lorain, Sheffield Lake"
38.6355,-77.6661,2015,1,"Fauquier, Calverton"
38.4949,-82.6911,2015,1,"Greenup, Bellefonte"
40.9348,-83.8235,2015,6,"Hancock, Mount Cory"
37.6274,-77.4322,2015,4,"Henrico, Chamberlayne Heights"
39.1117,-82.6108,2015,2,"Jackson, Coalton"
36.6871,-83.1152,2015,1,"Lee, Jonesville"
41.3128,-81.9157,2015,2,"Lorain, Columbia Hills Corners"
37.0759,-88.0769,2015,1,"Lyon, Eddyville"
37.451,-82.7994,2015,1,"Floyd, Wayland"
38.3228,-84.8955,2015,3,"Franklin, Ottusville"
39.7243,-77.515,2015,1,"Franklin, Pen Mar"
39.1864,-84.763,2015,14,"Hamilton, Hooven"
39.0747,-83.3871,2015,1,"Highland, Sinking Spring"
39.832,-76.3275,2015,2,"Lancaster, Holtwood"
37.9459,-82.6735,2015,1,"Lawrence, Ulysses"
39.1907,-81.7495,2015,1,"Athens, Hockingport"
41.2508,-82.4915,2015,1,"Huron, Collins"
40.9207,-81.0231,2015,5,"Mahoning, Sebring"
38.2907,-85.6333,2015,10,"Jefferson, Glenview Manor"
37.0037,-84.161,2015,2,"Laurel, Keavy"
40.337,-76.448,2015,2,"Lebanon, Pleasant Hill"
41.6639,-83.582,2015,9,"Lucas, Toledo"
39.9037,-82.018,2015,1,"Muskingum, South Zanesville"
39.0393,-80.6551,2015,1,"Lewis, Alum Bridge"
37.5668,-82.7603,2015,2,"Floyd, Martin"
40.6295,-75.2024,2015,1,"Northampton, Raubsville"
41.3265,-76.9455,2015,1,"Lycoming, Warrensville"
38.3355,-85.4839,2015,2,"Oldham, Crestwood"
41.3338,-75.8214,2015,2,"Luzerne, Exeter"
37.0821,-78.0029,2015,4,"Nottoway, Blackstone"
41.4846,-75.666,2015,3,"Lackawanna, Chinchilla"
40.5321,-83.2077,2015,4,"Marion, Green Camp"
41.0348,-82.0122,2015,3,"Medina, Lodi"
39.6323,-84.2725,2015,2,"Montgomery, Miamisburg"
37.8996,-85.2196,2015,1,"Nelson, Chaplin"
38.2484,-78.1125,2015,1,"Orange, Orange"
36.7929,-81.5927,2015,3,"Smyth, Adwolf"
39.0092,-84.4987,2015,1,"Kenton, Taylor Mill"
37.1909,-81.6387,2015,3,"Tazewell, Amonate"
41.462,-80.6656,2015,12,"Trumbull, Gustavus"
36.7168,-80.3578,2015,1,"Patrick, Vesta"
36.8404,-84.8506,2015,1,"Wayne, Monticello"
40.9864,-81.9948,2015,2,"Wayne, Burbank"
41.8332,-75.8762,2015,1,"Susquehanna, Montrose"
40.5609,-81.495,2015,2,"Tuscarawas, Parral"
40.0076,-75.134,2015,126,"Philadelphia, Philadelphia"
39.554,-82.7779,2015,2,"Pickaway, Tarlton"
38.6823,-77.2604,2015,9,"Prince William, Occoquan"
37.1745,-84.6329,2015,2,"Pulaski, Science Hill"
36.9342,-80.7255,2015,2,"Pulaski, Allisonia"
39.4069,-83.1842,2015,1,"Ross, Frankfort"
36.9321,-84.1004,2015,2,"Whitley, Corbin"
41.6119,-76.0457,2015,1,"Wyoming, Meshoppen"
38.7383,-82.842,2015,1,"Scioto, Wheelersburg"
38.3319,-77.4655,2015,2,"Stafford, Falmouth"
40.8159,-81.4165,2015,1,"Stark, Meyers Lake"
40.8006,-84.7746,2015,1,"Van Wert, Wren"
39.3496,-84.1236,2015,1,"Warren, Morrow"
38.8786,-77.1011,2016,1,"Arlington, Arlington"
41.388,-83.3218,2015,1,"Sandusky, Gibsonburg"
41.3236,-83.4363,2015,3,"Wood, Bradner"
41.8567,-80.6173,2016,4,"Ashtabula, Kelloggsville"
40.6513,-84.146,2016,1,"Auglaize, Cridersville"
40.3495,-76.1391,2016,1,"Berks, Robesonia"
37.8312,-86.6304,2016,1,"Breckinridge, Cloverport"
40.5989,-80.4738,2016,1,"Beaver, Hookstown"
40.1621,-81.1313,2016,1,"Belmont, Holloway"
40.4111,-78.8446,2016,1,"Cambria, Vinco"
40.98,-77.7057,2016,1,"Centre, Mount Eagle"
41.8694,-78.66,2015,1,"McKean, Lewis Run"
40.4113,-84.7761,2015,1,"Mercer, Fort Recovery"
39.7927,-84.3165,2015,6,"Montgomery, Trotwood"
40.8565,-76.235,2015,1,"Schuylkill, Ringtown"
40.3264,-80.4091,2015,2,"Washington, Cross Creek"
37.4487,-79.1058,2016,1,"Amherst, Madison Heights"
40.9214,-82.2818,2016,1,"Ashland, Nankin"
37.2473,-81.8015,2016,2,"Buchanan, Jewell Valley"
39.9639,-75.885,2016,2,"Chester, Pomeroy"
37.7892,-86.9805,2016,1,"Daviess, Ensor"
39.4005,-82.1261,2016,1,"Athens, Chauncey"
37.494,-78.6333,2016,1,"Buckingham, Toga"
37.506,-77.6492,2016,3,"Chesterfield, Midlothian"
40.8871,-80.675,2016,1,"Columbiana, Columbiana"
40.7392,-82.7773,2016,12,"Crawford, Galion"
40.1679,-83.08,2016,2,"Delaware, Powell"
37.2895,-86.2847,2016,1,"Edmonson, Bee Spring"
41.0802,-81.5219,2015,8,"Summit, Akron"
40.4001,-80.1873,2016,8,"Allegheny, Oakdale"
38.1939,-79.0087,2016,1,"Augusta, Verona"
39.9163,-76.5841,2015,3,"York, Windsor"
36.5942,-83.8774,2016,4,"Bell, Fonde"
39.894,-75.4338,2016,10,"Delaware, Glen Riddle"
38.8514,-77.1579,2016,10,"Fairfax, Lake Barcroft"
38.8862,-82.1463,2016,2,"Gallia, Addison"
40.0903,-79.5872,2016,1,"Fayette, Everson"
37.451,-82.7994,2016,2,"Floyd, Wayland"
38.3228,-84.8955,2016,2,"Franklin, Ottusville"
39.7243,-77.515,2016,1,"Franklin, Pen Mar"
36.5767,-88.9353,2016,2,"Fulton, Crutchfield"
39.1864,-84.763,2016,14,"Hamilton, Hooven"
37.2085,-88.0604,2016,1,"Caldwell, Fredonia"
41.4011,-82.808,2016,2,"Erie, Castalia"
36.6771,-80.6997,2016,2,"Carroll, Fancy Gap"
39.3224,-83.8109,2016,2,"Clinton, Martinsville"
41.1045,-82.6137,2016,3,"Huron, North Fairfield"
41.4948,-81.5348,2016,30,"Cuyahoga, University Heights"
36.8293,-79.9917,2016,1,"Franklin, Henry"
40.9348,-83.8235,2016,3,"Hancock, Mount Cory"
39.3938,-84.5652,2016,6,"Butler, Hamilton"
40.2752,-76.8843,2016,1,"Dauphin, Harrisburg"
41.3259,-84.2855,2016,1,"Defiance, Jewell"
37.9607,-81.0795,2016,3,"Fayette, Thurmond"
39.8665,-83.0703,2016,15,"Franklin, Grove City"
36.816,-77.4689,2016,1,"Greensville, Jarratt"
39.1117,-82.6108,2016,3,"Jackson, Coalton"
38.486,-81.3502,2016,1,"Kanawha, Clendenin"
39.6598,-83.7431,2016,3,"Greene, Jamestown"
38.2907,-85.6333,2016,5,"Jefferson, Glenview Manor"
37.4957,-83.0941,2016,2,"Knott, Decoy"
40.6666,-75.5072,2016,1,"Lehigh, Stiles"
41.6639,-83.582,2016,10,"Lucas, Toledo"
40.9207,-81.0231,2016,1,"Mahoning, Sebring"
36.6827,-79.8636,2016,1,"Martinsville (city), Martinsville"
37.6274,-77.4322,2016,12,"Henrico, Chamberlayne Heights"
41.3338,-75.8214,2016,2,"Luzerne, Exeter"
41.3265,-76.9455,2016,4,"Lycoming, Warrensville"
36.6778,-76.3024,2016,2,"Chesapeake (city), Chesapeake"
42.2134,-79.8333,2016,2,"Erie, North East"
38.1059,-84.5255,2016,2,"Fayette, Greendale"
41.7113,-83.9053,2016,4,"Fulton, Metamora"
36.8353,-83.7598,2016,1,"Knox, Flat Lick"
37.4984,-76.2883,2016,1,"Mathews, Gwynn"
41.8694,-78.66,2016,1,"McKean, Lewis Run"
41.3128,-81.9157,2016,2,"Lorain, Columbia Hills Corners"
39.9487,-83.2993,2016,2,"Madison, West Jefferson"
39.7927,-84.3165,2016,7,"Montgomery, Trotwood"
36.8155,-83.4045,2016,2,"Harlan, South Wallins"
40.5321,-83.2077,2016,1,"Marion, Green Camp"
41.1572,-80.0893,2016,1,"Mercer, Grove City"
37.9734,-83.0488,2016,1,"Morgan, Moon"
41.4884,-82.0978,2016,1,"Lorain, Sheffield Lake"
39.832,-76.3275,2016,1,"Lancaster, Holtwood"
37.4004,-79.1911,2016,1,"Lynchburg (city), Lynchburg"
39.6323,-84.2725,2016,1,"Montgomery, Miamisburg"
38.6823,-77.2604,2016,1,"Prince William, Occoquan"
40.9345,-82.4502,2016,1,"Richland, Adario"
38.137,-85.0744,2016,2,"Shelby, Waddy"
36.7929,-81.5927,2016,1,"Smyth, Adwolf"
38.7054,-83.9191,2016,1,"Mason, Minerva"
36.6648,-84.4395,2016,1,"McCreary, Pine Knot"
37.2042,-77.3914,2016,1,"Petersburg (city), Petersburg"
40.0076,-75.134,2016,96,"Philadelphia, Philadelphia"
37.4807,-82.0632,2016,1,"Pike, Argo"
38.6823,-77.2604,2016,4,"Prince William, Occoquan"
36.9342,-80.7255,2016,1,"Pulaski, Allisonia"
37.1052,-76.5185,2016,1,"Newport News (city), Newport News"
38.7968,-79.8967,2016,1,"Randolph, Dailey"
36.9791,-82.2961,2016,4,"Russell, Dante"
38.7383,-82.842,2016,1,"Scioto, Wheelersburg"
38.1982,-77.5885,2016,2,"Spotsylvania, Spotsylvania Courthouse"
40.7841,-76.6713,2016,2,"Northumberland, Trevorton"
41.388,-83.3218,2016,1,"Sandusky, Gibsonburg"
40.8565,-76.235,2016,3,"Schuylkill, Ringtown"
41.2162,-83.3285,2016,2,"Seneca, Amsden"
39.0292,-82.034,2016,1,"Meigs, Pomeroy"
39.9037,-82.018,2016,2,"Muskingum, South Zanesville"
37.9443,-81.4371,2016,2,"Raleigh, Colcord"
38.6601,-78.9061,2016,2,"Rockingham, Fulks Run"
38.2204,-84.4699,2016,2,"Scott, Newtown"
39.0092,-84.4987,2016,1,"Kenton, Taylor Mill"
37.1909,-81.6387,2016,4,"Tazewell, Amonate"
40.4007,-83.5444,2016,1,"Logan, West Mansfield"
39.3496,-84.1236,2016,9,"Warren, Morrow"
40.3264,-80.4091,2016,1,"Washington, Cross Creek"
40.6864,-78.2272,2017,1,"Blair, Northwood"
40.5609,-81.495,2016,2,"Tuscarawas, Parral"
39.9163,-76.5841,2016,6,"York, Windsor"
38.8786,-77.1011,2017,5,"Arlington, Arlington"
39.4005,-82.1261,2017,1,"Athens, Chauncey"
37.8832,-76.3477,2016,1,"Northumberland, Burgess"
40.3951,-77.0278,2016,1,"Perry, Duncannon"
39.7917,-84.7133,2016,1,"Preble, New Hope"
37.9501,-76.6625,2016,2,"Richmond, Haynesville"
36.7509,-86.7347,2016,1,"Simpson, Middleton"
38.3319,-77.4655,2016,2,"Stafford, Falmouth"
40.4001,-80.1873,2017,9,"Allegheny, Oakdale"
40.8305,-84.0848,2017,1,"Allen, Cairo"
40.1621,-81.1313,2017,5,"Belmont, Holloway"
41.8567,-80.6173,2017,1,"Ashtabula, Kelloggsville"
37.0048,-85.9264,2017,1,"Barren, Glasgow"
41.0245,-81.0501,2016,3,"Portage, Deerfield"
36.8457,-77.2875,2016,1,"Sussex, Yale"
41.462,-80.6656,2016,4,"Trumbull, Gustavus"
40.3533,-83.2628,2016,2,"Union, Magnetic Springs"
37.1803,-85.3197,2017,1,"Adair, Cane Valley"
40.9214,-82.2818,2017,3,"Ashland, Nankin"
40.3495,-76.1391,2017,1,"Berks, Robesonia"
39.2325,-84.1532,2017,2,"Clermont, Goshen"
36.7335,-76.0435,2016,1,"Virginia Beach (city), Virginia Beach"
38.9231,-78.1033,2016,1,"Warren, Apple Mountain Lake"
41.3236,-83.4363,2016,8,"Wood, Bradner"
39.1806,-81.513,2016,1,"Wood, Mineral Wells"
37.4167,-79.8779,2017,1,"Botetourt, Troutville"
37.4215,-83.4585,2017,1,"Breathitt, Talbert"
36.8862,-81.192,2016,1,"Wythe, Crockett"
40.6513,-84.146,2017,1,"Auglaize, Cridersville"
38.3354,-82.7816,2017,1,"Boyd, Rush"
37.2473,-81.8015,2017,2,"Buchanan, Jewell Valley"
36.6771,-80.6997,2017,1,"Carroll, Fancy Gap"
41.8176,-79.8364,2017,1,"Crawford, Canadohta Lake"
41.4948,-81.5348,2017,25,"Cuyahoga, University Heights"
40.1679,-83.08,2017,2,"Delaware, Powell"
40.8159,-81.4165,2016,5,"Stark, Meyers Lake"
41.8332,-75.8762,2016,3,"Susquehanna, Montrose"
39.6314,-81.4562,2016,1,"Washington, Macksburg"
40.9864,-81.9948,2016,1,"Wayne, Burbank"
40.3312,-79.677,2016,2,"Westmoreland, Westmoreland City"
38.0533,-77.3473,2017,1,"Caroline, Bowling Green"
39.8862,-84.0243,2017,2,"Clark, Crystal Lakes"
38.3318,-82.9371,2017,1,"Carter, Grayson"
39.3224,-83.8109,2017,2,"Clinton, Martinsville"
41.0094,-77.5306,2017,1,"Clinton, Lamar"
39.6598,-83.7431,2017,4,"Greene, Jamestown"
37.3866,-79.7253,2017,1,"Bedford, Montvale"
36.5942,-83.8774,2017,1,"Bell, Fonde"
37.506,-77.6492,2017,7,"Chesterfield, Midlothian"
40.2802,-84.6384,2017,1,"Darke, Rossburg"
42.2134,-79.8333,2017,1,"Erie, North East"
38.8514,-77.1579,2017,11,"Fairfax, Lake Barcroft"
37.451,-82.7994,2017,1,"Floyd, Wayland"
40.9505,-79.74,2017,1,"Butler, Chicora"
40.98,-77.7057,2017,1,"Centre, Mount Eagle"
41.1045,-82.6137,2017,2,"Huron, North Fairfield"
40.2174,-83.9635,2017,1,"Champaign, Rosewood"
39.9639,-75.885,2017,4,"Chester, Pomeroy"
41.4011,-82.808,2017,1,"Erie, Castalia"
38.8862,-82.1463,2017,1,"Gallia, Addison"
39.1864,-84.763,2017,21,"Hamilton, Hooven"
40.3821,-78.1697,2017,1,"Huntingdon, Marklesburg"
39.3938,-84.5652,2017,11,"Butler, Hamilton"
40.2752,-76.8843,2017,4,"Dauphin, Harrisburg"
41.3259,-84.2855,2017,1,"Defiance, Jewell"
39.894,-75.4338,2017,15,"Delaware, Glen Riddle"
39.8665,-83.0703,2017,18,"Franklin, Grove City"
39.264,-78.3319,2017,1,"Frederick, Gore"
40.9348,-83.8235,2017,1,"Hancock, Mount Cory"
37.5751,-83.9735,2017,1,"Jackson, Drip Rock"
38.486,-81.3502,2017,2,"Kanawha, Clendenin"
41.4846,-75.666,2017,1,"Lackawanna, Chinchilla"
38.8656,-81.8235,2017,1,"Jackson, Cottageville"
37.8193,-85.9358,2017,1,"Hardin, Radcliff"
39.1907,-81.7495,2017,1,"Athens, Hockingport"
39.1117,-82.6108,2017,2,"Jackson, Coalton"
37.0037,-84.161,2017,1,"Laurel, Keavy"
