经度,纬度,Year,Amount,Name
38.416,-77.8267,2011,101,Culpeper/Virginia
36.8319,-85.5053,2011,8,Cumberland/Kentucky
40.2422,-76.9274,2011,30,Cumberland/Pennsylvania
41.4948,-81.5348,2011,905,Cuyahoga/Ohio
40.5209,-81.0031,2011,16,Carroll/Ohio
36.9933,-78.601,2011,4,Charlotte/Virginia
39.1508,-77.9823,2011,13,Clarke/Virginia
37.2198,-88.1411,2011,7,Crittenden/Kentucky
40.2752,-76.8843,2011,335,Dauphin/Pennsylvania
41.3259,-84.2855,2011,83,Defiance/Ohio
40.1679,-83.08,2011,683,Delaware/Ohio
39.894,-75.4338,2011,1088,Delaware/Pennsylvania
37.2895,-86.2847,2011,28,Edmonson/Kentucky
41.4011,-82.808,2011,207,Erie/Ohio
42.2134,-79.8333,2011,236,Erie/Pennsylvania
38.8514,-77.1579,2011,533,Fairfax/Virginia
39.8426,-82.5446,2011,379,Fairfield/Ohio
38.1059,-84.5255,2011,455,Fayette/Kentucky
40.0903,-79.5872,2011,308,Fayette/Pennsylvania
37.9607,-81.0795,2011,43,Fayette/West Virginia
37.451,-82.7994,2011,153,Floyd/Kentucky
37.7533,-78.1638,2011,27,Fluvanna/Virginia
38.3228,-84.8955,2011,113,Franklin/Kentucky
39.8665,-83.0703,2011,1459,Franklin/Ohio
39.7243,-77.515,2011,108,Franklin/Pennsylvania
36.8293,-79.9917,2011,68,Franklin/Virginia
39.264,-78.3319,2011,190,Frederick/Virginia
41.7113,-83.9053,2011,26,Fulton/Ohio
39.932,-77.9958,2011,18,Fulton/Pennsylvania
37.6167,-84.4094,2011,30,Garrard/Kentucky
37.373,-80.8576,2011,131,Giles/Virginia
38.9815,-80.9496,2011,8,Gilmer/West Virginia
37.4937,-86.226,2011,34,Grayson/Kentucky
39.6598,-83.7431,2011,179,Greene/Ohio
36.816,-77.4689,2011,17,Greensville/Virginia
40.0221,-81.5868,2011,90,Guernsey/Ohio
39.1864,-84.763,2011,2949,Hamilton/Ohio
39.3732,-78.5228,2011,66,Hampshire/West Virginia
40.9348,-83.8235,2011,145,Hancock/Ohio
40.6179,-80.5998,2011,21,Hancock/West Virginia
37.7668,-77.3706,2011,156,Hanover/Virginia
37.8193,-85.9358,2011,121,Hardin/Kentucky
40.8064,-83.5114,2011,163,Hardin/Ohio
36.8155,-83.4045,2011,303,Harlan/Kentucky
37.2903,-85.7672,2011,17,Hart/Kentucky
36.6871,-79.7872,2011,51,Henry/Virginia
40.2174,-83.9635,2011,47,Champaign/Ohio
36.6778,-76.3024,2011,8,Chesapeake (city)/Virginia
38.0014,-84.1908,2011,177,Clark/Kentucky
41.8176,-79.8364,2011,53,Crawford/Pennsylvania
37.7892,-86.9805,2011,57,Daviess/Kentucky
37.1026,-82.3763,2011,64,Dickenson/Virginia
38.1879,-83.0188,2011,45,Elliott/Kentucky
37.6969,-83.9685,2011,11,Estill/Kentucky
38.6355,-77.6661,2011,178,Fauquier/Virginia
39.6522,-83.5564,2011,56,Fayette/Ohio
41.4937,-79.448,2011,9,Forest/Pennsylvania
37.2801,-76.4402,2011,18,Gloucester/Virginia
38.7326,-84.5966,2011,32,Grant/Kentucky
38.2504,-78.4417,2011,7,Greene/Virginia
38.4949,-82.6911,2011,74,Greenup/Kentucky
39.3923,-80.2989,2011,39,Harrison/West Virginia
38.4623,-85.3036,2011,5,Henry/Kentucky
41.371,-83.9415,2011,21,Henry/Ohio
39.0747,-83.3871,2011,161,Highland/Ohio
37.2914,-77.2985,2011,2,Hopewell (city)/Virginia
37.1737,-87.6885,2011,76,Hopkins/Kentucky
36.9853,-77.7219,2011,6,Dinwiddie/Virginia
39.1254,-80.7407,2011,1,Doddridge/West Virginia
41.5726,-78.6869,2011,17,Elk/Pennsylvania
37.0379,-80.2045,2011,17,Floyd/Virginia
36.5767,-88.9353,2011,11,Fulton/Kentucky
38.8862,-82.1463,2011,180,Gallia/Ohio
41.3722,-81.0591,2011,23,Geauga/Ohio
37.6015,-77.7022,2011,2,Goochland/Virginia
36.5603,-88.5692,2011,50,Graves/Kentucky
36.6015,-81.6257,2011,12,Grayson/Virginia
39.9476,-79.9986,2011,50,Greene/Pennsylvania
38.8779,-78.8661,2011,29,Hardy/West Virginia
38.5426,-84.2366,2011,20,Harrison/Kentucky
40.2737,-81.2812,2011,10,Harrison/Ohio
37.8512,-87.3542,2011,10,Henderson/Kentucky
37.6274,-77.4322,2011,284,Henrico/Virginia
36.7596,-89.102,2011,2,Hickman/Kentucky
39.4187,-82.5993,2011,37,Hocking/Ohio
40.5533,-81.9164,2011,20,Holmes/Ohio
40.3821,-78.1697,2011,79,Huntingdon/Pennsylvania
41.2508,-82.4915,2011,135,Huron/Ohio
40.6783,-79.1646,2011,158,Indiana/Pennsylvania
39.1117,-82.6108,2011,192,Jackson/Ohio
38.2907,-85.6333,2011,1776,Jefferson/Kentucky
40.3653,-80.652,2011,97,Jefferson/Ohio
40.9702,-78.8765,2011,102,Jefferson/Pennsylvania
37.8787,-84.6545,2011,226,Jessamine/Kentucky
37.8806,-82.8382,2011,107,Johnson/Kentucky
38.486,-81.3502,2011,588,Kanawha/West Virginia
39.0338,-84.5675,2011,447,Kenton/Kentucky
40.5342,-82.5049,2011,25,Knox/Ohio
41.4846,-75.666,2011,462,Lackawanna/Pennsylvania
37.2273,-76.9665,2010,1,Surry/Virginia
38.041,-78.5222,2011,7,Albemarle/Virginia
39.8862,-84.0243,2011,12,Clark/Ohio
36.8051,-85.0683,2011,5,Clinton/Kentucky
40.2802,-84.6384,2011,68,Darke/Ohio
38.7252,-84.8239,2011,11,Gallatin/Kentucky
36.839,-78.7284,2011,45,Halifax/Virginia
37.6674,-78.0883,2011,4,Cumberland/Virginia
37.9185,-76.8665,2011,3,Essex/Virginia
38.2126,-83.6341,2011,41,Fleming/Kentucky
37.7503,-80.4715,2011,69,Greenbrier/West Virginia
36.866,-76.8308,2011,5,Isle of Wight/Virginia
36.8353,-83.7598,2011,118,Knox/Kentucky
37.0037,-84.161,2011,325,Laurel/Kentucky
40.8618,-80.2625,2011,104,Lawrence/Pennsylvania
37.6023,-83.6085,2011,100,Lee/Kentucky
36.6871,-83.1152,2011,30,Lee/Virginia
36.954,-83.3907,2011,36,Leslie/Kentucky
37.1638,-82.7493,2011,146,Letcher/Kentucky
38.354,-83.2524,2011,43,Lewis/Kentucky
36.95,-86.7419,2011,19,Logan/Kentucky
40.4007,-83.5444,2011,107,Logan/Ohio
37.2093,-86.8921,2011,1,Butler/Kentucky
36.9052,-76.8978,2011,29,Southampton/Virginia
37.5751,-83.9735,2011,107,Jackson/Kentucky
37.3799,-76.8041,2011,29,James City/Virginia
41.6072,-81.469,2011,599,Lake/Ohio
39.832,-76.3275,2011,464,Lancaster/Pennsylvania
37.5668,-85.7353,2011,4,Larue/Kentucky
38.4298,-82.4488,2011,115,Lawrence/Ohio
40.337,-76.448,2011,102,Lebanon/Pennsylvania
40.6666,-75.5072,2011,440,Lehigh/Pennsylvania
39.9595,-82.4129,2011,675,Licking/Ohio
37.805,-81.9923,2011,147,Logan/West Virginia
41.3128,-81.9157,2011,44,Lorain/Ohio
39.0302,-77.4712,2011,192,Loudoun/Virginia
38.0068,-77.9061,2011,38,Louisa/Virginia
41.6639,-83.582,2011,576,Lucas/Ohio
36.9608,-78.1283,2011,11,Lunenburg/Virginia
41.3338,-75.8214,2011,471,Luzerne/Pennsylvania
41.3265,-76.9455,2011,120,Lycoming/Pennsylvania
39.9487,-83.2993,2011,155,Madison/Ohio
37.5156,-85.2625,2011,23,Marion/Kentucky
39.5013,-80.1696,2011,102,Marion/West Virginia
39.9854,-80.7335,2011,47,Marshall/West Virginia
38.7054,-83.9191,2011,93,Mason/Kentucky
38.6663,-82.1706,2011,8,Mason/West Virginia
37.4984,-76.2883,2011,2,Mathews/Virginia
36.6648,-84.4395,2011,37,McCreary/Kentucky
37.9366,-85.9915,2011,30,Meade/Kentucky
36.666,-78.3908,2011,19,Mecklenburg/Virginia
41.0348,-82.0122,2011,228,Medina/Ohio
39.0292,-82.034,2011,76,Meigs/Ohio
37.9554,-83.4596,2011,16,Menifee/Kentucky
37.6965,-84.9097,2011,84,Mercer/Kentucky
40.4113,-84.7761,2011,124,Mercer/Ohio
41.1572,-80.0893,2011,87,Mercer/Pennsylvania
37.4362,-80.964,2011,373,Mercer/West Virginia
39.9951,-84.4084,2011,99,Miami/Ohio
40.5331,-77.8141,2011,32,Mifflin/Pennsylvania
36.7012,-85.6927,2011,8,Monroe/Kentucky
37.5905,-80.5419,2011,10,Monroe/West Virginia
37.997,-83.8925,2011,201,Montgomery/Kentucky
39.7927,-84.3165,2011,2063,Montgomery/Ohio
37.0675,-80.4405,2011,147,Montgomery/Virginia
40.9865,-76.635,2011,12,Montour/Pennsylvania
39.5313,-78.4553,2011,36,Morgan/West Virginia
40.6209,-82.6618,2011,66,Morrow/Ohio
39.9037,-82.018,2011,29,Muskingum/Ohio
37.8996,-85.2196,2011,34,Nelson/Kentucky
38.302,-83.8866,2011,18,Nicholas/Kentucky
38.2001,-80.8512,2011,61,Nicholas/West Virginia
39.9156,-81.2824,2011,23,Noble/Ohio
40.6295,-75.2024,2011,311,Northampton/Pennsylvania
40.7841,-76.6713,2011,49,Northumberland/Pennsylvania
37.4743,-83.6802,2011,69,Owsley/Kentucky
36.7168,-80.3578,2011,42,Patrick/Virginia
37.2245,-83.2752,2011,434,Perry/Kentucky
40.3951,-77.0278,2011,70,Perry/Pennsylvania
40.0076,-75.134,2011,5958,Philadelphia/Pennsylvania
39.554,-82.7779,2011,208,Pickaway/Ohio
38.8656,-81.8235,2011,62,Jackson/West Virginia
39.3242,-77.7517,2011,14,Jefferson/West Virginia
40.6868,-77.114,2011,7,Juniata/Pennsylvania
37.4957,-83.0941,2011,51,Knott/Kentucky
37.7301,-76.538,2011,9,Lancaster/Virginia
37.9459,-82.6735,2011,22,Lawrence/Kentucky
39.0393,-80.6551,2011,9,Lewis/West Virginia
37.453,-84.7579,2011,43,Lincoln/Kentucky
37.724,-84.2928,2011,158,Madison/Kentucky
38.4879,-78.3261,2011,6,Madison/Virginia
37.7015,-83.1516,2011,59,Magoffin/Kentucky
40.9207,-81.0231,2011,650,Mahoning/Ohio
37.8416,-82.4223,2011,39,Martin/Kentucky
36.9728,-88.612,2011,57,McCracken/Kentucky
37.3675,-81.3572,2011,27,McDowell/West Virginia
39.337,-78.9223,2011,19,Mineral/West Virginia
39.8489,-81.0354,2011,14,Monroe/Ohio
41.177,-75.418,2011,146,Monroe/Pennsylvania
40.2111,-75.2744,2011,115,Montgomery/Pennsylvania
37.9734,-83.0488,2011,65,Morgan/Kentucky
39.7373,-81.9154,2011,27,Morgan/Ohio
37.1231,-87.2125,2011,45,Muhlenberg/Kentucky
37.913,-78.8828,2011,6,Nelson/Virginia
37.1052,-76.5185,2011,16,Newport News (city)/Virginia
37.2456,-88.3589,2011,3,Livingston/Kentucky
38.7717,-77.4448,2011,4,Manassas Park (city)/Virginia
36.867,-88.4656,2011,16,Marshall/Kentucky
37.6395,-76.5747,2011,2,Middlesex/Virginia
37.4418,-77.0436,2011,21,New Kent/Virginia
37.0759,-88.0769,2011,5,Lyon/Kentucky
40.5321,-83.2077,2011,123,Marion/Ohio
37.6262,-82.1696,2011,15,Mingo/West Virginia
39.6587,-79.9868,2011,42,Monongalia/West Virginia
37.8832,-76.3477,2011,3,Northumberland/Virginia
40.0753,-80.6951,2011,119,Ohio/West Virginia
38.3355,-85.4839,2011,54,Oldham/Kentucky
41.5853,-82.8369,2011,44,Ottawa/Ohio
39.921,-82.4271,2011,103,Perry/Ohio
37.4807,-82.0632,2011,250,Pike/Kentucky
39.1517,-82.9102,2011,71,Pike/Ohio
41.4045,-75.183,2011,60,Pike/Pennsylvania
36.6716,-79.4196,2011,30,Pittsylvania/Virginia
38.2746,-80.0915,2011,48,Pocahontas/West Virginia
37.9059,-83.9691,2011,92,Powell/Kentucky
38.6823,-77.2604,2011,347,Prince William/Virginia
37.1745,-84.6329,2011,139,Pulaski/Kentucky
36.9342,-80.7255,2011,229,Pulaski/Virginia
37.9443,-81.4371,2011,193,Raleigh/West Virginia
37.2747,-79.8886,2011,154,Roanoke/Virginia
37.6301,-79.5431,2011,16,Rockbridge/Virginia
39.4069,-83.1842,2011,307,Ross/Ohio
38.2529,-83.3185,2011,148,Rowan/Kentucky
36.995,-85.0683,2011,11,Russell/Kentucky
36.9791,-82.2961,2011,125,Russell/Virginia
40.8565,-76.235,2011,206,Schuylkill/Pennsylvania
36.7196,-82.7962,2011,216,Scott/Virginia
41.2162,-83.3285,2011,86,Seneca/Ohio
40.4389,-84.2597,2011,81,Shelby/Ohio
39.0551,-78.3681,2011,187,Shenandoah/Virginia
36.6827,-79.8636,2011,1,Martinsville (city)/Virginia
41.8694,-78.66,2011,30,McKean/Pennsylvania
37.4919,-87.1342,2011,4,McLean/Kentucky
37.5295,-75.8283,2011,2,Northampton/Virginia
37.0821,-78.0029,2011,7,Nottoway/Virginia
38.2484,-78.1125,2011,30,Orange/Virginia
38.6134,-84.9769,2011,9,Owen/Kentucky
38.6653,-78.4545,2011,93,Page/Virginia
41.1798,-84.7378,2011,11,Paulding/Ohio
38.6708,-84.3311,2011,38,Pendleton/Kentucky
41.0245,-81.0501,2011,189,Portage/Ohio
41.9207,-78.0205,2011,31,Potter/Pennsylvania
37.5427,-77.9267,2011,15,Powhatan/Virginia
39.5512,-79.8003,2011,17,Preston/West Virginia
41.0997,-84.2693,2011,2,Putnam/Ohio
38.6562,-78.2322,2011,9,Rappahannock/Virginia
40.9345,-82.4502,2011,169,Richland/Ohio
37.9501,-76.6625,2011,2,Richmond/Virginia
38.6219,-79.2413,2011,4,Pendleton/West Virginia
36.8945,-76.259,2011,8,Norfolk (city)/Virginia
39.2711,-79.3662,2011,2,Grant/West Virginia
37.5589,-86.7728,2011,6,Ohio/Kentucky
39.3201,-81.2401,2011,1,Pleasants/West Virginia
38.7968,-79.8967,2011,17,Randolph/West Virginia
38.8025,-81.3531,2011,5,Roane/West Virginia
38.5317,-84.0358,2011,11,Robertson/Kentucky
38.6601,-78.9061,2011,78,Rockingham/Virginia
38.7383,-82.842,2011,420,Scioto/Ohio
38.137,-85.0744,2011,15,Shelby/Kentucky
39.9834,-78.772,2011,92,Somerset/Pennsylvania
38.0562,-85.1511,2011,6,Spencer/Kentucky
38.1982,-77.5885,2011,230,Spotsylvania/Virginia
38.3319,-77.4655,2011,213,Stafford/Virginia
40.8159,-81.4165,2011,337,Stark/Ohio
36.5882,-76.6847,2011,4,Suffolk (city)/Virginia
37.7243,-80.8865,2011,21,Summers/West Virginia
36.8457,-77.2875,2011,6,Sussex/Virginia
37.1909,-81.6387,2011,201,Tazewell/Virginia
41.6795,-77.069,2011,19,Tioga/Pennsylvania
41.462,-80.6656,2011,330,Trumbull/Ohio
40.5609,-81.495,2011,74,Tuscarawas/Ohio
40.3533,-83.2628,2011,103,Union/Ohio
40.9002,-77.1564,2011,17,Union/Pennsylvania
38.9927,-80.2279,2011,75,Upshur/West Virginia
40.8006,-84.7746,2011,68,Van Wert/Ohio
39.3496,-84.1236,2011,313,Warren/Ohio
37.7355,-85.0701,2011,12,Washington/Kentucky
39.6314,-81.4562,2011,109,Washington/Ohio
40.3264,-80.4091,2011,204,Washington/Pennsylvania
40.9864,-81.9948,2011,147,Wayne/Ohio
36.9321,-84.1004,2011,143,Whitley/Kentucky
36.8615,-82.7774,2011,323,Wise/Virginia
40.95,-83.3836,2011,10,Wyandot/Ohio
41.6119,-76.0457,2011,32,Wyoming/Pennsylvania
36.8862,-81.192,2011,159,Wythe/Virginia
37.6917,-75.7182,2012,23,Accomack/Virginia
39.8826,-77.1569,2012,41,Adams/Pennsylvania
38.8184,-77.0861,2012,8,Alexandria (city)/Virginia
37.8865,-79.9795,2012,36,Alleghany/Virginia
40.4001,-80.1873,2012,3534,Allegheny/Pennsylvania
39.7917,-84.7133,2011,17,Preble/Ohio
37.4027,-84.4144,2011,128,Rockcastle/Kentucky
41.388,-83.3218,2011,19,Sandusky/Ohio
36.7509,-86.7347,2011,26,Simpson/Kentucky
36.7929,-81.5927,2011,33,Smyth/Virginia
40.7078,-77.3107,2011,18,Snyder/Pennsylvania
41.0802,-81.5219,2011,308,Summit/Ohio
41.8332,-75.8762,2011,18,Susquehanna/Pennsylvania
37.4256,-85.3689,2011,51,Taylor/Kentucky
37.01,-87.2425,2011,8,Todd/Kentucky
38.5955,-85.3174,2011,3,Trimble/Kentucky
41.4998,-79.8736,2011,69,Venango/Pennsylvania
36.9725,-86.4371,2011,66,Warren/Kentucky
41.7806,-79.0941,2011,33,Warren/Pennsylvania
38.9231,-78.1033,2011,232,Warren/Virginia
36.666,-81.6382,2011,139,Washington/Virginia
38.4604,-80.3731,2011,11,Webster/West Virginia
40.3312,-79.677,2011,444,Westmoreland/Pennsylvania
37.8301,-83.5166,2011,35,Wolfe/Kentucky
39.1806,-81.513,2011,19,Wood/West Virginia
37.972,-84.7563,2011,17,Woodford/Kentucky
37.7154,-81.4179,2011,10,Wyoming/West Virginia
39.9163,-76.5841,2011,486,York/Pennsylvania
37.1982,-76.433,2011,25,York/Virginia
37.1803,-85.3197,2012,25,Adair/Kentucky
38.8559,-83.4713,2012,175,Adams/Ohio
38.041,-78.5222,2012,15,Albemarle/Virginia
36.7956,-86.2961,2012,91,Allen/Kentucky
40.8305,-84.0848,2012,207,Allen/Ohio
41.4102,-76.5832,2011,3,Sullivan/Pennsylvania
37.2273,-76.9665,2011,1,Surry/Virginia
39.6035,-80.9351,2011,13,Tyler/West Virginia
36.7335,-76.0435,2011,9,Virginia Beach (city)/Virginia
41.3957,-75.2731,2011,33,Wayne/Pennsylvania
38.2254,-82.4415,2011,37,Wayne/West Virginia
38.0941,-76.8229,2011,18,Westmoreland/Virginia
39.5689,-80.7316,2011,27,Wetzel/West Virginia
41.5024,-84.418,2011,7,Williams/Ohio
37.4487,-79.1058,2012,59,Amherst/Virginia
38.089,-84.935,2012,21,Anderson/Kentucky
38.8786,-77.1011,2012,112,Arlington/Virginia
40.9185,-79.4603,2012,88,Armstrong/Pennsylvania
40.9214,-82.2818,2012,153,Ashland/Ohio
39.4005,-82.1261,2012,250,Athens/Ohio
38.1939,-79.0087,2012,33,Augusta/Virginia
37.0048,-85.9264,2012,74,Barren/Kentucky
38.1948,-79.5709,2012,17,Bath/Virginia
40.5989,-80.4738,2012,128,Beaver/Pennsylvania
37.3866,-79.7253,2012,93,Bedford/Virginia
36.5942,-83.8774,2012,164,Bell/Kentucky
40.1621,-81.1313,2012,99,Belmont/Ohio
39.458,-77.9779,2012,269,Berkeley/West Virginia
40.3495,-76.1391,2012,443,Berks/Pennsylvania
40.6864,-78.2272,2012,220,Blair/Pennsylvania
38.9472,-84.6731,2012,232,Boone/Kentucky
37.4167,-79.8779,2012,68,Botetourt/Virginia
38.1425,-84.1101,2012,50,Bourbon/Kentucky
38.3354,-82.7816,2012,244,Boyd/Kentucky
38.6818,-84.0666,2012,38,Bracken/Kentucky
38.2204,-84.4699,2011,34,Scott/Kentucky
37.5584,-87.8909,2011,5,Union/Kentucky
39.1591,-82.5243,2011,31,Vinton/Ohio
36.8404,-84.8506,2011,57,Wayne/Kentucky
41.3236,-83.4363,2011,155,Wood/Ohio
37.3366,-77.9882,2012,15,Amelia/Virginia
41.8567,-80.6173,2012,237,Ashtabula/Ohio
40.6513,-84.146,2012,88,Auglaize/Ohio
37.0846,-88.8827,2012,1,Ballard/Kentucky
38.1193,-83.6156,2012,54,Bath/Kentucky
37.5855,-84.7903,2012,43,Boyle/Kentucky
41.7606,-76.1763,2012,98,Bradford/Pennsylvania
38.5632,-80.8979,2012,45,Braxton/West Virginia
38.4362,-78.8735,2011,4,Harrisonburg (city)/Virginia
36.9841,-85.6187,2011,5,Metcalfe/Kentucky
38.5374,-81.9256,2011,27,Putnam/West Virginia
36.8468,-76.354,2011,3,Portsmouth (city)/Virginia
39.1226,-81.1709,2011,3,Ritchie/West Virginia
39.2666,-80.1287,2011,1,Taylor/West Virginia
37.2642,-78.682,2012,10,Appomattox/Virginia
37.4662,-87.7342,2011,11,Webster/Kentucky
40.2592,-78.5075,2012,52,Bedford/Pennsylvania
37.9713,-81.7138,2012,13,Boone/West Virginia
40.2811,-80.6102,2012,7,Brooke/West Virginia
38.8673,-83.7878,2012,125,Brown/Ohio
36.8553,-77.8937,2012,26,Brunswick/Virginia
37.2473,-81.8015,2012,114,Buchanan/Virginia
37.494,-78.6333,2012,82,Buckingham/Virginia
40.1015,-74.8852,2012,1213,Bucks/Pennsylvania
39.3938,-84.5652,2012,771,Butler/Ohio
38.4154,-82.3188,2012,214,Cabell/West Virginia
37.2085,-88.0604,2012,39,Caldwell/Kentucky
36.5892,-88.4381,2012,18,Calloway/Kentucky
40.4111,-78.8446,2012,196,Cambria/Pennsylvania
39.0401,-84.4815,2012,451,Campbell/Kentucky
37.2338,-79.2895,2012,51,Campbell/Virginia
40.8289,-75.7009,2012,60,Carbon/Pennsylvania
38.0533,-77.3473,2012,54,Caroline/Virginia
38.3318,-82.9371,2012,185,Carter/Kentucky
37.4551,-84.9875,2012,28,Casey/Kentucky
40.2174,-83.9635,2012,40,Champaign/Ohio
39.9639,-75.885,2012,343,Chester/Pennsylvania
37.506,-77.6492,2012,361,Chesterfield/Virginia
37.12,-87.4875,2012,25,Christian/Kentucky
38.0014,-84.1908,2012,83,Clark/Kentucky
39.8862,-84.0243,2012,16,Clark/Ohio
41.1062,-78.7749,2012,26,Clearfield/Pennsylvania
39.2325,-84.1532,2012,398,Clermont/Ohio
36.8051,-85.0683,2012,8,Clinton/Kentucky
39.3224,-83.8109,2012,140,Clinton/Ohio
40.7392,-82.7773,2012,109,Crawford/Ohio
41.8176,-79.8364,2012,72,Crawford/Pennsylvania
37.2198,-88.1411,2012,9,Crittenden/Kentucky
38.416,-77.8267,2012,153,Culpeper/Virginia
40.2802,-84.6384,2012,31,Darke/Ohio
40.2752,-76.8843,2012,365,Dauphin/Pennsylvania
37.7892,-86.9805,2012,42,Daviess/Kentucky
41.3259,-84.2855,2012,61,Defiance/Ohio
40.1679,-83.08,2012,225,Delaware/Ohio
39.894,-75.4338,2012,1102,Delaware/Pennsylvania
37.1026,-82.3763,2012,37,Dickenson/Virginia
36.9853,-77.7219,2012,3,Dinwiddie/Virginia
37.2895,-86.2847,2012,14,Edmonson/Kentucky
41.4011,-82.808,2012,250,Erie/Ohio
42.2134,-79.8333,2012,264,Erie/Pennsylvania
37.6969,-83.9685,2012,45,Estill/Kentucky
38.8514,-77.1579,2012,632,Fairfax/Virginia
40.0903,-79.5872,2012,311,Fayette/Pennsylvania
37.451,-82.7994,2012,83,Floyd/Kentucky
38.3228,-84.8955,2012,106,Franklin/Kentucky
39.8665,-83.0703,2012,1534,Franklin/Ohio
39.7243,-77.515,2012,132,Franklin/Pennsylvania
37.1521,-81.1501,2012,18,Bland/Virginia
37.4215,-83.4585,2012,69,Breathitt/Kentucky
40.9505,-79.74,2012,85,Butler/Pennsylvania
41.4148,-78.1989,2012,6,Cameron/Pennsylvania
38.6098,-85.0681,2012,122,Carroll/Kentucky
36.6771,-80.6997,2012,81,Carroll/Virginia
40.98,-77.7057,2012,70,Centre/Pennsylvania
41.2106,-79.3803,2012,39,Clarion/Pennsylvania
41.0177,-76.4969,2012,69,Columbia/Pennsylvania
40.8871,-80.675,2012,115,Columbiana/Ohio
40.2761,-81.7517,2012,46,Coshocton/Ohio
37.4293,-80.1395,2012,2,Craig/Virginia
37.6674,-78.0883,2012,8,Cumberland/Virginia
41.4948,-81.5348,2012,2624,Cuyahoga/Ohio
39.1254,-80.7407,2012,24,Doddridge/West Virginia
38.1879,-83.0188,2012,11,Elliott/Kentucky
37.9185,-76.8665,2012,22,Essex/Virginia
39.8426,-82.5446,2012,463,Fairfield/Ohio
38.6355,-77.6661,2012,185,Fauquier/Virginia
38.1059,-84.5255,2012,573,Fayette/Kentucky
39.6522,-83.5564,2012,52,Fayette/Ohio
37.9607,-81.0795,2012,35,Fayette/West Virginia
37.7533,-78.1638,2012,14,Fluvanna/Virginia
39.264,-78.3319,2012,160,Frederick/Virginia
36.5767,-88.9353,2012,16,Fulton/Kentucky
41.7113,-83.9053,2012,41,Fulton/Ohio
38.7252,-84.8239,2012,27,Gallatin/Kentucky
41.3722,-81.0591,2012,23,Geauga/Ohio
38.9815,-80.9496,2012,2,Gilmer/West Virginia
37.2801,-76.4402,2012,52,Gloucester/Virginia
37.6015,-77.7022,2012,5,Goochland/Virginia
38.7326,-84.5966,2012,62,Grant/Kentucky
39.2711,-79.3662,2012,17,Grant/West Virginia
36.5603,-88.5692,2012,39,Graves/Kentucky
36.6015,-81.6257,2012,16,Grayson/Virginia
38.8015,-81.0962,2012,16,Calhoun/West Virginia
40.5209,-81.0031,2012,23,Carroll/Ohio
36.9933,-78.601,2012,19,Charlotte/Virginia
37.1464,-83.7635,2012,93,Clay/Kentucky
40.2422,-76.9274,2012,34,Cumberland/Pennsylvania
36.8293,-79.9917,2012,98,Franklin/Virginia
39.932,-77.9958,2012,5,Fulton/Pennsylvania
37.373,-80.8576,2012,150,Giles/Virginia
37.4937,-86.226,2012,33,Grayson/Kentucky
37.7503,-80.4715,2012,41,Greenbrier/West Virginia
37.344,-77.0687,2012,6,Charles City/Virginia
39.1508,-77.9823,2012,5,Clarke/Virginia
36.8319,-85.5053,2012,1,Cumberland/Kentucky
41.5726,-78.6869,2012,15,Elk/Pennsylvania
38.2126,-83.6341,2012,60,Fleming/Kentucky
37.0379,-80.2045,2012,4,Floyd/Virginia
38.8862,-82.1463,2012,74,Gallia/Ohio
38.4949,-82.6911,2012,121,Greenup/Kentucky
39.6598,-83.7431,2012,190,Greene/Ohio
38.2504,-78.4417,2012,17,Greene/Virginia
40.0221,-81.5868,2012,99,Guernsey/Ohio
36.839,-78.7284,2012,37,Halifax/Virginia
40.9348,-83.8235,2012,152,Hancock/Ohio
37.7668,-77.3706,2012,132,Hanover/Virginia
40.8064,-83.5114,2012,199,Hardin/Ohio
38.8779,-78.8661,2012,18,Hardy/West Virginia
36.8155,-83.4045,2012,473,Harlan/Kentucky
37.6274,-77.4322,2012,337,Henrico/Virginia
38.4623,-85.3036,2012,13,Henry/Kentucky
39.1734,-78.1745,2011,2,Winchester (city)/Virginia
38.9783,-79.9505,2012,1,Barbour/West Virginia
37.8312,-86.6304,2012,9,Breckinridge/Kentucky
38.0645,-85.7146,2012,121,Bullitt/Kentucky
37.2093,-86.8921,2012,12,Butler/Kentucky
36.9081,-88.8869,2012,2,Carlisle/Kentucky
41.0094,-77.5306,2012,13,Clinton/Pennsylvania
36.618,-82.1607,2012,1,Bristol (city)/Virginia
38.4662,-81.0815,2012,2,Clay/West Virginia
39.1864,-84.763,2012,3880,Hamilton/Ohio
39.3732,-78.5228,2012,42,Hampshire/West Virginia
40.6179,-80.5998,2012,19,Hancock/West Virginia
37.8193,-85.9358,2012,107,Hardin/Kentucky
39.3923,-80.2989,2012,212,Harrison/West Virginia
41.371,-83.9415,2012,13,Henry/Ohio
36.6871,-79.7872,2012,73,Henry/Virginia
39.0747,-83.3871,2012,109,Highland/Ohio
39.4187,-82.5993,2012,35,Hocking/Ohio
37.1737,-87.6885,2012,70,Hopkins/Kentucky
41.2508,-82.4915,2012,173,Huron/Ohio
36.866,-76.8308,2012,35,Isle of Wight/Virginia
37.5751,-83.9735,2012,60,Jackson/Kentucky
38.8656,-81.8235,2012,28,Jackson/West Virginia
38.2907,-85.6333,2012,1858,Jefferson/Kentucky
39.3242,-77.7517,2012,34,Jefferson/West Virginia
37.8787,-84.6545,2012,156,Jessamine/Kentucky
