经度,纬度,年份,数目,地名
36.6778,-76.3024,2011,6,"Chesapeake (city), Chesapeake"
40.8871,-80.675,2011,51,"Columbiana, Columbiana"
40.0903,-79.5872,2011,115,"Fayette, Everson"
40.4792,-80.1303,2011,5,"Allegheny, Forest Grove"
39.7243,-77.515,2011,26,"Franklin, Pen Mar"
39.1864,-84.763,2011,2248,"Hamilton, Hooven"
38.2001,-80.8512,2011,4,"Nicholas, Mount Nebo"
39.3201,-81.2401,2011,1,"Pleasants, Schultz"
38.6601,-78.9061,2011,25,"Rockingham, Fulks Run"
38.2529,-83.3185,2011,1,"Rowan, Haldeman"
40.8159,-81.4165,2011,141,"Stark, Meyers Lake"
36.5882,-76.6847,2011,4,"Suffolk (city), Whaleyville"
36.8457,-77.2875,2011,4,"Sussex, Yale"
41.6795,-77.069,2011,4,"Tioga, Blossburg"
40.9002,-77.1564,2011,5,"Union, Hartleton"
41.6119,-76.0457,2011,17,"Wyoming, Meshoppen"
38.8184,-77.0861,2012,8,"Alexandria (city), Alexandria"
39.7917,-84.7133,2011,11,"Preble, New Hope"
39.5512,-79.8003,2011,3,"Preston, Masontown"
38.6823,-77.2604,2011,76,"Prince William, Occoquan"
40.9345,-82.4502,2011,96,"Richland, Adario"
36.9791,-82.2961,2011,3,"Russell, Dante"
39.0551,-78.3681,2011,29,"Shenandoah, Lebanon Church"
38.3319,-77.4655,2011,25,"Stafford, Falmouth"
37.7243,-80.8865,2011,9,"Summers, Brooks"
41.7806,-79.0941,2011,7,"Warren, Clarendon"
38.9231,-78.1033,2011,25,"Warren, Apple Mountain Lake"
41.4102,-76.5832,2011,2,"Sullivan, Eagles Mere"
41.0802,-81.5219,2011,115,"Summit, Akron"
37.2273,-76.9665,2011,1,"Surry, Claremont"
41.8332,-75.8762,2011,11,"Susquehanna, Montrose"
41.462,-80.6656,2011,182,"Trumbull, Gustavus"
39.6035,-80.9351,2011,11,"Tyler, Paden City"
38.0941,-76.8229,2011,1,"Westmoreland, Montross"
39.5689,-80.7316,2011,19,"Wetzel, Reader"
39.1806,-81.513,2011,4,"Wood, Mineral Wells"
37.972,-84.7563,2011,1,"Woodford, Mortonsville"
36.8862,-81.192,2011,6,"Wythe, Crockett"
38.041,-78.5222,2012,2,"Albemarle, University Heights"
40.5989,-80.4738,2012,86,"Beaver, Hookstown"
40.6864,-78.2272,2012,137,"Blair, Northwood"
41.2162,-83.3285,2011,23,"Seneca, Amsden"
40.7078,-77.3107,2011,7,"Snyder, McClure"
36.9052,-76.8978,2011,7,"Southampton, Ivor"
40.5609,-81.495,2011,19,"Tuscarawas, Parral"
38.9927,-80.2279,2011,11,"Upshur, Buckhannon"
41.3957,-75.2731,2011,21,"Wayne, Wallenpaupack Lake Estates"
38.089,-84.935,2012,15,"Anderson, Alton"
41.8567,-80.6173,2012,158,"Ashtabula, Kelloggsville"
38.1193,-83.6156,2012,3,"Bath, Salt Lick"
40.3495,-76.1391,2012,357,"Berks, Robesonia"
37.4167,-79.8779,2012,9,"Botetourt, Troutville"
41.7606,-76.1763,2012,27,"Bradford, Stevensville"
39.3732,-78.5228,2011,6,"Hampshire, Slanesville"
38.5426,-84.2366,2011,1,"Harrison, Sunrise"
38.4362,-78.8735,2011,4,"Harrisonburg (city), Harrisonburg"
37.8512,-87.3542,2011,1,"Henderson, Reed"
40.3821,-78.1697,2011,34,"Huntingdon, Marklesburg"
37.3799,-76.8041,2011,4,"James City, Toano"
38.486,-81.3502,2011,247,"Kanawha, Clendenin"
39.0302,-77.4712,2011,73,"Loudoun, Ashburn"
38.4879,-78.3261,2011,1,"Madison, Syria"
37.5156,-85.2625,2011,1,"Marion, Calvary"
41.1572,-80.0893,2011,32,"Mercer, Grove City"
39.1517,-82.9102,2011,10,"Pike, Omega"
36.6716,-79.4196,2011,1,"Pittsylvania, Mount Hermon"
38.5374,-81.9256,2011,8,"Putnam, Eleanor"
38.7383,-82.842,2011,40,"Scioto, Wheelersburg"
39.9834,-78.772,2011,46,"Somerset, New Baltimore"
38.1982,-77.5885,2011,28,"Spotsylvania, Spotsylvania Courthouse"
40.3533,-83.2628,2011,67,"Union, Magnetic Springs"
40.9864,-81.9948,2011,52,"Wayne, Burbank"
40.4001,-80.1873,2012,2739,"Allegheny, Oakdale"
40.2111,-75.2744,2011,59,"Montgomery, North Wales"
41.267,-80.7958,2011,6,"Trumbull, Morgandale"
38.6134,-84.9769,2011,2,"Owen, Wheatley"
41.1798,-84.7378,2011,7,"Paulding, Antwerp"
36.8468,-76.354,2011,3,"Portsmouth (city), Portsmouth"
37.5427,-77.9267,2011,1,"Powhatan, Powhatan"
41.388,-83.3218,2011,3,"Sandusky, Gibsonburg"
36.7929,-81.5927,2011,1,"Smyth, Adwolf"
41.4998,-79.8736,2011,17,"Venango, Cooperstown"
38.9776,-82.3374,2011,3,"Gallia, Vinton"
39.3496,-84.1236,2011,187,"Warren, Morrow"
40.3264,-80.4091,2011,89,"Washington, Cross Creek"
36.666,-81.6382,2011,2,"Washington, Konnarock"
40.0753,-80.6951,2011,65,"Ohio, Wheeling"
41.5853,-82.8369,2011,19,"Ottawa, Catawba Island"
38.6708,-84.3311,2011,19,"Pendleton, Falmouth"
39.921,-82.4271,2011,23,"Perry, Thornport"
40.0076,-75.134,2011,3508,"Philadelphia, Philadelphia"
39.4069,-83.1842,2011,88,"Ross, Frankfort"
39.2666,-80.1287,2011,1,"Taylor, Flemington"
40.8006,-84.7746,2011,33,"Van Wert, Wren"
36.8404,-84.8506,2011,2,"Wayne, Monticello"
36.9321,-84.1004,2011,1,"Whitley, Corbin"
39.9163,-76.5841,2011,317,"York, Windsor"
38.8559,-83.4713,2012,115,"Adams, Dunkinsville"
41.4045,-75.183,2011,24,"Pike, Tafton"
41.0245,-81.0501,2011,52,"Portage, Deerfield"
41.9207,-78.0205,2011,3,"Potter, Oswayo"
38.6823,-77.2604,2011,5,"Prince William, Occoquan"
37.1745,-84.6329,2011,3,"Pulaski, Science Hill"
37.9443,-81.4371,2011,20,"Raleigh, Colcord"
37.4027,-84.4144,2011,1,"Rockcastle, Brodhead"
39.6314,-81.4562,2011,36,"Washington, Macksburg"
38.7881,-77.4494,2011,16,"Prince William, Yorkshire"
37.6917,-75.7182,2012,5,"Accomack, Onley"
39.8826,-77.1569,2012,12,"Adams, Hunterstown"
38.8786,-77.1011,2012,51,"Arlington, Arlington"
39.4005,-82.1261,2012,108,"Athens, Chauncey"
40.6513,-84.146,2012,62,"Auglaize, Cridersville"
38.3354,-82.7816,2012,60,"Boyd, Rush"
40.2811,-80.6102,2012,1,"Brooke, Wellsburg"
38.8673,-83.7878,2012,26,"Brown, Russellville"
40.8289,-75.7009,2012,34,"Carbon, Weissport"
38.0014,-84.1908,2012,31,"Clark, Winchester"
39.8862,-84.0243,2012,5,"Clark, Crystal Lakes"
41.8176,-79.8364,2012,7,"Crawford, Canadohta Lake"
40.2802,-84.6384,2012,21,"Darke, Rossburg"
39.7243,-77.515,2012,46,"Franklin, Pen Mar"
39.458,-77.9779,2012,206,"Berkeley, Martinsburg"
37.4215,-83.4585,2012,1,"Breathitt, Talbert"
37.494,-78.6333,2012,1,"Buckingham, Toga"
38.6098,-85.0681,2012,62,"Carroll, Worthville"
37.506,-77.6492,2012,139,"Chesterfield, Midlothian"
41.2106,-79.3803,2012,14,"Clarion, Clarion"
41.0177,-76.4969,2012,60,"Columbia, Buckhorn"
40.8871,-80.675,2012,68,"Columbiana, Columbiana"
40.7392,-82.7773,2012,62,"Crawford, Galion"
41.1045,-82.6137,2012,209,"Huron, North Fairfield"
40.0903,-79.5872,2012,177,"Fayette, Everson"
40.1015,-74.8852,2012,674,"Bucks, West Bristol"
36.6771,-80.6997,2012,1,"Carroll, Fancy Gap"
38.3318,-82.9371,2012,10,"Carter, Grayson"
39.2325,-84.1532,2012,255,"Clermont, Goshen"
37.9185,-76.8665,2012,1,"Essex, Tappahannock"
38.1059,-84.5255,2012,138,"Fayette, Greendale"
36.8293,-79.9917,2012,25,"Franklin, Henry"
38.3318,-82.9371,2012,2,"Carter, Grayson"
37.7503,-80.4715,2012,3,"Greenbrier, Ronceverte"
40.5209,-81.0031,2012,8,"Carroll, Harlem Springs"
40.2174,-83.9635,2012,29,"Champaign, Rosewood"
39.9639,-75.885,2012,155,"Chester, Pomeroy"
39.1508,-77.9823,2012,2,"Clarke, Berryville"
39.3224,-83.8109,2012,87,"Clinton, Martinsville"
38.7326,-84.5966,2012,18,"Grant, Sherman"
39.6598,-83.7431,2012,136,"Greene, Jamestown"
38.2504,-78.4417,2012,1,"Greene, Twin Lakes"
40.3312,-79.677,2011,270,"Westmoreland, Westmoreland City"
41.3236,-83.4363,2011,59,"Wood, Bradner"
40.95,-83.3836,2011,1,"Wyandot, Carey"
37.1803,-85.3197,2012,1,"Adair, Cane Valley"
37.3866,-79.7253,2012,7,"Bedford, Montvale"
39.3938,-84.5652,2012,495,"Butler, Hamilton"
37.344,-77.0687,2012,3,"Charles City, Charles City"
40.9185,-79.4603,2012,65,"Armstrong, Templeton"
38.1939,-79.0087,2012,1,"Augusta, Verona"
40.1621,-81.1313,2012,26,"Belmont, Holloway"
38.9472,-84.6731,2012,160,"Boone, Union"
38.0645,-85.7146,2012,34,"Bullitt, Brooks"
39.0401,-84.4815,2012,318,"Campbell, Wilder"
37.2338,-79.2895,2012,1,"Campbell, Evington"
40.98,-77.7057,2012,56,"Centre, Mount Eagle"
37.12,-87.4875,2012,1,"Christian, Mannington"
40.2422,-76.9274,2012,19,"Cumberland, Camp Hill"
40.1679,-83.08,2012,124,"Delaware, Powell"
42.2134,-79.8333,2012,159,"Erie, North East"
38.4623,-85.3036,2012,2,"Henry, Pendleton"
41.371,-83.9415,2012,6,"Henry, McClure"
36.8353,-83.7598,2012,2,"Knox, Flat Lick"
40.337,-76.448,2012,78,"Lebanon, Pleasant Hill"
40.4007,-83.5444,2012,64,"Logan, West Mansfield"
40.5321,-83.2077,2012,83,"Marion, Green Camp"
41.8694,-78.66,2012,1,"McKean, Lewis Run"
37.6965,-84.9097,2012,3,"Mercer, Nevada"
40.4113,-84.7761,2012,67,"Mercer, Fort Recovery"
40.5331,-77.8141,2012,12,"Mifflin, Allensville"
40.9214,-82.2818,2012,76,"Ashland, Nankin"
40.2592,-78.5075,2012,27,"Bedford, Queen"
38.6818,-84.0666,2012,21,"Bracken, Brooksville"
36.8553,-77.8937,2012,5,"Brunswick, Alberta"
40.9505,-79.74,2012,70,"Butler, Chicora"
38.4154,-82.3188,2012,97,"Cabell, Pea Ridge"
40.4111,-78.8446,2012,110,"Cambria, Vinco"
38.0533,-77.3473,2012,11,"Caroline, Bowling Green"
39.1254,-80.7407,2012,11,"Doddridge, Leopold"
41.4011,-82.808,2012,107,"Erie, Castalia"
38.8514,-77.1579,2012,246,"Fairfax, Lake Barcroft"
37.451,-82.7994,2012,8,"Floyd, Wayland"
38.3228,-84.8955,2012,3,"Franklin, Ottusville"
39.8665,-83.0703,2012,777,"Franklin, Grove City"
40.8305,-84.0848,2012,78,"Allen, Cairo"
37.2642,-78.682,2012,5,"Appomattox, Pamplin"
38.1425,-84.1101,2012,5,"Bourbon, North Middletown"
38.0374,-78.4856,2012,2,"Charlottesville (city), Charlottesville"
41.1062,-78.7749,2012,8,"Clearfield, Sandy"
41.0094,-77.5306,2012,6,"Clinton, Lamar"
40.2761,-81.7517,2012,26,"Coshocton, West Lafayette"
38.416,-77.8267,2012,30,"Culpeper, Lignum"
41.4948,-81.5348,2012,1877,"Cuyahoga, University Heights"
37.7892,-86.9805,2012,3,"Daviess, Ensor"
40.2752,-76.8843,2012,264,"Dauphin, Harrisburg"
41.3259,-84.2855,2012,12,"Defiance, Jewell"
39.894,-75.4338,2012,539,"Delaware, Glen Riddle"
36.9853,-77.7219,2012,1,"Dinwiddie, McKenney"
38.2126,-83.6341,2012,9,"Fleming, Colfax"
38.8862,-82.1463,2012,16,"Gallia, Addison"
36.9052,-76.8978,2012,13,"Southampton, Ivor"
37.8193,-85.9358,2012,4,"Hardin, Radcliff"
36.8293,-79.9917,2012,8,"Franklin, Henry"
39.0747,-83.3871,2012,58,"Highland, Sinking Spring"
39.1907,-81.7495,2012,23,"Athens, Hockingport"
38.2907,-85.6333,2012,758,"Jefferson, Glenview Manor"
37.8787,-84.6545,2012,11,"Jessamine, Wilmore"
40.5855,-77.5782,2012,18,"Mifflin, Juniata Terrace"
36.816,-77.4689,2012,8,"Greensville, Jarratt"
38.4949,-82.6911,2012,10,"Greenup, Bellefonte"
40.6179,-80.5998,2012,13,"Hancock, Newell"
36.8155,-83.4045,2012,1,"Harlan, South Wallins"
38.5426,-84.2366,2012,8,"Harrison, Sunrise"
39.1117,-82.6108,2012,59,"Jackson, Coalton"
38.486,-81.3502,2012,133,"Kanawha, Clendenin"
38.2945,-84.4183,2012,2,"Harrison, Leesburg"
39.9595,-82.4129,2012,279,"Licking, Jacksontown"
39.0302,-77.4712,2012,65,"Loudoun, Ashburn"
41.3338,-75.8214,2012,435,"Luzerne, Exeter"
38.6355,-77.6661,2012,54,"Fauquier, Calverton"
39.264,-78.3319,2012,65,"Frederick, Gore"
38.2992,-77.4871,2012,1,"Fredericksburg (city), Fredericksburg"
37.373,-80.8576,2012,8,"Giles, Glen Lyn"
39.9476,-79.9986,2012,9,"Greene, Rices Landing"
38.8779,-78.8661,2012,9,"Hardy, Mathias"
38.4362,-78.8735,2012,20,"Harrisonburg (city), Harrisonburg"
37.8512,-87.3542,2012,3,"Henderson, Reed"
37.6274,-77.4322,2012,181,"Henrico, Chamberlayne Heights"
40.5533,-81.9164,2012,1,"Holmes, Millersburg"
40.3821,-78.1697,2012,53,"Huntingdon, Marklesburg"
40.8618,-80.2625,2012,38,"Lawrence, Ellport"
38.354,-83.2524,2012,3,"Lewis, Emerson"
37.805,-81.9923,2012,14,"Logan, Rossmore"
41.3128,-81.9157,2012,11,"Lorain, Columbia Hills Corners"
39.6522,-83.5564,2012,29,"Fayette, Jeffersonville"
41.7113,-83.9053,2012,17,"Fulton, Metamora"
39.932,-77.9958,2012,3,"Fulton, McConnellsburg"
39.3923,-80.2989,2012,150,"Harrison, Shinnston"
41.2508,-82.4915,2012,106,"Huron, Collins"
36.866,-76.8308,2012,17,"Isle of Wight, Zuni"
40.5342,-82.5049,2012,34,"Knox, Ankenytown"
41.4846,-75.666,2012,374,"Lackawanna, Chinchilla"
38.0068,-77.9061,2012,15,"Louisa, Mineral"
40.9207,-81.0231,2012,336,"Mahoning, Sebring"
37.9366,-85.9915,2012,4,"Meade, Muldraugh"
36.666,-78.3908,2012,1,"Mecklenburg, Boydton"
41.3722,-81.0591,2012,12,"Geauga, Parkman"
40.0221,-81.5868,2012,11,"Guernsey, Cambridge"
40.9348,-83.8235,2012,58,"Hancock, Mount Cory"
37.7668,-77.3706,2012,65,"Hanover, Hanover"
40.8064,-83.5114,2012,129,"Hardin, Forest"
37.3799,-76.8041,2012,3,"James City, Toano"
40.9702,-78.8765,2012,36,"Jefferson, Big Run"
39.3242,-77.7517,2012,17,"Jefferson, Bolivar"
37.494,-78.6333,2012,2,"Buckingham, Toga"
39.0393,-80.6551,2012,1,"Lewis, Alum Bridge"
37.453,-84.7579,2012,4,"Lincoln, McKinney"
37.724,-84.2928,2012,9,"Madison, Richmond"
39.9487,-83.2993,2012,65,"Madison, West Jefferson"
39.0338,-84.5675,2012,357,"Kenton, Lakeside Park"
41.4884,-82.0978,2012,489,"Lorain, Sheffield Lake"
37.5668,-85.7353,2012,1,"Larue, Hodgenville"
38.4298,-82.4488,2012,2,"Lawrence, Chesapeake"
40.6666,-75.5072,2012,211,"Lehigh, Stiles"
39.5013,-80.1696,2012,223,"Marion, Barrackville"
39.0292,-82.034,2012,23,"Meigs, Pomeroy"
39.5313,-78.4553,2012,31,"Morgan, Paw Paw"
39.9037,-82.018,2012,8,"Muskingum, South Zanesville"
36.8945,-76.259,2012,3,"Norfolk (city), Norfolk"
38.7252,-84.8239,2012,6,"Gallatin, Glencoe"
37.2801,-76.4402,2012,7,"Gloucester, Achilles"
36.5603,-88.5692,2012,2,"Graves, Lynnville"
39.1864,-84.763,2012,3291,"Hamilton, Hooven"
39.3732,-78.5228,2012,8,"Hampshire, Slanesville"
40.6783,-79.1646,2012,47,"Indiana, Ernest"
38.8656,-81.8235,2012,9,"Jackson, Cottageville"
39.6522,-83.5564,2012,59,"Fayette, Jeffersonville"
37.494,-78.6333,2012,10,"Buckingham, Toga"
39.832,-76.3275,2012,375,"Lancaster, Holtwood"
37.7301,-76.538,2012,2,"Lancaster, Mollusk"
37.5668,-82.7603,2012,10,"Floyd, Martin"
36.9728,-88.612,2012,19,"McCracken, Freemont"
37.4362,-80.964,2012,24,"Mercer, Pettry"
37.997,-83.8925,2012,2,"Montgomery, Camargo"
38.3355,-85.4839,2012,16,"Oldham, Crestwood"
37.2245,-83.2752,2012,1,"Perry, Avawam"
40.3951,-77.0278,2012,22,"Perry, Duncannon"
37.2747,-79.8886,2012,64,"Roanoke, Vinton"
40.8565,-76.235,2012,98,"Schuylkill, Ringtown"
40.4389,-84.2597,2012,80,"Shelby, Kettlersville"
41.4102,-76.5832,2012,2,"Sullivan, Eagles Mere"
41.0802,-81.5219,2012,148,"Summit, Akron"
41.8332,-75.8762,2012,32,"Susquehanna, Montrose"
39.9854,-80.7335,2012,9,"Marshall, McMechen"
41.177,-75.418,2012,75,"Monroe, Tobyhanna"
40.2111,-75.2744,2012,63,"Montgomery, North Wales"
41.267,-80.7958,2012,4,"Trumbull, Morgandale"
38.2484,-78.1125,2012,3,"Orange, Orange"
38.6134,-84.9769,2012,2,"Owen, Wheatley"
41.1798,-84.7378,2012,1,"Paulding, Antwerp"
36.8468,-76.354,2012,4,"Portsmouth (city), Portsmouth"
37.5427,-77.9267,2012,1,"Powhatan, Powhatan"
38.6823,-77.2604,2012,6,"Prince William, Occoquan"
36.9052,-76.8978,2012,12,"Southampton, Ivor"
37.6262,-82.1696,2012,4,"Mingo, Matewan"
39.6587,-79.9868,2012,36,"Monongalia, Star City"
39.7927,-84.3165,2012,1969,"Montgomery, Trotwood"
40.7841,-76.6713,2012,45,"Northumberland, Trevorton"
39.1517,-82.9102,2012,12,"Pike, Omega"
36.6716,-79.4196,2012,4,"Pittsylvania, Mount Hermon"
38.2746,-80.0915,2012,7,"Pocahontas, Edray"
39.7917,-84.7133,2012,19,"Preble, New Hope"
38.0562,-85.1511,2012,2,"Spencer, Mount Eden"
38.1982,-77.5885,2012,100,"Spotsylvania, Spotsylvania Courthouse"
37.1909,-81.6387,2012,5,"Tazewell, Amonate"
41.1572,-80.0893,2012,50,"Mercer, Grove City"
38.7358,-77.1993,2012,7,"Fairfax, Newington"
37.0821,-78.0029,2012,5,"Nottoway, Blackstone"
40.0753,-80.6951,2012,39,"Ohio, Wheeling"
38.6562,-78.2322,2012,3,"Rappahannock, Sperryville"
41.388,-83.3218,2012,17,"Sandusky, Gibsonburg"
38.2204,-84.4699,2012,22,"Scott, Newtown"
41.2162,-83.3285,2012,19,"Seneca, Amsden"
39.0092,-84.4987,2012,6,"Kenton, Taylor Mill"
40.5609,-81.495,2012,22,"Tuscarawas, Parral"
38.7054,-83.9191,2012,37,"Mason, Minerva"
41.0348,-82.0122,2012,100,"Medina, Lodi"
39.6323,-84.2725,2012,76,"Montgomery, Miamisburg"
37.0675,-80.4405,2012,18,"Montgomery, Riner"
40.9865,-76.635,2012,7,"Montour, Mausdale"
37.8996,-85.2196,2012,11,"Nelson, Chaplin"
38.2001,-80.8512,2012,4,"Nicholas, Mount Nebo"
40.6295,-75.2024,2012,205,"Northampton, Raubsville"
39.554,-82.7779,2012,104,"Pickaway, Tarlton"
40.9345,-82.4502,2012,104,"Richland, Adario"
38.6601,-78.9061,2012,18,"Rockingham, Fulks Run"
38.2529,-83.3185,2012,13,"Rowan, Haldeman"
38.137,-85.0744,2012,3,"Shelby, Waddy"
37.0037,-84.161,2012,5,"Laurel, Keavy"
41.6639,-83.582,2012,424,"Lucas, Toledo"
41.3265,-76.9455,2012,110,"Lycoming, Warrensville"
39.5512,-79.8003,2012,1,"Preston, Masontown"
36.6648,-84.4395,2012,13,"McCreary, Pine Knot"
41.4045,-75.183,2012,26,"Pike, Tafton"
41.0245,-81.0501,2012,109,"Portage, Deerfield"
41.462,-80.6656,2012,255,"Trumbull, Gustavus"
36.7335,-76.0435,2012,1,"Virginia Beach (city), Virginia Beach"
41.7806,-79.0941,2012,1,"Warren, Clarendon"
38.0941,-76.8229,2012,1,"Westmoreland, Montross"
39.1806,-81.513,2012,27,"Wood, Mineral Wells"
37.972,-84.7563,2012,6,"Woodford, Mortonsville"
38.041,-78.5222,2013,2,"Albemarle, University Heights"
38.089,-84.935,2013,18,"Anderson, Alton"
40.5989,-80.4738,2013,161,"Beaver, Hookstown"
40.6864,-78.2272,2013,159,"Blair, Northwood"
37.4167,-79.8779,2013,11,"Botetourt, Troutville"
41.7606,-76.1763,2013,26,"Bradford, Stevensville"
40.1015,-74.8852,2013,119,"Bucks, West Bristol"
38.9776,-82.3374,2012,11,"Gallia, Vinton"
36.9725,-86.4371,2012,1,"Warren, Bowling Green"
41.3957,-75.2731,2012,29,"Wayne, Wallenpaupack Lake Estates"
38.2254,-82.4415,2012,1,"Wayne, Wayne"
37.1803,-85.3197,2013,2,"Adair, Cane Valley"
37.4487,-79.1058,2013,3,"Amherst, Madison Heights"
40.9214,-82.2818,2013,112,"Ashland, Nankin"
37.0048,-85.9264,2013,2,"Barren, Glasgow"
40.3495,-76.1391,2013,415,"Berks, Robesonia"
40.9505,-79.74,2013,115,"Butler, Chicora"
40.5209,-81.0031,2013,3,"Carroll, Harlem Springs"
37.12,-87.4875,2013,2,"Christian, Mannington"
36.5882,-76.6847,2012,2,"Suffolk (city), Whaleyville"
40.3533,-83.2628,2012,80,"Union, Magnetic Springs"
38.9927,-80.2279,2012,2,"Upshur, Buckhannon"
40.3264,-80.4091,2012,161,"Washington, Cross Creek"
41.3236,-83.4363,2012,77,"Wood, Bradner"
40.95,-83.3836,2012,1,"Wyandot, Carey"
36.8862,-81.192,2012,2,"Wythe, Crockett"
37.8865,-79.9795,2013,5,"Alleghany, Falling Spring"
37.3366,-77.9882,2013,1,"Amelia, Amelia Court House"
41.8567,-80.6173,2013,182,"Ashtabula, Kelloggsville"
40.6513,-84.146,2013,27,"Auglaize, Cridersville"
37.5855,-84.7903,2013,26,"Boyle, Junction City"
37.2473,-81.8015,2013,1,"Buchanan, Jewell Valley"
39.3938,-84.5652,2013,684,"Butler, Hamilton"
40.2174,-83.9635,2013,57,"Champaign, Rosewood"
39.9639,-75.885,2013,239,"Chester, Pomeroy"
36.8457,-77.2875,2012,1,"Sussex, Yale"
40.8006,-84.7746,2012,52,"Van Wert, Wren"
39.3496,-84.1236,2012,222,"Warren, Morrow"
36.8404,-84.8506,2012,2,"Wayne, Monticello"
41.6119,-76.0457,2012,17,"Wyoming, Meshoppen"
40.2592,-78.5075,2013,18,"Bedford, Queen"
39.458,-77.9779,2013,121,"Berkeley, Martinsburg"
38.3354,-82.7816,2013,75,"Boyd, Rush"
38.5632,-80.8979,2013,12,"Braxton, Strange Creek"
36.8553,-77.8937,2013,4,"Brunswick, Alberta"
38.0533,-77.3473,2013,7,"Caroline, Bowling Green"
41.9207,-78.0205,2012,12,"Potter, Oswayo"
38.5374,-81.9256,2012,3,"Putnam, Eleanor"
38.7968,-79.8967,2012,4,"Randolph, Dailey"
38.7383,-82.842,2012,197,"Scioto, Wheelersburg"
39.9834,-78.772,2012,19,"Somerset, New Baltimore"
40.8159,-81.4165,2012,25,"Stark, Meyers Lake"
38.5955,-85.3174,2012,1,"Trimble, Bedford"
39.6314,-81.4562,2012,56,"Washington, Macksburg"
38.7881,-77.4494,2012,15,"Prince William, Yorkshire"
39.8826,-77.1569,2013,20,"Adams, Hunterstown"
40.8305,-84.0848,2013,168,"Allen, Cairo"
37.2642,-78.682,2013,1,"Appomattox, Pamplin"
38.6823,-77.2604,2012,183,"Prince William, Occoquan"
37.1745,-84.6329,2012,19,"Pulaski, Science Hill"
37.9443,-81.4371,2012,69,"Raleigh, Colcord"
37.6301,-79.5431,2012,2,"Rockbridge, Natural Bridge"
39.0551,-78.3681,2012,20,"Shenandoah, Lebanon Church"
38.3319,-77.4655,2012,65,"Stafford, Falmouth"
39.5689,-80.7316,2012,4,"Wetzel, Reader"
39.9163,-76.5841,2012,491,"York, Windsor"
38.8559,-83.4713,2013,61,"Adams, Dunkinsville"
39.4005,-82.1261,2013,108,"Athens, Chauncey"
39.1806,-81.513,2012,9,"Wood, Mineral Wells"
39.4461,-84.3666,2012,5,"Butler, Monroe"
40.6209,-82.6618,2012,20,"Morrow, Shauck"
37.1052,-76.5185,2012,9,"Newport News (city), Newport News"
41.5853,-82.8369,2012,12,"Ottawa, Catawba Island"
38.6708,-84.3311,2012,36,"Pendleton, Falmouth"
39.921,-82.4271,2012,19,"Perry, Thornport"
40.0076,-75.134,2012,3659,"Philadelphia, Philadelphia"
39.3201,-81.2401,2012,1,"Pleasants, Schultz"
38.6823,-77.2604,2012,5,"Prince William, Occoquan"
38.8025,-81.3531,2012,5,"Roane, Spencer"
39.4069,-83.1842,2012,65,"Ross, Frankfort"
40.7078,-77.3107,2012,14,"Snyder, McClure"
41.6795,-77.069,2012,5,"Tioga, Blossburg"
40.9002,-77.1564,2012,6,"Union, Hartleton"
41.4998,-79.8736,2012,35,"Venango, Cooperstown"
38.0673,-78.9012,2012,2,"Waynesboro (city), Waynesboro"
37.6917,-75.7182,2013,2,"Accomack, Onley"
38.8184,-77.0861,2013,16,"Alexandria (city), Alexandria"
38.8786,-77.1011,2013,54,"Arlington, Arlington"
40.2811,-80.6102,2013,18,"Brooke, Wellsburg"
38.8673,-83.7878,2013,73,"Brown, Russellville"
38.4154,-82.3188,2013,175,"Cabell, Pea Ridge"
40.4111,-78.8446,2013,287,"Cambria, Vinco"
40.8289,-75.7009,2013,51,"Carbon, Weissport"
38.0014,-84.1908,2013,50,"Clark, Winchester"
39.8862,-84.0243,2013,38,"Clark, Crystal Lakes"
41.1062,-78.7749,2013,29,"Clearfield, Sandy"
41.8176,-79.8364,2013,21,"Crawford, Canadohta Lake"
40.2802,-84.6384,2013,62,"Darke, Rossburg"
40.2752,-76.8843,2013,358,"Dauphin, Harrisburg"
37.7892,-86.9805,2013,8,"Daviess, Ensor"
37.1026,-82.3763,2013,1,"Dickenson, McClure"
38.2565,-76.9784,2013,17,"Westmoreland, Colonial Beach"
36.6953,-77.5356,2013,2,"Emporia (city), Emporia"
38.8514,-77.1579,2013,265,"Fairfax, Lake Barcroft"
37.0379,-80.2045,2013,1,"Floyd, Simpsons"
38.7326,-84.5966,2013,23,"Grant, Sherman"
39.6598,-83.7431,2013,175,"Greene, Jamestown"
39.0747,-83.3871,2013,84,"Highland, Sinking Spring"
38.9231,-78.1033,2012,41,"Warren, Apple Mountain Lake"
40.9864,-81.9948,2012,45,"Wayne, Burbank"
40.3312,-79.677,2012,364,"Westmoreland, Westmoreland City"
39.1734,-78.1745,2012,5,"Winchester (city), Winchester"
40.4001,-80.1873,2013,3279,"Allegheny, Oakdale"
40.9185,-79.4603,2013,57,"Armstrong, Templeton"
38.1939,-79.0087,2013,4,"Augusta, Verona"
37.3866,-79.7253,2013,13,"Bedford, Montvale"
40.1621,-81.1313,2013,55,"Belmont, Holloway"
38.9472,-84.6731,2013,229,"Boone, Union"
39.0401,-84.4815,2013,528,"Campbell, Wilder"
37.2338,-79.2895,2013,8,"Campbell, Evington"
37.494,-78.6333,2013,2,"Buckingham, Toga"
37.7316,-79.3565,2013,5,"Buena Vista (city), Buena Vista"
38.0645,-85.7146,2013,87,"Bullitt, Brooks"
