经度,纬度,Year,Amount,Name
41.3957,-75.2731,2011,21,Wayne/Pennsylvania
38.089,-84.935,2012,15,Anderson/Kentucky
41.8567,-80.6173,2012,158,Ashtabula/Ohio
38.1193,-83.6156,2012,3,Bath/Kentucky
40.3495,-76.1391,2012,357,Berks/Pennsylvania
37.4167,-79.8779,2012,9,Botetourt/Virginia
41.7606,-76.1763,2012,27,Bradford/Pennsylvania
39.3732,-78.5228,2011,6,Hampshire/West Virginia
38.5426,-84.2366,2011,1,Harrison/Kentucky
38.4362,-78.8735,2011,4,Harrisonburg (city)/Virginia
37.8512,-87.3542,2011,1,Henderson/Kentucky
40.3821,-78.1697,2011,34,Huntingdon/Pennsylvania
37.3799,-76.8041,2011,4,James City/Virginia
38.486,-81.3502,2011,247,Kanawha/West Virginia
39.0302,-77.4712,2011,73,Loudoun/Virginia
38.4879,-78.3261,2011,1,Madison/Virginia
37.5156,-85.2625,2011,1,Marion/Kentucky
41.1572,-80.0893,2011,32,Mercer/Pennsylvania
39.1517,-82.9102,2011,10,Pike/Ohio
36.6716,-79.4196,2011,1,Pittsylvania/Virginia
38.5374,-81.9256,2011,8,Putnam/West Virginia
38.7383,-82.842,2011,40,Scioto/Ohio
39.9834,-78.772,2011,46,Somerset/Pennsylvania
38.1982,-77.5885,2011,28,Spotsylvania/Virginia
40.3533,-83.2628,2011,67,Union/Ohio
40.9864,-81.9948,2011,52,Wayne/Ohio
40.4001,-80.1873,2012,2739,Allegheny/Pennsylvania
40.2111,-75.2744,2011,59,Montgomery/Pennsylvania
39.7373,-81.9154,2011,6,Morgan/Ohio
38.6134,-84.9769,2011,2,Owen/Kentucky
41.1798,-84.7378,2011,7,Paulding/Ohio
36.8468,-76.354,2011,3,Portsmouth (city)/Virginia
37.5427,-77.9267,2011,1,Powhatan/Virginia
41.388,-83.3218,2011,3,Sandusky/Ohio
36.7929,-81.5927,2011,1,Smyth/Virginia
41.4998,-79.8736,2011,17,Venango/Pennsylvania
39.1591,-82.5243,2011,3,Vinton/Ohio
39.3496,-84.1236,2011,187,Warren/Ohio
40.3264,-80.4091,2011,89,Washington/Pennsylvania
36.666,-81.6382,2011,2,Washington/Virginia
40.0753,-80.6951,2011,65,Ohio/West Virginia
41.5853,-82.8369,2011,19,Ottawa/Ohio
38.6708,-84.3311,2011,19,Pendleton/Kentucky
39.921,-82.4271,2011,23,Perry/Ohio
40.0076,-75.134,2011,3508,Philadelphia/Pennsylvania
39.4069,-83.1842,2011,88,Ross/Ohio
39.2666,-80.1287,2011,1,Taylor/West Virginia
40.8006,-84.7746,2011,33,Van Wert/Ohio
36.8404,-84.8506,2011,2,Wayne/Kentucky
36.9321,-84.1004,2011,1,Whitley/Kentucky
39.9163,-76.5841,2011,317,York/Pennsylvania
38.8559,-83.4713,2012,115,Adams/Ohio
41.4045,-75.183,2011,24,Pike/Pennsylvania
41.0245,-81.0501,2011,52,Portage/Ohio
41.9207,-78.0205,2011,3,Potter/Pennsylvania
37.1745,-84.6329,2011,3,Pulaski/Kentucky
37.9443,-81.4371,2011,20,Raleigh/West Virginia
37.4027,-84.4144,2011,1,Rockcastle/Kentucky
39.6314,-81.4562,2011,36,Washington/Ohio
37.1982,-76.433,2011,16,York/Virginia
37.6917,-75.7182,2012,5,Accomack/Virginia
39.8826,-77.1569,2012,12,Adams/Pennsylvania
38.8786,-77.1011,2012,51,Arlington/Virginia
39.4005,-82.1261,2012,108,Athens/Ohio
40.6513,-84.146,2012,62,Auglaize/Ohio
38.3354,-82.7816,2012,60,Boyd/Kentucky
40.2811,-80.6102,2012,1,Brooke/West Virginia
38.8673,-83.7878,2012,26,Brown/Ohio
40.8289,-75.7009,2012,34,Carbon/Pennsylvania
38.0014,-84.1908,2012,31,Clark/Kentucky
39.8862,-84.0243,2012,5,Clark/Ohio
41.8176,-79.8364,2012,7,Crawford/Pennsylvania
40.2802,-84.6384,2012,21,Darke/Ohio
39.7243,-77.515,2012,46,Franklin/Pennsylvania
39.458,-77.9779,2012,206,Berkeley/West Virginia
37.4215,-83.4585,2012,1,Breathitt/Kentucky
37.494,-78.6333,2012,13,Buckingham/Virginia
38.6098,-85.0681,2012,62,Carroll/Kentucky
37.506,-77.6492,2012,139,Chesterfield/Virginia
41.2106,-79.3803,2012,14,Clarion/Pennsylvania
41.0177,-76.4969,2012,60,Columbia/Pennsylvania
40.8871,-80.675,2012,68,Columbiana/Ohio
40.7392,-82.7773,2012,62,Crawford/Ohio
39.8426,-82.5446,2012,209,Fairfield/Ohio
40.0903,-79.5872,2012,177,Fayette/Pennsylvania
40.1015,-74.8852,2012,674,Bucks/Pennsylvania
36.6771,-80.6997,2012,1,Carroll/Virginia
38.3318,-82.9371,2012,10,Carter/Kentucky
39.2325,-84.1532,2012,255,Clermont/Ohio
37.9185,-76.8665,2012,1,Essex/Virginia
38.1059,-84.5255,2012,138,Fayette/Kentucky
36.8293,-79.9917,2012,25,Franklin/Virginia
37.4937,-86.226,2012,2,Grayson/Kentucky
37.7503,-80.4715,2012,3,Greenbrier/West Virginia
40.5209,-81.0031,2012,8,Carroll/Ohio
40.2174,-83.9635,2012,29,Champaign/Ohio
39.9639,-75.885,2012,155,Chester/Pennsylvania
39.1508,-77.9823,2012,2,Clarke/Virginia
39.3224,-83.8109,2012,87,Clinton/Ohio
38.7326,-84.5966,2012,18,Grant/Kentucky
39.6598,-83.7431,2012,136,Greene/Ohio
38.2504,-78.4417,2012,1,Greene/Virginia
40.3312,-79.677,2011,270,Westmoreland/Pennsylvania
41.3236,-83.4363,2011,59,Wood/Ohio
40.95,-83.3836,2011,1,Wyandot/Ohio
37.1803,-85.3197,2012,1,Adair/Kentucky
37.3866,-79.7253,2012,7,Bedford/Virginia
39.3938,-84.5652,2012,495,Butler/Ohio
37.344,-77.0687,2012,3,Charles City/Virginia
40.9185,-79.4603,2012,65,Armstrong/Pennsylvania
38.1939,-79.0087,2012,1,Augusta/Virginia
40.1621,-81.1313,2012,26,Belmont/Ohio
38.9472,-84.6731,2012,160,Boone/Kentucky
38.0645,-85.7146,2012,34,Bullitt/Kentucky
39.0401,-84.4815,2012,318,Campbell/Kentucky
37.2338,-79.2895,2012,1,Campbell/Virginia
40.98,-77.7057,2012,56,Centre/Pennsylvania
37.12,-87.4875,2012,1,Christian/Kentucky
40.2422,-76.9274,2012,19,Cumberland/Pennsylvania
40.1679,-83.08,2012,124,Delaware/Ohio
42.2134,-79.8333,2012,159,Erie/Pennsylvania
38.4623,-85.3036,2012,2,Henry/Kentucky
41.371,-83.9415,2012,6,Henry/Ohio
36.8353,-83.7598,2012,2,Knox/Kentucky
40.337,-76.448,2012,78,Lebanon/Pennsylvania
40.4007,-83.5444,2012,64,Logan/Ohio
40.5321,-83.2077,2012,83,Marion/Ohio
41.8694,-78.66,2012,1,McKean/Pennsylvania
37.6965,-84.9097,2012,3,Mercer/Kentucky
40.4113,-84.7761,2012,67,Mercer/Ohio
40.5331,-77.8141,2012,12,Mifflin/Pennsylvania
40.9214,-82.2818,2012,76,Ashland/Ohio
40.2592,-78.5075,2012,27,Bedford/Pennsylvania
38.6818,-84.0666,2012,21,Bracken/Kentucky
36.8553,-77.8937,2012,5,Brunswick/Virginia
40.9505,-79.74,2012,70,Butler/Pennsylvania
38.4154,-82.3188,2012,97,Cabell/West Virginia
40.4111,-78.8446,2012,110,Cambria/Pennsylvania
38.0533,-77.3473,2012,11,Caroline/Virginia
39.1254,-80.7407,2012,11,Doddridge/West Virginia
41.4011,-82.808,2012,107,Erie/Ohio
38.8514,-77.1579,2012,246,Fairfax/Virginia
37.451,-82.7994,2012,8,Floyd/Kentucky
38.3228,-84.8955,2012,3,Franklin/Kentucky
39.8665,-83.0703,2012,777,Franklin/Ohio
40.8305,-84.0848,2012,78,Allen/Ohio
37.2642,-78.682,2012,5,Appomattox/Virginia
38.1425,-84.1101,2012,5,Bourbon/Kentucky
38.0374,-78.4856,2012,2,Charlottesville (city)/Virginia
41.1062,-78.7749,2012,8,Clearfield/Pennsylvania
41.0094,-77.5306,2012,6,Clinton/Pennsylvania
40.2761,-81.7517,2012,26,Coshocton/Ohio
38.416,-77.8267,2012,30,Culpeper/Virginia
41.4948,-81.5348,2012,1877,Cuyahoga/Ohio
37.7892,-86.9805,2012,3,Daviess/Kentucky
40.2752,-76.8843,2012,264,Dauphin/Pennsylvania
41.3259,-84.2855,2012,12,Defiance/Ohio
39.894,-75.4338,2012,539,Delaware/Pennsylvania
36.9853,-77.7219,2012,1,Dinwiddie/Virginia
38.2126,-83.6341,2012,9,Fleming/Kentucky
38.8862,-82.1463,2012,16,Gallia/Ohio
36.9052,-76.8978,2012,25,Southampton/Virginia
37.8193,-85.9358,2012,4,Hardin/Kentucky
36.6871,-79.7872,2012,8,Henry/Virginia
39.0747,-83.3871,2012,58,Highland/Ohio
39.4187,-82.5993,2012,23,Hocking/Ohio
38.2907,-85.6333,2012,758,Jefferson/Kentucky
37.8787,-84.6545,2012,11,Jessamine/Kentucky
40.6868,-77.114,2012,18,Juniata/Pennsylvania
36.816,-77.4689,2012,8,Greensville/Virginia
38.4949,-82.6911,2012,10,Greenup/Kentucky
40.6179,-80.5998,2012,13,Hancock/West Virginia
36.8155,-83.4045,2012,1,Harlan/Kentucky
38.5426,-84.2366,2012,8,Harrison/Kentucky
39.1117,-82.6108,2012,59,Jackson/Ohio
38.486,-81.3502,2012,133,Kanawha/West Virginia
37.6023,-83.6085,2012,2,Lee/Kentucky
39.9595,-82.4129,2012,279,Licking/Ohio
39.0302,-77.4712,2012,65,Loudoun/Virginia
41.3338,-75.8214,2012,435,Luzerne/Pennsylvania
38.6355,-77.6661,2012,54,Fauquier/Virginia
39.264,-78.3319,2012,65,Frederick/Virginia
38.2992,-77.4871,2012,1,Fredericksburg (city)/Virginia
37.373,-80.8576,2012,8,Giles/Virginia
39.9476,-79.9986,2012,9,Greene/Pennsylvania
38.8779,-78.8661,2012,9,Hardy/West Virginia
38.4362,-78.8735,2012,20,Harrisonburg (city)/Virginia
37.8512,-87.3542,2012,3,Henderson/Kentucky
37.6274,-77.4322,2012,181,Henrico/Virginia
40.5533,-81.9164,2012,1,Holmes/Ohio
40.3821,-78.1697,2012,53,Huntingdon/Pennsylvania
40.8618,-80.2625,2012,38,Lawrence/Pennsylvania
38.354,-83.2524,2012,3,Lewis/Kentucky
37.805,-81.9923,2012,14,Logan/West Virginia
41.3128,-81.9157,2012,11,Lorain/Ohio
39.6522,-83.5564,2012,29,Fayette/Ohio
41.7113,-83.9053,2012,17,Fulton/Ohio
39.932,-77.9958,2012,3,Fulton/Pennsylvania
39.3923,-80.2989,2012,150,Harrison/West Virginia
41.2508,-82.4915,2012,106,Huron/Ohio
36.866,-76.8308,2012,17,Isle of Wight/Virginia
40.5342,-82.5049,2012,34,Knox/Ohio
41.4846,-75.666,2012,374,Lackawanna/Pennsylvania
38.0068,-77.9061,2012,15,Louisa/Virginia
40.9207,-81.0231,2012,336,Mahoning/Ohio
37.9366,-85.9915,2012,4,Meade/Kentucky
36.666,-78.3908,2012,1,Mecklenburg/Virginia
41.3722,-81.0591,2012,12,Geauga/Ohio
40.0221,-81.5868,2012,11,Guernsey/Ohio
40.9348,-83.8235,2012,58,Hancock/Ohio
37.7668,-77.3706,2012,65,Hanover/Virginia
40.8064,-83.5114,2012,129,Hardin/Ohio
37.3799,-76.8041,2012,3,James City/Virginia
40.9702,-78.8765,2012,36,Jefferson/Pennsylvania
39.3242,-77.7517,2012,17,Jefferson/West Virginia
39.0393,-80.6551,2012,1,Lewis/West Virginia
37.453,-84.7579,2012,4,Lincoln/Kentucky
37.724,-84.2928,2012,9,Madison/Kentucky
39.9487,-83.2993,2012,65,Madison/Ohio
39.0338,-84.5675,2012,357,Kenton/Kentucky
41.6072,-81.469,2012,489,Lake/Ohio
37.5668,-85.7353,2012,1,Larue/Kentucky
38.4298,-82.4488,2012,2,Lawrence/Ohio
40.6666,-75.5072,2012,211,Lehigh/Pennsylvania
39.5013,-80.1696,2012,223,Marion/West Virginia
39.0292,-82.034,2012,23,Meigs/Ohio
39.5313,-78.4553,2012,31,Morgan/West Virginia
39.9037,-82.018,2012,8,Muskingum/Ohio
36.8945,-76.259,2012,3,Norfolk (city)/Virginia
38.7252,-84.8239,2012,6,Gallatin/Kentucky
37.2801,-76.4402,2012,7,Gloucester/Virginia
36.5603,-88.5692,2012,2,Graves/Kentucky
39.1864,-84.763,2012,3291,Hamilton/Ohio
39.3732,-78.5228,2012,8,Hampshire/West Virginia
40.6783,-79.1646,2012,47,Indiana/Pennsylvania
38.8656,-81.8235,2012,9,Jackson/West Virginia
40.3653,-80.652,2012,59,Jefferson/Ohio
39.832,-76.3275,2012,375,Lancaster/Pennsylvania
37.7301,-76.538,2012,2,Lancaster/Virginia
37.8416,-82.4223,2012,10,Martin/Kentucky
36.9728,-88.612,2012,19,McCracken/Kentucky
37.4362,-80.964,2012,24,Mercer/West Virginia
37.997,-83.8925,2012,2,Montgomery/Kentucky
38.3355,-85.4839,2012,16,Oldham/Kentucky
37.2245,-83.2752,2012,1,Perry/Kentucky
40.3951,-77.0278,2012,22,Perry/Pennsylvania
37.2747,-79.8886,2012,64,Roanoke/Virginia
40.8565,-76.235,2012,98,Schuylkill/Pennsylvania
40.4389,-84.2597,2012,80,Shelby/Ohio
41.4102,-76.5832,2012,2,Sullivan/Pennsylvania
41.0802,-81.5219,2012,148,Summit/Ohio
41.8332,-75.8762,2012,32,Susquehanna/Pennsylvania
39.9854,-80.7335,2012,9,Marshall/West Virginia
41.177,-75.418,2012,75,Monroe/Pennsylvania
40.2111,-75.2744,2012,63,Montgomery/Pennsylvania
39.7373,-81.9154,2012,4,Morgan/Ohio
38.2484,-78.1125,2012,3,Orange/Virginia
38.6134,-84.9769,2012,2,Owen/Kentucky
41.1798,-84.7378,2012,1,Paulding/Ohio
36.8468,-76.354,2012,4,Portsmouth (city)/Virginia
37.5427,-77.9267,2012,1,Powhatan/Virginia
38.6823,-77.2604,2012,194,Prince William/Virginia
37.6262,-82.1696,2012,4,Mingo/West Virginia
39.6587,-79.9868,2012,36,Monongalia/West Virginia
39.7927,-84.3165,2012,1969,Montgomery/Ohio
40.7841,-76.6713,2012,45,Northumberland/Pennsylvania
39.1517,-82.9102,2012,12,Pike/Ohio
36.6716,-79.4196,2012,4,Pittsylvania/Virginia
38.2746,-80.0915,2012,7,Pocahontas/West Virginia
39.7917,-84.7133,2012,19,Preble/Ohio
38.0562,-85.1511,2012,2,Spencer/Kentucky
38.1982,-77.5885,2012,100,Spotsylvania/Virginia
37.1909,-81.6387,2012,5,Tazewell/Virginia
41.1572,-80.0893,2012,50,Mercer/Pennsylvania
37.4418,-77.0436,2012,7,New Kent/Virginia
37.0821,-78.0029,2012,5,Nottoway/Virginia
40.0753,-80.6951,2012,39,Ohio/West Virginia
38.6562,-78.2322,2012,3,Rappahannock/Virginia
41.388,-83.3218,2012,17,Sandusky/Ohio
38.2204,-84.4699,2012,22,Scott/Kentucky
41.2162,-83.3285,2012,19,Seneca/Ohio
37.4256,-85.3689,2012,6,Taylor/Kentucky
40.5609,-81.495,2012,22,Tuscarawas/Ohio
38.7054,-83.9191,2012,37,Mason/Kentucky
41.0348,-82.0122,2012,100,Medina/Ohio
39.9951,-84.4084,2012,76,Miami/Ohio
37.0675,-80.4405,2012,18,Montgomery/Virginia
40.9865,-76.635,2012,7,Montour/Pennsylvania
37.8996,-85.2196,2012,11,Nelson/Kentucky
38.2001,-80.8512,2012,4,Nicholas/West Virginia
40.6295,-75.2024,2012,205,Northampton/Pennsylvania
39.554,-82.7779,2012,104,Pickaway/Ohio
40.9345,-82.4502,2012,104,Richland/Ohio
38.6601,-78.9061,2012,18,Rockingham/Virginia
38.2529,-83.3185,2012,13,Rowan/Kentucky
38.137,-85.0744,2012,3,Shelby/Kentucky
37.0037,-84.161,2012,5,Laurel/Kentucky
41.6639,-83.582,2012,424,Lucas/Ohio
41.3265,-76.9455,2012,110,Lycoming/Pennsylvania
38.6663,-82.1706,2012,1,Mason/West Virginia
36.6648,-84.4395,2012,13,McCreary/Kentucky
41.4045,-75.183,2012,26,Pike/Pennsylvania
41.0245,-81.0501,2012,109,Portage/Ohio
41.462,-80.6656,2012,255,Trumbull/Ohio
36.7335,-76.0435,2012,1,Virginia Beach (city)/Virginia
41.7806,-79.0941,2012,1,Warren/Pennsylvania
38.0941,-76.8229,2012,1,Westmoreland/Virginia
39.1806,-81.513,2012,27,Wood/West Virginia
37.972,-84.7563,2012,6,Woodford/Kentucky
38.041,-78.5222,2013,2,Albemarle/Virginia
38.089,-84.935,2013,18,Anderson/Kentucky
40.5989,-80.4738,2013,161,Beaver/Pennsylvania
40.6864,-78.2272,2013,159,Blair/Pennsylvania
37.4167,-79.8779,2013,11,Botetourt/Virginia
41.7606,-76.1763,2013,26,Bradford/Pennsylvania
40.1015,-74.8852,2013,119,Bucks/Pennsylvania
39.1591,-82.5243,2012,11,Vinton/Ohio
36.9725,-86.4371,2012,1,Warren/Kentucky
41.3957,-75.2731,2012,29,Wayne/Pennsylvania
38.2254,-82.4415,2012,1,Wayne/West Virginia
37.1803,-85.3197,2013,2,Adair/Kentucky
37.4487,-79.1058,2013,3,Amherst/Virginia
40.9214,-82.2818,2013,112,Ashland/Ohio
37.0048,-85.9264,2013,2,Barren/Kentucky
40.3495,-76.1391,2013,415,Berks/Pennsylvania
40.9505,-79.74,2013,115,Butler/Pennsylvania
40.5209,-81.0031,2013,3,Carroll/Ohio
37.12,-87.4875,2013,2,Christian/Kentucky
36.5882,-76.6847,2012,2,Suffolk (city)/Virginia
40.3533,-83.2628,2012,80,Union/Ohio
38.9927,-80.2279,2012,2,Upshur/West Virginia
40.3264,-80.4091,2012,161,Washington/Pennsylvania
41.3236,-83.4363,2012,77,Wood/Ohio
40.95,-83.3836,2012,1,Wyandot/Ohio
36.8862,-81.192,2012,2,Wythe/Virginia
37.8865,-79.9795,2013,5,Alleghany/Virginia
37.3366,-77.9882,2013,1,Amelia/Virginia
41.8567,-80.6173,2013,182,Ashtabula/Ohio
40.6513,-84.146,2013,27,Auglaize/Ohio
37.5855,-84.7903,2013,26,Boyle/Kentucky
37.2473,-81.8015,2013,1,Buchanan/Virginia
39.3938,-84.5652,2013,684,Butler/Ohio
40.2174,-83.9635,2013,57,Champaign/Ohio
39.9639,-75.885,2013,239,Chester/Pennsylvania
36.8457,-77.2875,2012,1,Sussex/Virginia
40.8006,-84.7746,2012,52,Van Wert/Ohio
39.3496,-84.1236,2012,222,Warren/Ohio
36.8404,-84.8506,2012,2,Wayne/Kentucky
41.6119,-76.0457,2012,17,Wyoming/Pennsylvania
40.2592,-78.5075,2013,18,Bedford/Pennsylvania
39.458,-77.9779,2013,121,Berkeley/West Virginia
38.3354,-82.7816,2013,75,Boyd/Kentucky
38.5632,-80.8979,2013,12,Braxton/West Virginia
36.8553,-77.8937,2013,4,Brunswick/Virginia
38.0533,-77.3473,2013,7,Caroline/Virginia
41.9207,-78.0205,2012,12,Potter/Pennsylvania
38.5374,-81.9256,2012,3,Putnam/West Virginia
38.7968,-79.8967,2012,4,Randolph/West Virginia
38.7383,-82.842,2012,197,Scioto/Ohio
39.9834,-78.772,2012,19,Somerset/Pennsylvania
40.8159,-81.4165,2012,25,Stark/Ohio
38.5955,-85.3174,2012,1,Trimble/Kentucky
39.6314,-81.4562,2012,56,Washington/Ohio
37.1982,-76.433,2012,15,York/Virginia
39.8826,-77.1569,2013,20,Adams/Pennsylvania
40.8305,-84.0848,2013,168,Allen/Ohio
37.2642,-78.682,2013,1,Appomattox/Virginia
37.1745,-84.6329,2012,19,Pulaski/Kentucky
37.9443,-81.4371,2012,69,Raleigh/West Virginia
37.6301,-79.5431,2012,2,Rockbridge/Virginia
39.0551,-78.3681,2012,20,Shenandoah/Virginia
38.3319,-77.4655,2012,65,Stafford/Virginia
39.5689,-80.7316,2012,4,Wetzel/West Virginia
39.9163,-76.5841,2012,491,York/Pennsylvania
38.8559,-83.4713,2013,61,Adams/Ohio
39.4005,-82.1261,2013,108,Athens/Ohio
39.337,-78.9223,2012,9,Mineral/West Virginia
39.8489,-81.0354,2012,5,Monroe/Ohio
40.6209,-82.6618,2012,20,Morrow/Ohio
37.1052,-76.5185,2012,9,Newport News (city)/Virginia
41.5853,-82.8369,2012,12,Ottawa/Ohio
38.6708,-84.3311,2012,36,Pendleton/Kentucky
39.921,-82.4271,2012,19,Perry/Ohio
40.0076,-75.134,2012,3659,Philadelphia/Pennsylvania
39.3201,-81.2401,2012,1,Pleasants/West Virginia
38.8025,-81.3531,2012,5,Roane/West Virginia
39.4069,-83.1842,2012,65,Ross/Ohio
40.7078,-77.3107,2012,14,Snyder/Pennsylvania
41.6795,-77.069,2012,5,Tioga/Pennsylvania
40.9002,-77.1564,2012,6,Union/Pennsylvania
41.4998,-79.8736,2012,35,Venango/Pennsylvania
38.0673,-78.9012,2012,2,Waynesboro (city)/Virginia
37.6917,-75.7182,2013,2,Accomack/Virginia
38.8184,-77.0861,2013,16,Alexandria (city)/Virginia
38.8786,-77.1011,2013,54,Arlington/Virginia
40.2811,-80.6102,2013,18,Brooke/West Virginia
38.8673,-83.7878,2013,73,Brown/Ohio
38.4154,-82.3188,2013,175,Cabell/West Virginia
40.4111,-78.8446,2013,287,Cambria/Pennsylvania
40.8289,-75.7009,2013,51,Carbon/Pennsylvania
38.0014,-84.1908,2013,50,Clark/Kentucky
39.8862,-84.0243,2013,38,Clark/Ohio
41.1062,-78.7749,2013,29,Clearfield/Pennsylvania
41.8176,-79.8364,2013,21,Crawford/Pennsylvania
40.2802,-84.6384,2013,62,Darke/Ohio
40.2752,-76.8843,2013,358,Dauphin/Pennsylvania
37.7892,-86.9805,2013,8,Daviess/Kentucky
37.1026,-82.3763,2013,1,Dickenson/Virginia
37.265,-77.3969,2013,17,Colonial Heights (city)/Virginia
36.6953,-77.5356,2013,2,Emporia (city)/Virginia
38.8514,-77.1579,2013,276,Fairfax/Virginia
37.0379,-80.2045,2013,1,Floyd/Virginia
38.7326,-84.5966,2013,23,Grant/Kentucky
39.6598,-83.7431,2013,175,Greene/Ohio
39.0747,-83.3871,2013,84,Highland/Ohio
38.9231,-78.1033,2012,41,Warren/Virginia
40.9864,-81.9948,2012,45,Wayne/Ohio
40.3312,-79.677,2012,364,Westmoreland/Pennsylvania
39.1734,-78.1745,2012,5,Winchester (city)/Virginia
40.4001,-80.1873,2013,3279,Allegheny/Pennsylvania
40.9185,-79.4603,2013,57,Armstrong/Pennsylvania
38.1939,-79.0087,2013,4,Augusta/Virginia
37.3866,-79.7253,2013,13,Bedford/Virginia
40.1621,-81.1313,2013,55,Belmont/Ohio
38.9472,-84.6731,2013,229,Boone/Kentucky
39.0401,-84.4815,2013,528,Campbell/Kentucky
37.2338,-79.2895,2013,8,Campbell/Virginia
37.494,-78.6333,2013,13,Buckingham/Virginia
37.7316,-79.3565,2013,5,Buena Vista (city)/Virginia
38.0645,-85.7146,2013,87,Bullitt/Kentucky
38.6098,-85.0681,2013,74,Carroll/Kentucky
40.2761,-81.7517,2013,33,Coshocton/Ohio
38.6355,-77.6661,2013,106,Fauquier/Virginia
39.1508,-77.9823,2013,9,Clarke/Virginia
37.4293,-80.1395,2013,2,Craig/Virginia
36.8319,-85.5053,2013,1,Cumberland/Kentucky
39.894,-75.4338,2013,572,Delaware/Pennsylvania
36.9853,-77.7219,2013,1,Dinwiddie/Virginia
38.2126,-83.6341,2013,3,Fleming/Kentucky
36.8293,-79.9917,2013,40,Franklin/Virginia
38.8862,-82.1463,2013,57,Gallia/Ohio
38.2504,-78.4417,2013,4,Greene/Virginia
38.3318,-82.9371,2013,24,Carter/Kentucky
36.9933,-78.601,2013,5,Charlotte/Virginia
39.2325,-84.1532,2013,236,Clermont/Ohio
39.3224,-83.8109,2013,60,Clinton/Ohio
37.6674,-78.0883,2013,1,Cumberland/Virginia
37.6969,-83.9685,2013,4,Estill/Kentucky
38.1059,-84.5255,2013,466,Fayette/Kentucky
36.666,-80.9176,2013,1,Galax (city)/Virginia
37.6167,-84.4094,2013,1,Garrard/Kentucky
37.4937,-86.226,2013,1,Grayson/Kentucky
37.7503,-80.4715,2013,56,Greenbrier/West Virginia
38.1425,-84.1101,2013,7,Bourbon/Kentucky
38.6818,-84.0666,2013,10,Bracken/Kentucky
37.4215,-83.4585,2013,1,Breathitt/Kentucky
38.0374,-78.4856,2013,20,Charlottesville (city)/Virginia
36.6778,-76.3024,2013,164,Chesapeake (city)/Virginia
37.506,-77.6492,2013,225,Chesterfield/Virginia
41.2106,-79.3803,2013,32,Clarion/Pennsylvania
41.0177,-76.4969,2013,37,Columbia/Pennsylvania
40.8871,-80.675,2013,141,Columbiana/Ohio
40.7392,-82.7773,2013,85,Crawford/Ohio
41.4948,-81.5348,2013,2277,Cuyahoga/Ohio
39.264,-78.3319,2013,98,Frederick/Virginia
38.2992,-77.4871,2013,37,Fredericksburg (city)/Virginia
41.3722,-81.0591,2013,52,Geauga/Ohio
37.6015,-77.7022,2013,2,Goochland/Virginia
40.98,-77.7057,2013,48,Centre/Pennsylvania
37.1464,-83.7635,2013,2,Clay/Kentucky
41.0094,-77.5306,2013,24,Clinton/Pennsylvania
38.416,-77.8267,2013,81,Culpeper/Virginia
40.2422,-76.9274,2013,31,Cumberland/Pennsylvania
36.5831,-79.4088,2013,1,Danville (city)/Virginia
40.1679,-83.08,2013,167,Delaware/Ohio
42.2134,-79.8333,2013,151,Erie/Pennsylvania
39.8426,-82.5446,2013,264,Fairfield/Ohio
39.6522,-83.5564,2013,44,Fayette/Ohio
41.7113,-83.9053,2013,25,Fulton/Ohio
39.932,-77.9958,2013,8,Fulton/Pennsylvania
37.373,-80.8576,2013,8,Giles/Virginia
37.8193,-85.9358,2013,26,Hardin/Kentucky
39.3923,-80.2989,2013,305,Harrison/West Virginia
36.6871,-79.7872,2013,3,Henry/Virginia
39.4187,-82.5993,2013,25,Hocking/Ohio
40.9348,-83.8235,2013,86,Hancock/Ohio
40.6179,-80.5998,2013,71,Hancock/West Virginia
36.8155,-83.4045,2013,1,Harlan/Kentucky
38.5426,-84.2366,2013,32,Harrison/Kentucky
38.4362,-78.8735,2013,2,Harrisonburg (city)/Virginia
37.8512,-87.3542,2013,5,Henderson/Kentucky
40.3821,-78.1697,2013,33,Huntingdon/Pennsylvania
37.5751,-83.9735,2013,1,Jackson/Kentucky
39.3242,-77.7517,2013,6,Jefferson/West Virginia
38.486,-81.3502,2013,166,Kanawha/West Virginia
36.867,-88.4656,2013,1,Marshall/Kentucky
39.9854,-80.7335,2013,66,Marshall/West Virginia
39.9476,-79.9986,2013,47,Greene/Pennsylvania
36.816,-77.4689,2013,4,Greensville/Virginia
38.4949,-82.6911,2013,20,Greenup/Kentucky
38.8779,-78.8661,2013,26,Hardy/West Virginia
40.5533,-81.9164,2013,4,Holmes/Ohio
39.1117,-82.6108,2013,74,Jackson/Ohio
37.1638,-82.7493,2013,1,Letcher/Kentucky
39.9595,-82.4129,2013,196,Licking/Ohio
37.805,-81.9923,2013,17,Logan/West Virginia
41.3128,-81.9157,2013,31,Lorain/Ohio
41.3338,-75.8214,2013,672,Luzerne/Pennsylvania
39.9487,-83.2993,2013,76,Madison/Ohio
37.4362,-80.964,2013,10,Mercer/West Virginia
41.177,-75.418,2013,167,Monroe/Pennsylvania
41.4011,-82.808,2013,167,Erie/Ohio
37.9607,-81.0795,2013,16,Fayette/West Virginia
37.451,-82.7994,2013,4,Floyd/Kentucky
38.3228,-84.8955,2013,58,Franklin/Kentucky
38.7252,-84.8239,2013,23,Gallatin/Kentucky
36.9052,-76.8978,2013,107,Southampton/Virginia
40.8064,-83.5114,2013,86,Hardin/Ohio
