经度,纬度,名称,数量
37.9443,-81.4371,Raleigh,3572
37.4362,-80.964,Mercer,5864
37.9713,-81.7138,Boone,0
39.5512,-79.8003,Preston,836
37.5905,-80.5419,Monroe,0
37.3675,-81.3572,McDowell,0
37.7624,-81.4189,Raleigh,0
39.2604,-80.3265,Harrison,0
38.7968,-79.8967,Randolph,134
38.1217,-81.2528,Fayette,0
39.0671,-79.8144,Randolph,0
39.6587,-79.9868,Monongalia,499
39.1806,-81.513,Wood,0
38.5374,-81.9256,Putnam,227
38.486,-81.3502,Kanawha,3046
38.4154,-82.3188,Cabell,1732
40.2811,-80.6102,Brooke,0
39.9854,-80.7335,Marshall,29
37.4268,-81.5078,McDowell,0
39.1458,-79.4958,Tucker,0
38.974,-79.4173,Tucker,0
39.5313,-78.4553,Morgan,549
38.6219,-79.2413,Pendleton,344
38.9783,-79.9505,Barbour,12
38.8015,-81.0962,Calhoun,26
38.8656,-81.8235,Jackson,0
39.3307,-79.8245,Preston,0
38.8965,-79.9679,Randolph,0
39.2666,-80.1287,Taylor,626
38.3482,-81.711,Kanawha,0
37.6262,-82.1696,Mingo,290
39.337,-78.9223,Mineral,0
39.5013,-80.1696,Marion,0
38.2746,-80.0915,Pocahontas,0
38.4604,-80.3731,Webster,175
40.2181,-80.6588,Brooke,0
39.5274,-80.341,Marion,0
38.519,-80.589,Webster,0
39.4598,-80.2185,Marion,0
37.9252,-81.6177,Boone,0
38.8479,-79.422,Pendleton,0
38.6663,-82.1706,Mason,148
38.5632,-80.8979,Braxton,230
38.008,-81.5623,Boone,0
38.4847,-80.2982,Webster,0
38.5042,-81.6398,Kanawha,0
38.9927,-80.2279,Upshur,348
38.9243,-80.0904,Upshur,0
38.4662,-81.0815,Clay,0
37.7154,-81.4179,Wyoming,402
38.8025,-81.3531,Roane,47
39.6144,-78.2858,Morgan,0
37.9698,-82.4824,Wayne,0
38.5471,-79.8278,Pocahontas,0
38.5357,-81.0348,Clay,0
37.8425,-82.4084,Mingo,0
38.5422,-79.7859,Pocahontas,0
38.4159,-82.0722,Cabell,0
37.5992,-81.8381,Mingo,0
39.3456,-79.942,Taylor,0
37.724,-81.1267,Raleigh,0
38.853,-82.1303,Mason,0
39.5689,-80.7316,Wetzel,112
38.0043,-80.944,Fayette,0
39.6801,-80.1073,Monongalia,0
37.7502,-81.5764,Wyoming,0
37.7265,-82.0023,Logan,0
38.4165,-80.1267,Pocahontas,0
39.4719,-79.6822,Preston,0
38.9815,-80.9496,Gilmer,54
38.8712,-80.5937,Braxton,0
38.2001,-80.8512,Nicholas,1569
39.2862,-80.323,Harrison,0
39.4966,-78.7631,Mineral,0
39.3732,-78.5228,Hampshire,240
38.8121,-79.7389,Randolph,0
39.234,-81.4435,Wood,0
38.2859,-80.9498,Nicholas,0
38.1255,-81.2333,Fayette,0
37.3373,-81.7334,McDowell,0
38.4793,-80.4134,Webster,0
38.3668,-80.5956,Webster,0
37.6776,-81.218,Raleigh,0
37.8709,-81.6357,Boone,0
37.9727,-82.0216,Logan,0
40.0753,-80.6951,Ohio,953
38.3246,-80.645,Nicholas,0
37.5054,-81.3404,Wyoming,0
38.2289,-80.5807,Nicholas,0
38.4294,-82.0168,Putnam,0
39.458,-77.9779,Berkeley,1399
39.2822,-80.462,Harrison,0
37.7503,-80.4715,Greenbrier,2412
37.7652,-81.9834,Logan,0
37.688,-81.8737,Logan,0
39.1273,-80.3829,Harrison,0
39.1627,-80.3484,Harrison,0
38.2109,-81.4218,Kanawha,0
37.6742,-82.271,Mingo,0
39.5637,-77.8874,Berkeley,0
39.1945,-78.6042,Hampshire,0
38.2223,-81.4376,Kanawha,0
38.9379,-80.8339,Gilmer,0
37.9963,-81.8202,Boone,0
39.3201,-81.2401,Pleasants,11
38.744,-79.4359,Pendleton,0
38.2233,-81.5364,Kanawha,0
37.5697,-81.8906,Mingo,0
37.3323,-80.9704,Mercer,0
37.3599,-81.4648,McDowell,0
37.3516,-81.2514,Mercer,0
37.7117,-81.2524,Raleigh,0
38.7319,-79.9725,Randolph,0
38.4482,-81.9239,Putnam,0
39.3454,-78.7564,Hampshire,0
38.334,-81.1751,Clay,0
39.4768,-80.149,Marion,0
37.8509,-81.9857,Logan,0
37.6387,-81.394,Wyoming,0
39.199,-81.4601,Wood,0
37.9825,-81.5367,Boone,0
38.4267,-79.8344,Pocahontas,0
37.7062,-82.2737,Mingo,0
37.7817,-81.2649,Raleigh,0
38.3688,-81.7345,Kanawha,0
39.5242,-78.6302,Hampshire,0
37.7861,-81.9341,Logan,0
38.1741,-81.3241,Kanawha,0
39.3889,-79.8536,Preston,0
39.5544,-77.9944,Berkeley,0
38.6558,-80.216,Randolph,0
39.3538,-78.0552,Berkeley,0
39.501,-80.5555,Wetzel,0
38.422,-80.6548,Nicholas,0
38.9218,-80.3215,Upshur,0
37.9926,-80.3576,Greenbrier,0
37.7243,-80.8865,Summers,139
39.7101,-80.1685,Monongalia,0
39.1226,-81.1709,Ritchie,2327
37.6374,-81.313,Raleigh,0
39.5927,-80.2469,Marion,0
37.5812,-81.3855,Wyoming,0
38.7051,-81.4104,Roane,0
38.2817,-81.5654,Kanawha,0
38.9203,-81.0934,Calhoun,0
37.7878,-81.1841,Raleigh,0
39.2954,-78.6378,Hampshire,0
38.939,-79.1061,Grant,0
38.4904,-81.6473,Kanawha,0
37.7583,-81.9973,Logan,0
39.6062,-79.8812,Monongalia,0
39.2066,-81.1544,Ritchie,0
38.5107,-81.8418,Putnam,0
37.744,-82.0093,Logan,0
37.3367,-81.7712,McDowell,0
37.3621,-81.5405,McDowell,0
38.6554,-81.9512,Putnam,0
37.73,-81.2797,Raleigh,0
37.7855,-81.7879,Logan,0
38.7187,-80.654,Braxton,0
38.3706,-81.7717,Kanawha,0
37.5623,-80.4081,Monroe,0
38.9957,-79.1276,Grant,0
37.9251,-80.3845,Greenbrier,0
39.6471,-79.9974,Monongalia,0
39.0445,-80.8268,Gilmer,0
39.4795,-80.2728,Marion,0
37.9088,-81.9867,Logan,0
39.0618,-81.3975,Wirt,2
37.4046,-81.4643,McDowell,0
38.3769,-81.8198,Kanawha,0
38.3224,-82.4479,Wayne,0
38.2465,-81.3882,Kanawha,0
38.7795,-79.8911,Randolph,0
37.5846,-81.5354,Wyoming,0
37.7656,-81.8578,Logan,0
39.0742,-81.5532,Wood,0
39.2339,-80.1277,Barbour,0
39.0942,-79.6786,Tucker,0
37.571,-81.3614,Wyoming,0
37.4906,-81.3194,Wyoming,0
37.7962,-80.3016,Greenbrier,0
38.6117,-81.982,Putnam,0
39.6035,-80.9351,Tyler,55
38.8204,-81.7796,Jackson,0
39.334,-80.0767,Taylor,0
38.7138,-79.9766,Randolph,0
39.5641,-80.6824,Wetzel,0
37.6004,-81.635,Wyoming,0
37.327,-81.313,Mercer,0
37.7052,-82.186,Mingo,0
39.5598,-80.9987,Tyler,0
38.4109,-82.4344,Cabell,0
38.1166,-81.0112,Fayette,0
39.188,-80.949,Ritchie,0
37.7653,-81.827,Logan,0
38.9092,-79.7089,Randolph,0
38.1443,-81.289,Fayette,0
39.0393,-80.6551,Lewis,0
38.5285,-81.8861,Putnam,0
37.7756,-80.4582,Greenbrier,0
38.1863,-81.3673,Kanawha,0
37.6142,-81.8689,Mingo,0
39.5318,-80.1207,Marion,0
39.3882,-77.8856,Jefferson,0
39.7117,-80.8237,Wetzel,0
38.2707,-79.8806,Pocahontas,0
38.2387,-81.9893,Lincoln,0
38.2337,-81.5387,Kanawha,0
39.1348,-78.9497,Hardy,0
38.7829,-80.2226,Upshur,0
39.2834,-81.0815,Ritchie,0
39.6324,-79.9773,Monongalia,0
37.7277,-80.6436,Greenbrier,0
37.741,-81.23,Raleigh,0
38.3007,-81.5571,Kanawha,0
39.4197,-80.2834,Harrison,0
38.844,-79.8719,Randolph,0
38.3484,-81.6323,Kanawha,0
39.0365,-81.1762,Wirt,0
38.1958,-81.4928,Kanawha,0
37.4537,-80.6698,Monroe,0
37.8101,-80.9231,Summers,0
37.8198,-80.5592,Greenbrier,0
39.0962,-80.8562,Ritchie,0
39.3431,-80.3163,Harrison,0
37.7086,-81.988,Logan,0
38.2209,-82.2038,Lincoln,0
39.6278,-78.7896,Mineral,0
37.9098,-81.2648,Fayette,0
39.5119,-80.2515,Marion,0
38.1407,-81.2966,Fayette,0
38.0808,-81.8342,Boone,0
37.7553,-81.2078,Raleigh,0
39.3409,-80.0162,Taylor,0
39.3929,-79.7466,Preston,0
37.6927,-81.6324,Wyoming,0
39.1254,-80.7407,Doddridge,90
38.9298,-78.8342,Hardy,0
40.5072,-80.6115,Hancock,0
40.0901,-80.569,Ohio,0
38.9561,-81.7619,Jackson,0
37.3148,-81.0523,Mercer,0
38.9406,-81.2271,Calhoun,0
38.1768,-81.3048,Fayette,0
37.9392,-81.1527,Fayette,0
38.4061,-82.297,Cabell,0
37.9095,-82.447,Wayne,0
38.1297,-81.2539,Fayette,0
39.1662,-79.6987,Tucker,0
37.9737,-81.3046,Fayette,0
39.0391,-80.4617,Lewis,0
39.6594,-79.6406,Preston,0
39.2963,-80.7751,Doddridge,0
38.0251,-82.1054,Lincoln,0
37.9649,-80.687,Greenbrier,0
39.4568,-80.2636,Marion,0
38.8148,-79.5451,Randolph,0
39.4798,-80.3098,Marion,0
39.2104,-81.0485,Ritchie,0
38.8304,-82.136,Mason,0
38.1203,-82.5952,Wayne,0
38.4707,-80.9595,Clay,0
38.4961,-80.7498,Nicholas,0
39.6672,-79.8565,Monongalia,0
38.639,-81.4021,Roane,0
39.6379,-79.9468,Monongalia,0
38.2245,-80.0905,Pocahontas,0
39.2998,-78.4337,Hampshire,0
37.835,-81.1275,Raleigh,0
38.1516,-81.2825,Fayette,0
37.6285,-80.2414,Monroe,0
40.14,-80.6901,Ohio,0
38.1107,-80.877,Fayette,0
38.4353,-79.8116,Pocahontas,0
38.1384,-81.7596,Boone,0
39.2422,-81.6679,Wood,0
39.4706,-80.5204,Wetzel,0
38.5737,-80.4565,Webster,0
39.0109,-80.3023,Upshur,0
37.78,-81.8182,Logan,0
37.3534,-81.8012,McDowell,0
37.8136,-81.9915,Logan,0
38.3951,-82.5542,Wayne,0
37.9767,-81.1161,Fayette,0
37.9504,-81.1666,Fayette,0
38.9154,-80.7476,Gilmer,0
37.8409,-81.9624,Logan,0
37.6488,-82.1316,Mingo,0
38.6702,-80.7717,Braxton,0
39.2624,-81.5419,Wood,0
37.8546,-81.0445,Fayette,0
39.7175,-80.2146,Monongalia,0
39.2562,-81.6316,Wood,0
39.2874,-80.9754,Ritchie,0
39.4004,-81.4518,Wood,0
39.5629,-80.0531,Monongalia,0
39.4394,-78.9823,Mineral,0
39.0754,-79.6299,Tucker,0
37.6651,-80.8828,Summers,0
37.6095,-81.3051,Raleigh,0
37.894,-80.599,Greenbrier,0
37.8532,-82.0603,Logan,0
38.8729,-80.3565,Upshur,0
38.2865,-80.841,Nicholas,0
39.3254,-79.5546,Preston,0
37.8096,-80.4327,Greenbrier,0
39.2184,-77.9053,Jefferson,0
38.487,-82.293,Cabell,0
37.9271,-81.153,Fayette,0
38.2251,-81.6023,Kanawha,0
37.7032,-81.0912,Raleigh,0
39.3329,-81.3812,Wood,0
39.3036,-80.2476,Harrison,0
38.0343,-82.129,Lincoln,0
39.4442,-79.5435,Preston,0
38.0054,-82.0361,Logan,0
39.2276,-81.6265,Wood,0
37.4608,-81.705,McDowell,0
38.0645,-81.2279,Fayette,0
38.9978,-81.9905,Mason,0
39.3032,-77.981,Jefferson,0
37.7356,-81.15,Raleigh,0
37.7679,-82.1912,Mingo,0
38.1681,-81.2038,Fayette,0
39.325,-77.8667,Jefferson,0
37.3364,-81.4407,McDowell,0
39.6636,-80.8569,Wetzel,0
37.2384,-81.6098,McDowell,0
39.1909,-81.2684,Ritchie,0
38.7694,-79.928,Randolph,0
38.2221,-80.5363,Nicholas,0
37.4228,-81.1967,Mercer,0
39.1401,-79.512,Tucker,0
39.6836,-80.4576,Wetzel,0
37.304,-81.6801,McDowell,0
38.2154,-81.4439,Kanawha,0
39.0659,-80.1942,Upshur,0
37.4954,-81.1029,Mercer,0
40.406,-80.5671,Hancock,0
39.7024,-80.5147,Wetzel,0
37.2786,-81.6241,McDowell,0
37.4182,-81.2417,Mercer,0
37.5329,-81.3821,Wyoming,0
40.0139,-80.7328,Marshall,0
39.2044,-80.4034,Harrison,0
37.3688,-81.0961,Mercer,0
37.2602,-81.217,Mercer,0
37.8156,-81.1492,Raleigh,0
40.2053,-80.5629,Brooke,0
38.411,-80.5542,Webster,0
38.3596,-79.8809,Pocahontas,0
38.0623,-81.1084,Fayette,0
38.2802,-82.194,Lincoln,0
37.266,-81.6633,McDowell,0
38.6526,-80.3837,Webster,0
38.0941,-81.322,Fayette,0
38.4418,-81.9168,Putnam,0
39.5207,-80.2997,Marion,0
39.2849,-80.5645,Harrison,0
37.4501,-81.7029,McDowell,0
40.0452,-80.6898,Ohio,0
38.727,-80.3923,Webster,0
39.6671,-79.6277,Preston,0
38.1679,-82.3779,Wayne,0
39.4415,-78.1322,Berkeley,0
37.423,-81.0148,Mercer,0
37.4726,-81.2607,Mercer,0
38.2805,-82.1087,Lincoln,0
39.3531,-77.8375,Jefferson,0
38.8579,-80.6538,Braxton,0
39.675,-80.0678,Monongalia,0
37.6448,-81.1982,Raleigh,0
39.5136,-81.0615,Tyler,0
38.0168,-80.4679,Greenbrier,0
38.4029,-82.5825,Wayne,0
37.9715,-81.8215,Boone,0
37.9889,-81.1467,Fayette,0
37.9003,-81.1721,Fayette,0
38.2082,-81.3868,Kanawha,0
39.0674,-78.9624,Hardy,0
38.1357,-81.1038,Fayette,0
39.1798,-79.9092,Barbour,0
39.3309,-80.3341,Harrison,0
39.559,-80.1772,Marion,0
39.2123,-77.8105,Jefferson,0
38.7058,-80.1993,Randolph,0
39.3251,-77.7409,Jefferson,0
38.7984,-79.7195,Randolph,0
39.3862,-79.1555,Mineral,0
39.9466,-80.7564,Marshall,0
38.2362,-82.6028,Wayne,0
37.6982,-81.5362,Wyoming,0
39.1932,-79.17,Grant,0
37.8282,-81.9652,Logan,0
39.2301,-80.6826,Doddridge,0
37.4455,-81.5721,McDowell,0
37.799,-82.2868,Mingo,0
37.8384,-81.1987,Raleigh,0
39.6432,-78.7711,Mineral,0
39.4023,-81.1951,Pleasants,0
38.9237,-79.854,Randolph,0
37.7879,-81.9865,Logan,0
39.493,-80.2572,Marion,0
39.5304,-80.6404,Wetzel,0
37.4172,-81.4923,McDowell,0
39.1488,-80.0417,Barbour,0
37.5554,-81.9657,Mingo,0
39.5937,-79.5648,Preston,0
37.664,-81.5985,Wyoming,0
38.1518,-81.2185,Fayette,0
39.9221,-80.7422,Marshall,0
38.3185,-81.5229,Kanawha,0
38.4376,-80.444,Webster,0
39.5618,-78.427,Morgan,0
39.627,-78.2272,Morgan,0
39.424,-80.1889,Marion,0
39.3376,-80.4179,Harrison,0
37.4642,-81.8111,McDowell,0
39.0768,-78.5932,Hardy,0
38.7873,-79.2825,Pendleton,0
39.022,-79.9383,Barbour,0
37.7274,-81.8206,Logan,0
39.607,-79.892,Monongalia,0
37.9678,-80.7717,Greenbrier,0
38.8996,-81.4264,Roane,0
37.8675,-81.2046,Raleigh,0
38.2458,-81.5712,Kanawha,0
38.2094,-81.4655,Kanawha,0
37.7522,-81.8923,Logan,0
38.6765,-81.6601,Jackson,0
37.8593,-81.0722,Fayette,0
38.7745,-82.204,Mason,0
39.2773,-79.2409,Grant,0
38.8157,-80.4618,Lewis,0
38.4257,-80.3112,Webster,0
38.2876,-81.833,Kanawha,0
37.7807,-80.394,Greenbrier,0
39.3786,-81.2635,Pleasants,0
38.1317,-81.6101,Boone,0
39.0183,-82.0314,Mason,0
37.4196,-81.4274,McDowell,0
39.4778,-79.0466,Mineral,0
38.2183,-80.6889,Nicholas,0
37.8238,-82.0788,Logan,0
38.5462,-79.808,Pocahontas,0
39.4659,-81.1084,Tyler,0
37.4759,-81.6474,McDowell,0
39.2501,-80.3054,Harrison,0
38.5472,-80.032,Randolph,0
39.4946,-80.907,Tyler,0
39.0418,-78.7447,Hardy,0
39.2678,-81.0551,Ritchie,0
38.2327,-81.1894,Nicholas,0
38.8201,-81.7091,Jackson,0
40.6129,-80.5627,Hancock,0
39.4937,-79.6399,Preston,0
39.1266,-79.4609,Tucker,0
38.4327,-81.477,Kanawha,0
38.0632,-81.8046,Boone,0
38.8368,-80.3426,Upshur,0
40.319,-80.5825,Brooke,0
37.8613,-80.8561,Fayette,0
39.3482,-79.6764,Preston,0
39.074,-81.0943,Ritchie,0
39.3149,-81.5088,Wood,0
38.1859,-80.0151,Pocahontas,0
39.828,-80.5693,Marshall,0
39.4505,-80.1552,Marion,0
39.4072,-80.4911,Harrison,0
37.7694,-81.2133,Raleigh,0
37.4737,-80.422,Monroe,0
37.5435,-80.6826,Monroe,0
38.9059,-81.6607,Jackson,0
37.4158,-81.4463,McDowell,0
39.2893,-80.7343,Doddridge,0
37.3991,-80.795,Monroe,0
39.2746,-77.8632,Jefferson,0
39.4131,-80.974,Tyler,0
39.5102,-79.8006,Preston,0
38.1398,-81.6541,Boone,0
38.473,-81.8124,Putnam,0
38.0231,-82.4315,Wayne,0
38.4119,-81.8194,Kanawha,0
40.0483,-80.6229,Ohio,0
37.896,-80.332,Greenbrier,0
39.3751,-79.0267,Mineral,0
37.2805,-81.245,Mercer,0
40.1914,-80.6647,Brooke,0
38.6664,-80.7117,Braxton,0
37.8168,-81.9082,Logan,0
37.8745,-81.9848,Logan,0
38.7393,-80.9429,Braxton,0
38.6452,-79.3332,Pendleton,0
37.2937,-81.4259,McDowell,0
38.0586,-80.706,Greenbrier,0
39.6587,-80.0076,Monongalia,0
37.7349,-81.3015,Raleigh,0
38.251,-81.1943,Nicholas,0
39.1003,-80.1882,Barbour,0
38.4119,-81.5374,Kanawha,0
38.5288,-81.8552,Putnam,0
37.9,-81.9821,Logan,0
38.7471,-81.9555,Mason,0
37.5735,-81.4145,Wyoming,0
39.3674,-81.4853,Wood,0
37.5735,-81.487,Wyoming,0
37.4262,-81.3313,McDowell,0
38.7998,-82.0404,Mason,0
39.4318,-77.8048,Jefferson,0
38.4351,-81.7706,Kanawha,0
38.3243,-82.2172,Cabell,0
38.0676,-81.4498,Kanawha,0
38.1632,-79.9809,Pocahontas,0
39.6151,-78.7615,Mineral,0
38.1353,-80.2136,Pocahontas,0
39.445,-78.6977,Hampshire,0
38.6709,-79.4912,Pendleton,0
38.5918,-82.1865,Mason,0
38.4062,-81.481,Kanawha,0
40.1647,-80.5972,Ohio,0
37.6221,-81.1057,Raleigh,0
39.3236,-81.5381,Wood,0
38.4353,-82.1376,Cabell,0
39.11,-80.4085,Lewis,0
39.2874,-80.3158,Harrison,0
38.0381,-81.2759,Fayette,0
38.9211,-79.5245,Randolph,0
38.5159,-81.8449,Putnam,0
37.3144,-81.2581,Mercer,0
38.3964,-79.9191,Pocahontas,0
38.2962,-81.3037,Kanawha,0
38.0506,-81.2718,Fayette,0
39.2611,-80.2862,Harrison,0
39.3742,-80.3484,Harrison,0
38.9876,-81.9655,Mason,0
37.8679,-81.9906,Logan,0
39.3648,-80.307,Harrison,0
40.3385,-80.5975,Brooke,0
36.1092,-83.2958,Jefferson,0
36.0459,-89.3782,Dyer,95
35.0782,-86.5834,Lincoln,0
35.2656,-89.0148,Hardeman,0
34.9944,-85.3516,Hamilton,0
35.9767,-85.1994,Cumberland,0
35.4901,-88.7206,Madison,0
36.2959,-82.4765,Washington,0
35.149,-86.5636,Lincoln,0
36.1164,-86.5152,Wilson,0
35.6223,-87.048,Maury,0
35.2741,-86.1383,Franklin,0
35.7205,-86.4109,Rutherford,0
36.3287,-89.4734,Lake,0
36.2599,-87.0409,Cheatham,0
35.3229,-87.7598,Wayne,0
36.3829,-87.6395,Stewart,0
35.2586,-89.7307,Shelby,1514
36.3162,-87.907,Houston,0
36.4387,-83.6055,Claiborne,0
36.0283,-83.4308,Jefferson,0
35.1116,-85.2962,Hamilton,0
36.021,-86.5574,Rutherford,0
36.2383,-87.4463,Dickson,0
35.378,-87.0062,Giles,0
35.7999,-83.8686,Blount,0
35.1526,-84.8541,Bradley,0
36.1865,-87.3384,Dickson,0
36.1223,-82.4202,Unicoi,0
35.7709,-85.6286,Warren,0
36.4454,-81.7996,Johnson,628
36.0804,-83.9424,Knox,1544
36.2021,-89.1888,Dyer,0
36.0931,-87.5147,Dickson,0
35.7682,-86.5197,Rutherford,0
36.3948,-85.2169,Overton,47
35.4344,-87.3084,Lawrence,0
35.1898,-86.1078,Franklin,0
36.3355,-89.2954,Obion,5328
35.9706,-89.3862,Dyer,0
35.7787,-87.0503,Maury,0
36.1172,-89.2693,Dyer,0
35.6758,-83.7524,Blount,0
36.2174,-88.6107,Weakley,0
36.0651,-86.8403,Davidson,195
36.489,-86.6057,Sumner,132
35.3727,-85.6378,Grundy,0
35.9639,-84.2938,Anderson,203
36.6128,-85.1313,Pickett,0
36.2409,-85.9575,Smith,0
36.3363,-82.238,Carter,0
36.5512,-87.0007,Robertson,1882
35.0134,-86.3558,Lincoln,0
35.7768,-88.9861,Crockett,0
35.5901,-86.353,Bedford,0
36.3967,-86.7108,Sumner,0
36.5481,-83.6707,Claiborne,0
36.2964,-82.3108,Carter,0
35.9895,-84.5575,Morgan,0
35.8743,-88.844,Gibson,2826
35.7393,-85.4557,Van Buren,0
35.7437,-84.8399,Rhea,0
36.5736,-85.1343,Pickett,0
36.4046,-86.7682,Robertson,0
35.234,-89.3804,Fayette,0
36.537,-83.21,Hancock,0
35.3779,-88.3662,McNairy,0
36.5487,-87.3792,Montgomery,0
36.2587,-83.1952,Hamblen,0
36.5206,-82.7142,Hawkins,0
35.5976,-84.2373,Monroe,0
35.5484,-87.1882,Maury,0
35.725,-83.4936,Sevier,0
35.8247,-84.0551,Blount,0
35.3568,-88.6174,McNairy,0
35.2358,-85.8494,Marion,0
36.2687,-87.3597,Dickson,0
35.9765,-88.2895,Carroll,0
35.8761,-83.7741,Sevier,0
35.8101,-86.475,Rutherford,0
35.0579,-86.269,Franklin,0
36.3149,-85.5321,Jackson,0
35.3373,-87.1306,Giles,0
35.1047,-89.9773,Shelby,0
35.9195,-87.345,Hickman,12
35.4815,-89.7346,Tipton,0
34.9973,-85.2284,Hamilton,0
36.0687,-88.0082,Benton,0
35.8812,-84.5717,Roane,0
35.262,-85.7518,Grundy,0
35.0134,-88.6464,McNairy,0
36.0711,-88.9923,Gibson,0
35.5762,-88.8214,Madison,0
36.1449,-85.2643,Putnam,0
35.3564,-88.9541,Hardeman,0
36.1598,-88.8038,Weakley,0
35.0193,-88.5415,McNairy,0
36.2038,-86.3467,Wilson,0
36.1955,-82.9648,Greene,0
36.2,-85.4467,Putnam,0
35.8043,-87.4587,Hickman,0
36.3783,-86.4697,Sumner,0
36.2337,-88.8251,Weakley,0
35.2976,-84.7458,McMinn,0
36.4176,-84.3141,Campbell,0
36.1126,-86.4164,Wilson,0
36.1812,-83.7938,Union,0
35.8934,-83.8416,Knox,0
35.7414,-84.3699,Loudon,50810
35.1223,-84.7188,Polk,0
35.5276,-86.3327,Bedford,0
36.237,-85.1619,Overton,0
36.2784,-88.6939,Weakley,0
36.2431,-86.6356,Davidson,0
36.4765,-89.1104,Obion,0
36.21,-83.7477,Union,0
35.8168,-83.1432,Cocke,0
35.817,-88.5956,Carroll,0
35.8706,-88.1459,Benton,0
36.3826,-84.5486,Scott,0
35.0349,-85.2469,Hamilton,0
35.0657,-85.2488,Hamilton,0
36.1814,-85.9322,Smith,0
35.7436,-86.912,Maury,0
35.6667,-84.6647,Meigs,339
35.1098,-84.9096,Bradley,0
36.1784,-84.1852,Anderson,0
35.2301,-86.6111,Lincoln,0
36.3391,-88.8518,Weakley,0
36.3909,-86.1672,Trousdale,0
36.2028,-85.8264,Smith,0
35.8868,-83.5674,Sevier,0
35.3181,-89.1496,Hardeman,0
35.8113,-84.2817,Loudon,0
36.1196,-83.484,Jefferson,0
35.8167,-85.5669,White,0
35.1961,-85.2604,Hamilton,0
35.7884,-83.9363,Blount,0
36.5138,-86.5628,Sumner,0
36.443,-82.4621,Washington,0
35.2595,-89.668,Shelby,0
36.2004,-88.4108,Henry,0
36.372,-84.1252,Campbell,0
36.3937,-85.7994,Jackson,0
35.5656,-89.648,Tipton,0
35.6467,-88.27,Henderson,0
35.1615,-87.3481,Lawrence,0
36.0942,-87.785,Humphreys,0
34.995,-84.3756,Polk,0
36.4012,-86.3067,Sumner,0
36.4628,-83.5658,Claiborne,0
36.168,-82.8197,Greene,0
35.8558,-85.5131,White,0
35.2387,-84.9138,Bradley,0
36.0501,-87.2977,Dickson,0
35.1748,-87.7434,Wayne,0
35.9819,-87.1286,Williamson,0
36.2804,-83.5199,Grainger,0
36.034,-88.2469,Carroll,0
35.0457,-85.6734,Marion,0
36.572,-87.3,Montgomery,0
35.882,-84.8091,Cumberland,0
36.262,-86.0717,Smith,0
35.4522,-86.2581,Bedford,0
35.7253,-85.9199,Warren,0
35.6879,-84.8627,Rhea,0
35.2211,-88.2356,Hardin,1840
36.5809,-85.7814,Clay,0
35.9127,-88.7556,Gibson,0
35.0603,-88.4257,McNairy,0
35.4436,-89.8141,Tipton,0
35.5645,-84.9547,Rhea,0
36.5975,-83.6656,Claiborne,0
35.062,-86.8976,Giles,0
36.1098,-87.6357,Humphreys,0
36.1485,-85.5114,Putnam,0
36.0053,-85.978,DeKalb,0
35.8956,-86.9978,Williamson,0
35.3447,-85.7114,Grundy,0
35.3174,-86.6409,Lincoln,0
36.2712,-85.7953,Jackson,0
35.477,-87.8275,Perry,655
36.0029,-84.8711,Cumberland,0
36.3563,-89.0495,Obion,0
36.2179,-84.1546,Anderson,0
35.039,-85.1919,Hamilton,0
35.557,-89.7847,Tipton,0
36.4144,-86.9657,Robertson,0
36.0993,-86.8563,Davidson,0
35.2347,-88.6117,McNairy,0
36.5795,-82.5094,Sullivan,21
35.8071,-83.9748,Blount,0
36.4287,-84.5531,Scott,0
35.6515,-88.123,Decatur,0
36.1011,-86.1403,Wilson,0
35.3342,-85.8703,Grundy,0
35.1148,-88.2567,Hardin,0
36.5744,-83.6465,Claiborne,0
36.0986,-84.1283,Anderson,0
35.2045,-89.6492,Shelby,0
36.316,-87.7025,Houston,0
35.0617,-88.8896,Hardeman,0
35.4209,-86.7025,Marshall,0
36.369,-82.2935,Carter,0
36.2217,-82.329,Unicoi,0
35.1542,-84.3152,Polk,0
36.5645,-84.4461,Scott,0
36.2626,-85.3755,Overton,0
35.5189,-88.2527,Decatur,0
35.8794,-89.4047,Lauderdale,0
35.9526,-85.0294,Cumberland,0
35.7601,-89.7856,Lauderdale,0
36.2761,-84.9969,Fentress,0
35.3575,-85.5656,Grundy,0
35.8149,-88.7905,Gibson,0
36.3318,-83.2855,Grainger,0
35.1878,-85.1958,Hamilton,0
36.1676,-86.4858,Wilson,0
35.6109,-88.8767,Madison,0
36.1857,-85.0096,Fentress,0
36.1048,-87.0564,Cheatham,0
35.0501,-89.1888,Hardeman,0
36.1,-87.2109,Dickson,0
35.975,-88.6684,Carroll,0
35.9065,-84.8841,Cumberland,0
35.2337,-89.8195,Shelby,0
35.2861,-84.7611,Bradley,0
35.0488,-89.0883,Hardeman,0
35.8687,-84.1419,Knox,0
35.3217,-87.3012,Lawrence,0
35.3368,-89.8932,Shelby,0
35.7937,-88.3909,Henderson,0
36.3063,-86.5997,Sumner,0
35.5518,-87.5536,Lewis,0
35.2048,-88.194,Hardin,0
36.3303,-82.8289,Greene,0
35.0044,-85.6597,Marion,0
35.6788,-84.3999,Loudon,0
36.533,-82.329,Sullivan,0
36.1526,-83.4152,Jefferson,0
35.7884,-86.6744,Williamson,0
