经度,纬度,年份,数目,地名
39.1517,-82.9102,2012,3,"Pike, Omega"
41.0245,-81.0501,2012,5,"Portage, Deerfield"
39.7917,-84.7133,2012,12,"Preble, New Hope"
41.0997,-84.2693,2012,2,"Putnam, Continental"
40.9345,-82.4502,2012,2,"Richland, Adario"
41.388,-83.3218,2012,56,"Sandusky, Gibsonburg"
41.2162,-83.3285,2012,6,"Seneca, Amsden"
40.4389,-84.2597,2012,80,"Shelby, Kettlersville"
40.4389,-84.2597,2012,1,"Shelby, Kettlersville"
41.0802,-81.5219,2012,1,"Summit, Akron"
41.0802,-81.5219,2012,148,"Summit, Akron"
40.9207,-81.0231,2012,17,"Mahoning, Sebring"
40.5321,-83.2077,2012,2,"Marion, Green Camp"
41.0348,-82.0122,2012,17,"Medina, Lodi"
41.0348,-82.0122,2012,44,"Medina, Lodi"
40.4113,-84.7761,2012,2,"Mercer, Fort Recovery"
39.6323,-84.2725,2012,2,"Montgomery, Miamisburg"
41.267,-80.7958,2012,4,"Trumbull, Morgandale"
41.267,-80.7958,2012,2,"Trumbull, Morgandale"
40.6209,-82.6618,2012,2,"Morrow, Shauck"
41.5853,-82.8369,2012,21,"Ottawa, Catawba Island"
41.5853,-82.8369,2012,2,"Ottawa, Catawba Island"
41.5853,-82.8369,2012,1,"Ottawa, Catawba Island"
41.1798,-84.7378,2012,1,"Paulding, Antwerp"
39.554,-82.7779,2012,5,"Pickaway, Tarlton"
41.0245,-81.0501,2012,6,"Portage, Deerfield"
39.7917,-84.7133,2012,3,"Preble, New Hope"
40.9345,-82.4502,2012,7,"Richland, Adario"
41.388,-83.3218,2012,3,"Sandusky, Gibsonburg"
38.7383,-82.842,2012,1,"Scioto, Wheelersburg"
41.2162,-83.3285,2012,4,"Seneca, Amsden"
40.8159,-81.4165,2012,3,"Stark, Meyers Lake"
39.7927,-84.3165,2012,1969,"Montgomery, Trotwood"
39.7927,-84.3165,2012,43,"Montgomery, Trotwood"
39.7927,-84.3165,2012,9,"Montgomery, Trotwood"
41.267,-80.7958,2012,1,"Trumbull, Morgandale"
40.6209,-82.6618,2012,3,"Morrow, Shauck"
39.9037,-82.018,2012,5,"Muskingum, South Zanesville"
39.9037,-82.018,2012,7,"Muskingum, South Zanesville"
41.1798,-84.7378,2012,1,"Paulding, Antwerp"
39.921,-82.4271,2012,1,"Perry, Thornport"
39.554,-82.7779,2012,1,"Pickaway, Tarlton"
39.1517,-82.9102,2012,12,"Pike, Omega"
39.7917,-84.7133,2012,19,"Preble, New Hope"
41.0997,-84.2693,2012,1,"Putnam, Continental"
40.9345,-82.4502,2012,1,"Richland, Adario"
39.4069,-83.1842,2012,12,"Ross, Frankfort"
39.4069,-83.1842,2012,3,"Ross, Frankfort"
41.388,-83.3218,2012,16,"Sandusky, Gibsonburg"
38.7383,-82.842,2012,6,"Scioto, Wheelersburg"
41.2162,-83.3285,2012,29,"Seneca, Amsden"
41.2162,-83.3285,2012,1,"Seneca, Amsden"
40.4389,-84.2597,2012,6,"Shelby, Kettlersville"
40.8159,-81.4165,2012,4,"Stark, Meyers Lake"
40.8159,-81.4165,2012,3,"Stark, Meyers Lake"
40.8159,-81.4165,2012,12,"Stark, Meyers Lake"
40.8159,-81.4165,2012,1,"Stark, Meyers Lake"
41.0802,-81.5219,2012,9,"Summit, Akron"
41.462,-80.6656,2012,71,"Trumbull, Gustavus"
41.462,-80.6656,2012,5,"Trumbull, Gustavus"
41.0348,-82.0122,2012,2,"Medina, Lodi"
41.0348,-82.0122,2012,3,"Medina, Lodi"
40.4113,-84.7761,2012,2,"Mercer, Fort Recovery"
39.6323,-84.2725,2012,6,"Montgomery, Miamisburg"
39.6323,-84.2725,2012,1,"Montgomery, Miamisburg"
39.4461,-84.3666,2012,1,"Butler, Monroe"
39.7927,-84.3165,2012,24,"Montgomery, Trotwood"
39.7927,-84.3165,2012,1,"Montgomery, Trotwood"
41.267,-80.7958,2012,1,"Trumbull, Morgandale"
40.6209,-82.6618,2012,9,"Morrow, Shauck"
39.9037,-82.018,2012,4,"Muskingum, South Zanesville"
39.554,-82.7779,2012,7,"Pickaway, Tarlton"
41.0245,-81.0501,2012,10,"Portage, Deerfield"
40.9345,-82.4502,2012,8,"Richland, Adario"
41.388,-83.3218,2012,17,"Sandusky, Gibsonburg"
41.388,-83.3218,2012,4,"Sandusky, Gibsonburg"
41.2162,-83.3285,2012,19,"Seneca, Amsden"
41.2162,-83.3285,2012,1,"Seneca, Amsden"
40.4389,-84.2597,2012,2,"Shelby, Kettlersville"
40.8159,-81.4165,2012,1,"Stark, Meyers Lake"
41.0802,-81.5219,2012,8,"Summit, Akron"
40.5609,-81.495,2012,22,"Tuscarawas, Parral"
40.5609,-81.495,2012,2,"Tuscarawas, Parral"
40.3533,-83.2628,2012,19,"Union, Magnetic Springs"
40.3533,-83.2628,2012,2,"Union, Magnetic Springs"
41.0348,-82.0122,2012,100,"Medina, Lodi"
41.0348,-82.0122,2012,2,"Medina, Lodi"
39.6323,-84.2725,2012,76,"Montgomery, Miamisburg"
39.7927,-84.3165,2012,4,"Montgomery, Trotwood"
39.7927,-84.3165,2012,42,"Montgomery, Trotwood"
40.6209,-82.6618,2012,35,"Morrow, Shauck"
40.6209,-82.6618,2012,4,"Morrow, Shauck"
39.9037,-82.018,2012,7,"Muskingum, South Zanesville"
41.1798,-84.7378,2012,1,"Paulding, Antwerp"
39.921,-82.4271,2012,17,"Perry, Thornport"
39.554,-82.7779,2012,3,"Pickaway, Tarlton"
39.554,-82.7779,2012,104,"Pickaway, Tarlton"
41.0245,-81.0501,2012,55,"Portage, Deerfield"
40.9345,-82.4502,2012,104,"Richland, Adario"
39.4069,-83.1842,2012,80,"Ross, Frankfort"
38.7383,-82.842,2012,5,"Scioto, Wheelersburg"
40.4389,-84.2597,2012,5,"Shelby, Kettlersville"
41.4884,-82.0978,2012,9,"Lorain, Sheffield Lake"
41.4884,-82.0978,2012,79,"Lorain, Sheffield Lake"
41.4884,-82.0978,2012,7,"Lorain, Sheffield Lake"
38.4298,-82.4488,2012,116,"Lawrence, Chesapeake"
38.4298,-82.4488,2012,4,"Lawrence, Chesapeake"
39.9595,-82.4129,2012,2,"Licking, Jacksontown"
39.9595,-82.4129,2012,11,"Licking, Jacksontown"
40.4007,-83.5444,2012,2,"Logan, West Mansfield"
41.6639,-83.582,2012,424,"Lucas, Toledo"
39.9487,-83.2993,2012,16,"Madison, West Jefferson"
40.9207,-81.0231,2012,23,"Mahoning, Sebring"
41.0348,-82.0122,2012,9,"Medina, Lodi"
39.0292,-82.034,2012,9,"Meigs, Pomeroy"
39.0292,-82.034,2012,11,"Meigs, Pomeroy"
39.6323,-84.2725,2012,1,"Montgomery, Miamisburg"
39.6323,-84.2725,2012,12,"Montgomery, Miamisburg"
40.6209,-82.6618,2012,1,"Morrow, Shauck"
39.9037,-82.018,2012,2,"Muskingum, South Zanesville"
41.5853,-82.8369,2012,12,"Ottawa, Catawba Island"
41.5853,-82.8369,2012,2,"Ottawa, Catawba Island"
39.921,-82.4271,2012,2,"Perry, Thornport"
39.921,-82.4271,2012,3,"Perry, Thornport"
39.554,-82.7779,2012,97,"Pickaway, Tarlton"
41.0245,-81.0501,2012,109,"Portage, Deerfield"
41.0245,-81.0501,2012,43,"Portage, Deerfield"
41.0245,-81.0501,2012,3,"Portage, Deerfield"
41.462,-80.6656,2012,255,"Trumbull, Gustavus"
41.462,-80.6656,2012,7,"Trumbull, Gustavus"
40.5609,-81.495,2012,7,"Tuscarawas, Parral"
40.8006,-84.7746,2012,2,"Van Wert, Wren"
40.8006,-84.7746,2012,3,"Van Wert, Wren"
39.3496,-84.1236,2012,9,"Warren, Morrow"
40.9864,-81.9948,2012,58,"Wayne, Burbank"
40.9864,-81.9948,2012,5,"Wayne, Burbank"
38.8559,-83.4713,2013,19,"Adams, Dunkinsville"
40.8305,-84.0848,2013,62,"Allen, Cairo"
40.8305,-84.0848,2013,4,"Allen, Cairo"
40.9214,-82.2818,2013,17,"Ashland, Nankin"
40.9214,-82.2818,2013,9,"Ashland, Nankin"
40.9214,-82.2818,2013,5,"Ashland, Nankin"
41.8567,-80.6173,2013,1,"Ashtabula, Kelloggsville"
39.4005,-82.1261,2013,28,"Athens, Chauncey"
39.4005,-82.1261,2013,2,"Athens, Chauncey"
39.4005,-82.1261,2013,24,"Athens, Chauncey"
39.4005,-82.1261,2013,8,"Athens, Chauncey"
40.1621,-81.1313,2013,41,"Belmont, Holloway"
40.1621,-81.1313,2013,1,"Belmont, Holloway"
38.8673,-83.7878,2013,13,"Brown, Russellville"
38.8673,-83.7878,2013,1,"Brown, Russellville"
38.8673,-83.7878,2013,1,"Brown, Russellville"
39.3938,-84.5652,2013,15,"Butler, Hamilton"
38.9776,-82.3374,2012,11,"Gallia, Vinton"
38.9776,-82.3374,2012,2,"Gallia, Vinton"
39.3496,-84.1236,2012,5,"Warren, Morrow"
39.6314,-81.4562,2012,2,"Washington, Macksburg"
39.6314,-81.4562,2012,3,"Washington, Macksburg"
39.6314,-81.4562,2012,1,"Washington, Macksburg"
40.9864,-81.9948,2012,1,"Wayne, Burbank"
40.9864,-81.9948,2012,15,"Wayne, Burbank"
41.3236,-83.4363,2012,10,"Wood, Bradner"
41.3236,-83.4363,2012,34,"Wood, Bradner"
41.3236,-83.4363,2012,8,"Wood, Bradner"
38.8559,-83.4713,2013,2,"Adams, Dunkinsville"
40.8305,-84.0848,2013,12,"Allen, Cairo"
40.9214,-82.2818,2013,112,"Ashland, Nankin"
41.8567,-80.6173,2013,2,"Ashtabula, Kelloggsville"
40.6513,-84.146,2013,11,"Auglaize, Cridersville"
40.6513,-84.146,2013,1,"Auglaize, Cridersville"
38.8673,-83.7878,2013,17,"Brown, Russellville"
40.5209,-81.0031,2013,3,"Carroll, Harlem Springs"
40.5209,-81.0031,2013,1,"Carroll, Harlem Springs"
40.2174,-83.9635,2013,7,"Champaign, Rosewood"
39.8862,-84.0243,2013,9,"Clark, Crystal Lakes"
41.0802,-81.5219,2012,10,"Summit, Akron"
41.462,-80.6656,2012,14,"Trumbull, Gustavus"
40.3533,-83.2628,2012,80,"Union, Magnetic Springs"
40.3533,-83.2628,2012,1,"Union, Magnetic Springs"
40.8006,-84.7746,2012,11,"Van Wert, Wren"
38.9776,-82.3374,2012,5,"Gallia, Vinton"
39.3496,-84.1236,2012,34,"Warren, Morrow"
41.3236,-83.4363,2012,77,"Wood, Bradner"
41.3236,-83.4363,2012,5,"Wood, Bradner"
40.95,-83.3836,2012,1,"Wyandot, Carey"
40.8305,-84.0848,2013,11,"Allen, Cairo"
40.9214,-82.2818,2013,33,"Ashland, Nankin"
40.9214,-82.2818,2013,2,"Ashland, Nankin"
41.8567,-80.6173,2013,182,"Ashtabula, Kelloggsville"
39.4005,-82.1261,2013,1,"Athens, Chauncey"
40.6513,-84.146,2013,27,"Auglaize, Cridersville"
40.1621,-81.1313,2013,14,"Belmont, Holloway"
39.3938,-84.5652,2013,684,"Butler, Hamilton"
40.5209,-81.0031,2013,7,"Carroll, Harlem Springs"
40.2174,-83.9635,2013,57,"Champaign, Rosewood"
41.0802,-81.5219,2012,5,"Summit, Akron"
41.462,-80.6656,2012,49,"Trumbull, Gustavus"
40.3533,-83.2628,2012,16,"Union, Magnetic Springs"
40.3533,-83.2628,2012,3,"Union, Magnetic Springs"
40.8006,-84.7746,2012,52,"Van Wert, Wren"
40.8006,-84.7746,2012,2,"Van Wert, Wren"
38.9776,-82.3374,2012,29,"Gallia, Vinton"
39.3496,-84.1236,2012,222,"Warren, Morrow"
39.3496,-84.1236,2012,2,"Warren, Morrow"
39.3496,-84.1236,2012,1,"Warren, Morrow"
40.9864,-81.9948,2012,10,"Wayne, Burbank"
40.95,-83.3836,2012,1,"Wyandot, Carey"
38.8559,-83.4713,2013,23,"Adams, Dunkinsville"
40.9214,-82.2818,2013,1,"Ashland, Nankin"
41.8567,-80.6173,2013,11,"Ashtabula, Kelloggsville"
39.4005,-82.1261,2013,2,"Athens, Chauncey"
40.6513,-84.146,2013,1,"Auglaize, Cridersville"
40.1621,-81.1313,2013,1,"Belmont, Holloway"
39.3938,-84.5652,2013,62,"Butler, Hamilton"
39.3938,-84.5652,2013,1,"Butler, Hamilton"
39.3938,-84.5652,2013,3,"Butler, Hamilton"
40.2174,-83.9635,2013,6,"Champaign, Rosewood"
39.554,-82.7779,2012,19,"Pickaway, Tarlton"
39.1517,-82.9102,2012,1,"Pike, Omega"
39.1517,-82.9102,2012,1,"Pike, Omega"
41.0245,-81.0501,2012,9,"Portage, Deerfield"
39.7917,-84.7133,2012,1,"Preble, New Hope"
39.7917,-84.7133,2012,17,"Preble, New Hope"
39.4069,-83.1842,2012,25,"Ross, Frankfort"
41.388,-83.3218,2012,1,"Sandusky, Gibsonburg"
41.388,-83.3218,2012,2,"Sandusky, Gibsonburg"
38.7383,-82.842,2012,197,"Scioto, Wheelersburg"
40.8159,-81.4165,2012,25,"Stark, Meyers Lake"
41.0802,-81.5219,2012,5,"Summit, Akron"
41.462,-80.6656,2012,2,"Trumbull, Gustavus"
40.3533,-83.2628,2012,1,"Union, Magnetic Springs"
40.8006,-84.7746,2012,12,"Van Wert, Wren"
39.6314,-81.4562,2012,56,"Washington, Macksburg"
40.9864,-81.9948,2012,5,"Wayne, Burbank"
40.9864,-81.9948,2012,2,"Wayne, Burbank"
41.5024,-84.418,2012,1,"Williams, Stryker"
41.3236,-83.4363,2012,2,"Wood, Bradner"
38.8559,-83.4713,2013,7,"Adams, Dunkinsville"
40.8305,-84.0848,2013,1,"Allen, Cairo"
40.8305,-84.0848,2013,168,"Allen, Cairo"
40.8305,-84.0848,2013,3,"Allen, Cairo"
40.9214,-82.2818,2013,2,"Ashland, Nankin"
41.8567,-80.6173,2013,14,"Ashtabula, Kelloggsville"
41.8567,-80.6173,2013,5,"Ashtabula, Kelloggsville"
39.4005,-82.1261,2013,63,"Athens, Chauncey"
39.4005,-82.1261,2013,1,"Athens, Chauncey"
40.1621,-81.1313,2013,12,"Belmont, Holloway"
40.9345,-82.4502,2012,5,"Richland, Adario"
38.7383,-82.842,2012,174,"Scioto, Wheelersburg"
38.7383,-82.842,2012,1,"Scioto, Wheelersburg"
41.2162,-83.3285,2012,2,"Seneca, Amsden"
40.4389,-84.2597,2012,20,"Shelby, Kettlersville"
40.8159,-81.4165,2012,26,"Stark, Meyers Lake"
41.0802,-81.5219,2012,3,"Summit, Akron"
41.0802,-81.5219,2012,23,"Summit, Akron"
41.0802,-81.5219,2012,66,"Summit, Akron"
40.5609,-81.495,2012,1,"Tuscarawas, Parral"
40.5609,-81.495,2012,2,"Tuscarawas, Parral"
38.9776,-82.3374,2012,1,"Gallia, Vinton"
39.3496,-84.1236,2012,13,"Warren, Morrow"
39.3496,-84.1236,2012,4,"Warren, Morrow"
39.6314,-81.4562,2012,20,"Washington, Macksburg"
39.6314,-81.4562,2012,3,"Washington, Macksburg"
41.3236,-83.4363,2012,2,"Wood, Bradner"
38.8559,-83.4713,2013,61,"Adams, Dunkinsville"
40.8305,-84.0848,2013,6,"Allen, Cairo"
40.9214,-82.2818,2013,3,"Ashland, Nankin"
41.8567,-80.6173,2013,1,"Ashtabula, Kelloggsville"
39.4005,-82.1261,2013,108,"Athens, Chauncey"
39.6323,-84.2725,2012,1,"Montgomery, Miamisburg"
39.6323,-84.2725,2012,1,"Montgomery, Miamisburg"
39.4461,-84.3666,2012,5,"Butler, Monroe"
39.7927,-84.3165,2012,6,"Montgomery, Trotwood"
40.6209,-82.6618,2012,20,"Morrow, Shauck"
39.9156,-81.2824,2012,2,"Noble, Batesville"
41.5853,-82.8369,2012,12,"Ottawa, Catawba Island"
39.921,-82.4271,2012,19,"Perry, Thornport"
39.554,-82.7779,2012,6,"Pickaway, Tarlton"
40.9345,-82.4502,2012,56,"Richland, Adario"
40.9345,-82.4502,2012,1,"Richland, Adario"
39.4069,-83.1842,2012,1,"Ross, Frankfort"
39.4069,-83.1842,2012,65,"Ross, Frankfort"
39.4069,-83.1842,2012,2,"Ross, Frankfort"
38.7383,-82.842,2012,23,"Scioto, Wheelersburg"
38.7383,-82.842,2012,45,"Scioto, Wheelersburg"
40.8159,-81.4165,2012,3,"Stark, Meyers Lake"
41.462,-80.6656,2012,5,"Trumbull, Gustavus"
41.462,-80.6656,2012,6,"Trumbull, Gustavus"
40.3533,-83.2628,2012,2,"Union, Magnetic Springs"
40.3533,-83.2628,2012,2,"Union, Magnetic Springs"
40.3533,-83.2628,2012,1,"Union, Magnetic Springs"
40.8006,-84.7746,2012,2,"Van Wert, Wren"
38.9776,-82.3374,2012,3,"Gallia, Vinton"
39.3496,-84.1236,2012,1,"Warren, Morrow"
39.3496,-84.1236,2012,47,"Warren, Morrow"
39.3496,-84.1236,2012,2,"Warren, Morrow"
41.5024,-84.418,2012,1,"Williams, Stryker"
40.8305,-84.0848,2013,4,"Allen, Cairo"
40.9214,-82.2818,2013,4,"Ashland, Nankin"
41.8567,-80.6173,2013,37,"Ashtabula, Kelloggsville"
40.1621,-81.1313,2013,1,"Belmont, Holloway"
40.1621,-81.1313,2013,4,"Belmont, Holloway"
38.8673,-83.7878,2013,73,"Brown, Russellville"
38.8673,-83.7878,2013,5,"Brown, Russellville"
39.3938,-84.5652,2013,9,"Butler, Hamilton"
39.3938,-84.5652,2013,131,"Butler, Hamilton"
39.3938,-84.5652,2013,5,"Butler, Hamilton"
40.2174,-83.9635,2013,5,"Champaign, Rosewood"
39.8862,-84.0243,2013,38,"Clark, Crystal Lakes"
39.2325,-84.1532,2013,6,"Clermont, Goshen"
40.7392,-82.7773,2013,14,"Crawford, Galion"
40.7392,-82.7773,2013,5,"Crawford, Galion"
41.4948,-81.5348,2013,17,"Cuyahoga, University Heights"
40.2802,-84.6384,2013,62,"Darke, Rossburg"
40.2802,-84.6384,2013,2,"Darke, Rossburg"
41.3259,-84.2855,2013,1,"Defiance, Jewell"
41.3259,-84.2855,2013,22,"Defiance, Jewell"
41.3259,-84.2855,2013,4,"Defiance, Jewell"
40.1679,-83.08,2013,10,"Delaware, Powell"
40.1679,-83.08,2013,15,"Delaware, Powell"
39.3224,-83.8109,2013,7,"Clinton, Martinsville"
40.2761,-81.7517,2013,2,"Coshocton, West Lafayette"
41.4948,-81.5348,2013,2,"Cuyahoga, University Heights"
41.4948,-81.5348,2013,7,"Cuyahoga, University Heights"
41.4948,-81.5348,2013,13,"Cuyahoga, University Heights"
40.2802,-84.6384,2013,1,"Darke, Rossburg"
40.2802,-84.6384,2013,2,"Darke, Rossburg"
41.4011,-82.808,2013,5,"Erie, Castalia"
41.1045,-82.6137,2013,39,"Huron, North Fairfield"
38.8862,-82.1463,2013,18,"Gallia, Addison"
38.8862,-82.1463,2013,4,"Gallia, Addison"
39.6598,-83.7431,2013,175,"Greene, Jamestown"
40.0221,-81.5868,2013,2,"Guernsey, Cambridge"
39.1864,-84.763,2013,75,"Hamilton, Hooven"
40.9348,-83.8235,2013,2,"Hancock, Mount Cory"
40.9348,-83.8235,2013,2,"Hancock, Mount Cory"
40.9348,-83.8235,2013,1,"Hancock, Mount Cory"
40.2737,-81.2812,2013,3,"Harrison, Tippecanoe"
39.0747,-83.3871,2013,84,"Highland, Sinking Spring"
39.0747,-83.3871,2013,1,"Highland, Sinking Spring"
40.5533,-81.9164,2013,4,"Holmes, Millersburg"
41.2508,-82.4915,2013,15,"Huron, Collins"
40.5609,-81.495,2012,4,"Tuscarawas, Parral"
39.6314,-81.4562,2012,3,"Washington, Macksburg"
39.6314,-81.4562,2012,22,"Washington, Macksburg"
40.9864,-81.9948,2012,45,"Wayne, Burbank"
41.3236,-83.4363,2012,7,"Wood, Bradner"
41.3236,-83.4363,2012,20,"Wood, Bradner"
40.8305,-84.0848,2013,25,"Allen, Cairo"
41.8567,-80.6173,2013,7,"Ashtabula, Kelloggsville"
40.6513,-84.146,2013,2,"Auglaize, Cridersville"
40.6513,-84.146,2013,3,"Auglaize, Cridersville"
40.6513,-84.146,2013,3,"Auglaize, Cridersville"
40.6513,-84.146,2013,1,"Auglaize, Cridersville"
40.1621,-81.1313,2013,55,"Belmont, Holloway"
39.3938,-84.5652,2013,3,"Butler, Hamilton"
38.8673,-83.7878,2013,19,"Brown, Russellville"
40.2174,-83.9635,2013,1,"Champaign, Rosewood"
39.8862,-84.0243,2013,1,"Clark, Crystal Lakes"
39.2325,-84.1532,2013,8,"Clermont, Goshen"
40.8871,-80.675,2013,33,"Columbiana, Columbiana"
40.2761,-81.7517,2013,33,"Coshocton, West Lafayette"
40.7392,-82.7773,2013,18,"Crawford, Galion"
41.4948,-81.5348,2013,436,"Cuyahoga, University Heights"
41.4948,-81.5348,2013,7,"Cuyahoga, University Heights"
41.4011,-82.808,2013,2,"Erie, Castalia"
41.1045,-82.6137,2013,1,"Huron, North Fairfield"
41.1045,-82.6137,2013,29,"Huron, North Fairfield"
41.1045,-82.6137,2013,99,"Huron, North Fairfield"
39.6522,-83.5564,2013,3,"Fayette, Jeffersonville"
41.7113,-83.9053,2013,5,"Fulton, Metamora"
38.8862,-82.1463,2013,1,"Gallia, Addison"
38.8862,-82.1463,2013,1,"Gallia, Addison"
41.3722,-81.0591,2013,2,"Geauga, Parkman"
41.3722,-81.0591,2013,9,"Geauga, Parkman"
39.6598,-83.7431,2013,2,"Greene, Jamestown"
39.2325,-84.1532,2013,57,"Clermont, Goshen"
39.2325,-84.1532,2013,2,"Clermont, Goshen"
39.3224,-83.8109,2013,1,"Clinton, Martinsville"
40.8871,-80.675,2013,1,"Columbiana, Columbiana"
40.8871,-80.675,2013,1,"Columbiana, Columbiana"
40.8871,-80.675,2013,4,"Columbiana, Columbiana"
40.2761,-81.7517,2013,1,"Coshocton, West Lafayette"
40.7392,-82.7773,2013,1,"Crawford, Galion"
40.7392,-82.7773,2013,3,"Crawford, Galion"
41.3259,-84.2855,2013,13,"Defiance, Jewell"
40.1679,-83.08,2013,1,"Delaware, Powell"
41.4011,-82.808,2013,12,"Erie, Castalia"
41.1045,-82.6137,2013,5,"Huron, North Fairfield"
39.8665,-83.0703,2013,176,"Franklin, Grove City"
39.8665,-83.0703,2013,18,"Franklin, Grove City"
41.7113,-83.9053,2013,1,"Fulton, Metamora"
38.8862,-82.1463,2013,57,"Gallia, Addison"
38.8862,-82.1463,2013,1,"Gallia, Addison"
39.6598,-83.7431,2013,2,"Greene, Jamestown"
39.6598,-83.7431,2013,1,"Greene, Jamestown"
40.0221,-81.5868,2013,14,"Guernsey, Cambridge"
40.0221,-81.5868,2013,41,"Guernsey, Cambridge"
39.1864,-84.763,2013,30,"Hamilton, Hooven"
39.0747,-83.3871,2013,7,"Highland, Sinking Spring"
39.0747,-83.3871,2013,31,"Highland, Sinking Spring"
39.1907,-81.7495,2013,7,"Athens, Hockingport"
41.2508,-82.4915,2013,8,"Huron, Collins"
39.1117,-82.6108,2013,5,"Jackson, Coalton"
40.5209,-81.0031,2013,1,"Carroll, Harlem Springs"
40.5209,-81.0031,2013,3,"Carroll, Harlem Springs"
39.2325,-84.1532,2013,236,"Clermont, Goshen"
39.3224,-83.8109,2013,1,"Clinton, Martinsville"
39.3224,-83.8109,2013,60,"Clinton, Martinsville"
40.8871,-80.675,2013,13,"Columbiana, Columbiana"
40.8871,-80.675,2013,11,"Columbiana, Columbiana"
40.2761,-81.7517,2013,1,"Coshocton, West Lafayette"
41.4948,-81.5348,2013,54,"Cuyahoga, University Heights"
41.4948,-81.5348,2013,34,"Cuyahoga, University Heights"
41.4948,-81.5348,2013,142,"Cuyahoga, University Heights"
41.4948,-81.5348,2013,18,"Cuyahoga, University Heights"
41.3259,-84.2855,2013,3,"Defiance, Jewell"
41.1045,-82.6137,2013,2,"Huron, North Fairfield"
39.6522,-83.5564,2013,6,"Fayette, Jeffersonville"
39.8665,-83.0703,2013,2,"Franklin, Grove City"
39.8665,-83.0703,2013,38,"Franklin, Grove City"
41.7113,-83.9053,2013,10,"Fulton, Metamora"
41.7113,-83.9053,2013,1,"Fulton, Metamora"
41.3722,-81.0591,2013,1,"Geauga, Parkman"
39.6598,-83.7431,2013,29,"Greene, Jamestown"
40.0221,-81.5868,2013,2,"Guernsey, Cambridge"
39.1864,-84.763,2013,6,"Hamilton, Hooven"
40.9348,-83.8235,2013,4,"Hancock, Mount Cory"
40.9348,-83.8235,2013,12,"Hancock, Mount Cory"
40.9348,-83.8235,2013,22,"Hancock, Mount Cory"
40.9348,-83.8235,2013,2,"Hancock, Mount Cory"
40.8064,-83.5114,2013,17,"Hardin, Forest"
40.8064,-83.5114,2013,1,"Hardin, Forest"
39.3938,-84.5652,2013,43,"Butler, Hamilton"
39.3938,-84.5652,2013,27,"Butler, Hamilton"
39.2325,-84.1532,2013,27,"Clermont, Goshen"
39.3224,-83.8109,2013,5,"Clinton, Martinsville"
39.3224,-83.8109,2013,1,"Clinton, Martinsville"
40.8871,-80.675,2013,141,"Columbiana, Columbiana"
40.8871,-80.675,2013,2,"Columbiana, Columbiana"
40.7392,-82.7773,2013,85,"Crawford, Galion"
41.4948,-81.5348,2013,2277,"Cuyahoga, University Heights"
41.4948,-81.5348,2013,4,"Cuyahoga, University Heights"
40.2802,-84.6384,2013,6,"Darke, Rossburg"
41.3259,-84.2855,2013,10,"Defiance, Jewell"
41.3259,-84.2855,2013,5,"Defiance, Jewell"
40.1679,-83.08,2013,29,"Delaware, Powell"
40.1679,-83.08,2013,2,"Delaware, Powell"
39.8665,-83.0703,2013,95,"Franklin, Grove City"
41.7113,-83.9053,2013,1,"Fulton, Metamora"
41.3722,-81.0591,2013,52,"Geauga, Parkman"
39.8862,-84.0243,2013,1,"Clark, Crystal Lakes"
39.2325,-84.1532,2013,2,"Clermont, Goshen"
39.3224,-83.8109,2013,10,"Clinton, Martinsville"
39.3224,-83.8109,2013,1,"Clinton, Martinsville"
40.7392,-82.7773,2013,2,"Crawford, Galion"
41.3259,-84.2855,2013,1,"Defiance, Jewell"
40.1679,-83.08,2013,167,"Delaware, Powell"
40.1679,-83.08,2013,2,"Delaware, Powell"
41.4011,-82.808,2013,8,"Erie, Castalia"
41.4011,-82.808,2013,25,"Erie, Castalia"
41.4011,-82.808,2013,7,"Erie, Castalia"
41.1045,-82.6137,2013,2,"Huron, North Fairfield"
41.1045,-82.6137,2013,264,"Huron, North Fairfield"
39.6522,-83.5564,2013,44,"Fayette, Jeffersonville"
39.8665,-83.0703,2013,12,"Franklin, Grove City"
39.8665,-83.0703,2013,2,"Franklin, Grove City"
41.7113,-83.9053,2013,1,"Fulton, Metamora"
41.7113,-83.9053,2013,25,"Fulton, Metamora"
40.0221,-81.5868,2013,1,"Guernsey, Cambridge"
39.1907,-81.7495,2013,25,"Athens, Hockingport"
39.6598,-83.7431,2013,5,"Greene, Jamestown"
39.6598,-83.7431,2013,4,"Greene, Jamestown"
39.6598,-83.7431,2013,3,"Greene, Jamestown"
39.6598,-83.7431,2013,3,"Greene, Jamestown"
40.0221,-81.5868,2013,42,"Guernsey, Cambridge"
40.9348,-83.8235,2013,86,"Hancock, Mount Cory"
40.8064,-83.5114,2013,21,"Hardin, Forest"
39.0747,-83.3871,2013,1,"Highland, Sinking Spring"
41.2508,-82.4915,2013,3,"Huron, Collins"
39.1117,-82.6108,2013,50,"Jackson, Coalton"
39.1117,-82.6108,2013,15,"Jackson, Coalton"
40.5342,-82.5049,2013,17,"Knox, Ankenytown"
39.9595,-82.4129,2013,2,"Licking, Jacksontown"
40.4007,-83.5444,2013,3,"Logan, West Mansfield"
41.3128,-81.9157,2013,10,"Lorain, Columbia Hills Corners"
39.9487,-83.2993,2013,38,"Madison, West Jefferson"
40.9207,-81.0231,2013,8,"Mahoning, Sebring"
41.0348,-82.0122,2013,3,"Medina, Lodi"
