经度,纬度,年份,数目,地名
-84.7903,37.5855,2011,103,"Boyle, Kentucky"
-85.7146,38.0645,2011,347,"Bullitt, Kentucky"
-79.74,40.9505,2011,403,"Butler, Pennsylvania"
-82.3188,38.4154,2011,804,"Cabell, West Virginia"
-88.0604,37.2085,2011,58,"Caldwell, Kentucky"
-88.4381,36.5892,2011,101,"Calloway, Kentucky"
-78.8446,40.4111,2011,655,"Cambria, Pennsylvania"
-84.4815,39.0401,2011,1015,"Campbell, Kentucky"
-79.2895,37.2338,2011,190,"Campbell, Virginia"
-85.0681,38.6098,2011,125,"Carroll, Kentucky"
-80.6997,36.6771,2011,224,"Carroll, Virginia"
-82.9371,38.3318,2011,306,"Carter, Kentucky"
-84.9875,37.4551,2011,114,"Casey, Kentucky"
-77.7057,40.98,2011,848,"Centre, Pennsylvania"
-77.6492,37.506,2011,1586,"Chesterfield, Virginia"
-87.4875,37.12,2011,367,"Christian, Kentucky"
-83.7635,37.1464,2011,273,"Clay, Kentucky"
-81.0815,38.4662,2011,78,"Clay, West Virginia"
-84.1532,39.2325,2011,890,"Clermont, Ohio"
-77.5306,41.0094,2011,111,"Clinton, Pennsylvania"
-80.1395,37.4293,2011,35,"Craig, Virginia"
-84.418,41.5024,2010,4,"Williams, Ohio"
-81.3975,39.0618,2010,12,"Wirt, West Virginia"
-88.8827,37.0846,2011,17,"Ballard, Kentucky"
-81.1501,37.1521,2011,25,"Bland, Virginia"
-84.5652,39.3938,2011,1849,"Butler, Ohio"
-75.7009,40.8289,2011,306,"Carbon, Pennsylvania"
-77.3473,38.0533,2011,260,"Caroline, Virginia"
-75.885,39.9639,2011,2189,"Chester, Pennsylvania"
-79.3803,41.2106,2011,244,"Clarion, Pennsylvania"
-78.7749,41.1062,2011,199,"Clearfield, Pennsylvania"
-83.8109,39.3224,2011,360,"Clinton, Ohio"
-76.4969,41.0177,2011,367,"Columbia, Pennsylvania"
-80.675,40.8871,2011,365,"Columbiana, Ohio"
-81.7517,40.2761,2011,42,"Coshocton, Ohio"
-82.7773,40.7392,2011,174,"Crawford, Ohio"
-77.8267,38.416,2011,528,"Culpeper, Virginia"
-85.5053,36.8319,2011,29,"Cumberland, Kentucky"
-76.9274,40.2422,2011,214,"Cumberland, Pennsylvania"
-81.5348,41.4948,2011,3754,"Cuyahoga, Ohio"
-81.0031,40.5209,2011,98,"Carroll, Ohio"
-78.601,36.9933,2011,33,"Charlotte, Virginia"
-77.9823,39.1508,2011,47,"Clarke, Virginia"
-88.1411,37.2198,2011,37,"Crittenden, Kentucky"
-76.8843,40.2752,2011,2514,"Dauphin, Pennsylvania"
-84.2855,41.3259,2011,431,"Defiance, Ohio"
-83.08,40.1679,2011,1222,"Delaware, Ohio"
-75.4338,39.894,2011,4699,"Delaware, Pennsylvania"
-86.2847,37.2895,2011,86,"Edmonson, Kentucky"
-82.808,41.4011,2011,689,"Erie, Ohio"
-79.8333,42.2134,2011,1620,"Erie, Pennsylvania"
-77.1579,38.8514,2011,3833,"Fairfax, Virginia"
-82.5446,39.8426,2011,1204,"Fairfield, Ohio"
-84.5255,38.1059,2011,1831,"Fayette, Kentucky"
-79.5872,40.0903,2011,1007,"Fayette, Pennsylvania"
-81.0795,37.9607,2011,125,"Fayette, West Virginia"
-82.7994,37.451,2011,230,"Floyd, Kentucky"
-78.1638,37.7533,2011,62,"Fluvanna, Virginia"
-84.8955,38.3228,2011,361,"Franklin, Kentucky"
-83.0703,39.8665,2011,5503,"Franklin, Ohio"
-77.515,39.7243,2011,706,"Franklin, Pennsylvania"
-79.9917,36.8293,2011,212,"Franklin, Virginia"
-78.3319,39.264,2011,583,"Frederick, Virginia"
-83.9053,41.7113,2011,118,"Fulton, Ohio"
-77.9958,39.932,2011,117,"Fulton, Pennsylvania"
-84.4094,37.6167,2011,52,"Garrard, Kentucky"
-80.8576,37.373,2011,190,"Giles, Virginia"
-80.9496,38.9815,2011,82,"Gilmer, West Virginia"
-86.226,37.4937,2011,165,"Grayson, Kentucky"
-83.7431,39.6598,2011,840,"Greene, Ohio"
-77.4689,36.816,2011,107,"Greensville, Virginia"
-81.5868,40.0221,2011,325,"Guernsey, Ohio"
-84.763,39.1864,2011,10837,"Hamilton, Ohio"
-78.5228,39.3732,2011,118,"Hampshire, West Virginia"
-83.8235,40.9348,2011,493,"Hancock, Ohio"
-80.5998,40.6179,2011,97,"Hancock, West Virginia"
-77.3706,37.7668,2011,609,"Hanover, Virginia"
-85.9358,37.8193,2011,791,"Hardin, Kentucky"
-83.5114,40.8064,2011,446,"Hardin, Ohio"
-83.4045,36.8155,2011,434,"Harlan, Kentucky"
-85.7672,37.2903,2011,104,"Hart, Kentucky"
-79.7872,36.6871,2011,160,"Henry, Virginia"
-83.9635,40.2174,2011,119,"Champaign, Ohio"
-76.3024,36.6778,2011,12,"Chesapeake (city), Virginia"
-84.1908,38.0014,2011,257,"Clark, Kentucky"
-79.8364,41.8176,2011,381,"Crawford, Pennsylvania"
-86.9805,37.7892,2011,588,"Daviess, Kentucky"
-82.3763,37.1026,2011,104,"Dickenson, Virginia"
-83.0188,38.1879,2011,53,"Elliott, Kentucky"
-83.9685,37.6969,2011,31,"Estill, Kentucky"
-77.6661,38.6355,2011,506,"Fauquier, Virginia"
-83.5564,39.6522,2011,117,"Fayette, Ohio"
-79.448,41.4937,2011,31,"Forest, Pennsylvania"
-76.4402,37.2801,2011,138,"Gloucester, Virginia"
-84.5966,38.7326,2011,119,"Grant, Kentucky"
-78.4417,38.2504,2011,124,"Greene, Virginia"
-82.6911,38.4949,2011,125,"Greenup, Kentucky"
-80.2989,39.3923,2011,148,"Harrison, West Virginia"
-85.3036,38.4623,2011,11,"Henry, Kentucky"
-83.9415,41.371,2011,117,"Henry, Ohio"
-83.3871,39.0747,2011,320,"Highland, Ohio"
-77.2985,37.2914,2011,8,"Hopewell (city), Virginia"
-87.6885,37.1737,2011,359,"Hopkins, Kentucky"
-77.7219,36.9853,2011,110,"Dinwiddie, Virginia"
-80.7407,39.1254,2011,41,"Doddridge, West Virginia"
-78.6869,41.5726,2011,103,"Elk, Pennsylvania"
-80.2045,37.0379,2011,123,"Floyd, Virginia"
-88.9353,36.5767,2011,81,"Fulton, Kentucky"
-82.1463,38.8862,2011,319,"Gallia, Ohio"
-81.0591,41.3722,2011,82,"Geauga, Ohio"
-77.7022,37.6015,2011,52,"Goochland, Virginia"
-88.5692,36.5603,2011,297,"Graves, Kentucky"
-81.6257,36.6015,2011,76,"Grayson, Virginia"
-79.9986,39.9476,2011,140,"Greene, Pennsylvania"
-78.8661,38.8779,2011,138,"Hardy, West Virginia"
-84.2366,38.5426,2011,47,"Harrison, Kentucky"
-81.2812,40.2737,2011,38,"Harrison, Ohio"
-87.3542,37.8512,2011,136,"Henderson, Kentucky"
-77.4322,37.6274,2011,1161,"Henrico, Virginia"
-89.102,36.7596,2011,28,"Hickman, Kentucky"
-82.5993,39.4187,2011,72,"Hocking, Ohio"
-81.9164,40.5533,2011,91,"Holmes, Ohio"
-78.1697,40.3821,2011,221,"Huntingdon, Pennsylvania"
-82.4915,41.2508,2011,266,"Huron, Ohio"
-79.1646,40.6783,2011,740,"Indiana, Pennsylvania"
-82.6108,39.1117,2011,496,"Jackson, Ohio"
-85.6333,38.2907,2011,5953,"Jefferson, Kentucky"
-80.652,40.3653,2011,324,"Jefferson, Ohio"
-78.8765,40.9702,2011,252,"Jefferson, Pennsylvania"
-84.6545,37.8787,2011,341,"Jessamine, Kentucky"
-82.8382,37.8806,2011,170,"Johnson, Kentucky"
-81.3502,38.486,2011,1790,"Kanawha, West Virginia"
-84.5675,39.0338,2011,1104,"Kenton, Kentucky"
-82.5049,40.5342,2011,61,"Knox, Ohio"
-75.666,41.4846,2011,1006,"Lackawanna, Pennsylvania"
-76.9665,37.2273,2010,13,"Surry, Virginia"
-78.5222,38.041,2011,239,"Albemarle, Virginia"
-84.0243,39.8862,2011,114,"Clark, Ohio"
-85.0683,36.8051,2011,35,"Clinton, Kentucky"
-84.6384,40.2802,2011,203,"Darke, Ohio"
-84.8239,38.7252,2011,48,"Gallatin, Kentucky"
-78.7284,36.839,2011,261,"Halifax, Virginia"
-78.0883,37.6674,2011,38,"Cumberland, Virginia"
-76.8665,37.9185,2011,117,"Essex, Virginia"
-83.6341,38.2126,2011,66,"Fleming, Kentucky"
-80.4715,37.7503,2011,103,"Greenbrier, West Virginia"
-76.8308,36.866,2011,137,"Isle of Wight, Virginia"
-83.7598,36.8353,2011,281,"Knox, Kentucky"
-84.161,37.0037,2011,688,"Laurel, Kentucky"
-80.2625,40.8618,2011,377,"Lawrence, Pennsylvania"
-83.6085,37.6023,2011,142,"Lee, Kentucky"
-83.1152,36.6871,2011,78,"Lee, Virginia"
-83.3907,36.954,2011,95,"Leslie, Kentucky"
-82.7493,37.1638,2011,241,"Letcher, Kentucky"
-83.2524,38.354,2011,53,"Lewis, Kentucky"
-86.7419,36.95,2011,157,"Logan, Kentucky"
-83.5444,40.4007,2011,284,"Logan, Ohio"
-86.8921,37.2093,2011,66,"Butler, Kentucky"
-76.8978,36.9052,2011,23,"Southampton, Virginia"
-83.9735,37.5751,2011,198,"Jackson, Kentucky"
-76.8041,37.3799,2011,215,"James City, Virginia"
-81.469,41.6072,2011,3054,"Lake, Ohio"
-76.3275,39.832,2011,1866,"Lancaster, Pennsylvania"
-85.7353,37.5668,2011,34,"Larue, Kentucky"
-82.4488,38.4298,2011,188,"Lawrence, Ohio"
-76.448,40.337,2011,863,"Lebanon, Pennsylvania"
-75.5072,40.6666,2011,2577,"Lehigh, Pennsylvania"
-82.4129,39.9595,2011,1813,"Licking, Ohio"
-81.9923,37.805,2011,348,"Logan, West Virginia"
-81.9157,41.3128,2011,248,"Lorain, Ohio"
-77.4712,39.0302,2011,996,"Loudoun, Virginia"
-77.9061,38.0068,2011,145,"Louisa, Virginia"
-83.582,41.6639,2011,1979,"Lucas, Ohio"
-78.1283,36.9608,2011,85,"Lunenburg, Virginia"
-75.8214,41.3338,2011,1712,"Luzerne, Pennsylvania"
-76.9455,41.3265,2011,622,"Lycoming, Pennsylvania"
-83.2993,39.9487,2011,417,"Madison, Ohio"
-85.2625,37.5156,2011,91,"Marion, Kentucky"
-80.1696,39.5013,2011,391,"Marion, West Virginia"
-80.7335,39.9854,2011,91,"Marshall, West Virginia"
-83.9191,38.7054,2011,189,"Mason, Kentucky"
-82.1706,38.6663,2011,45,"Mason, West Virginia"
-76.2883,37.4984,2011,32,"Mathews, Virginia"
-84.4395,36.6648,2011,69,"McCreary, Kentucky"
-85.9915,37.9366,2011,90,"Meade, Kentucky"
-78.3908,36.666,2011,163,"Mecklenburg, Virginia"
-82.0122,41.0348,2011,744,"Medina, Ohio"
-82.034,39.0292,2011,126,"Meigs, Ohio"
-83.4596,37.9554,2011,34,"Menifee, Kentucky"
-84.9097,37.6965,2011,168,"Mercer, Kentucky"
-84.7761,40.4113,2011,220,"Mercer, Ohio"
-80.0893,41.1572,2011,409,"Mercer, Pennsylvania"
-80.964,37.4362,2011,567,"Mercer, West Virginia"
-84.4084,39.9951,2011,501,"Miami, Ohio"
-77.8141,40.5331,2011,163,"Mifflin, Pennsylvania"
-85.6927,36.7012,2011,48,"Monroe, Kentucky"
-80.5419,37.5905,2011,19,"Monroe, West Virginia"
-83.8925,37.997,2011,324,"Montgomery, Kentucky"
-84.3165,39.7927,2011,8041,"Montgomery, Ohio"
-80.4405,37.0675,2011,761,"Montgomery, Virginia"
-76.635,40.9865,2011,84,"Montour, Pennsylvania"
-78.4553,39.5313,2011,64,"Morgan, West Virginia"
-82.6618,40.6209,2011,216,"Morrow, Ohio"
-82.018,39.9037,2011,357,"Muskingum, Ohio"
-85.2196,37.8996,2011,170,"Nelson, Kentucky"
-83.8866,38.302,2011,49,"Nicholas, Kentucky"
-80.8512,38.2001,2011,153,"Nicholas, West Virginia"
-81.2824,39.9156,2011,39,"Noble, Ohio"
-75.2024,40.6295,2011,1862,"Northampton, Pennsylvania"
-76.6713,40.7841,2011,167,"Northumberland, Pennsylvania"
-83.6802,37.4743,2011,108,"Owsley, Kentucky"
-80.3578,36.7168,2011,131,"Patrick, Virginia"
-83.2752,37.2245,2011,721,"Perry, Kentucky"
-77.0278,40.3951,2011,306,"Perry, Pennsylvania"
-75.134,40.0076,2011,26969,"Philadelphia, Pennsylvania"
-82.7779,39.554,2011,477,"Pickaway, Ohio"
-81.8235,38.8656,2011,197,"Jackson, West Virginia"
-77.7517,39.3242,2011,103,"Jefferson, West Virginia"
-77.114,40.6868,2011,28,"Juniata, Pennsylvania"
-83.0941,37.4957,2011,91,"Knott, Kentucky"
-76.538,37.7301,2011,34,"Lancaster, Virginia"
-82.6735,37.9459,2011,39,"Lawrence, Kentucky"
-80.6551,39.0393,2011,36,"Lewis, West Virginia"
-84.7579,37.453,2011,143,"Lincoln, Kentucky"
-84.2928,37.724,2011,368,"Madison, Kentucky"
-78.3261,38.4879,2011,41,"Madison, Virginia"
-83.1516,37.7015,2011,82,"Magoffin, Kentucky"
-81.0231,40.9207,2011,2139,"Mahoning, Ohio"
-82.4223,37.8416,2011,63,"Martin, Kentucky"
-88.612,36.9728,2011,516,"McCracken, Kentucky"
-81.3572,37.3675,2011,79,"McDowell, West Virginia"
-78.9223,39.337,2011,105,"Mineral, West Virginia"
-81.0354,39.8489,2011,15,"Monroe, Ohio"
-75.418,41.177,2011,977,"Monroe, Pennsylvania"
-75.2744,40.2111,2011,625,"Montgomery, Pennsylvania"
-83.0488,37.9734,2011,86,"Morgan, Kentucky"
-81.9154,39.7373,2011,41,"Morgan, Ohio"
-87.2125,37.1231,2011,186,"Muhlenberg, Kentucky"
-78.8828,37.913,2011,73,"Nelson, Virginia"
-76.5185,37.1052,2011,48,"Newport News (city), Virginia"
-88.3589,37.2456,2011,17,"Livingston, Kentucky"
-77.4448,38.7717,2011,113,"Manassas Park (city), Virginia"
-88.4656,36.867,2011,60,"Marshall, Kentucky"
-76.5747,37.6395,2011,75,"Middlesex, Virginia"
-77.0436,37.4418,2011,94,"New Kent, Virginia"
-88.0769,37.0759,2011,21,"Lyon, Kentucky"
-83.2077,40.5321,2011,333,"Marion, Ohio"
-82.1696,37.6262,2011,45,"Mingo, West Virginia"
-79.9868,39.6587,2011,105,"Monongalia, West Virginia"
-76.3477,37.8832,2011,52,"Northumberland, Virginia"
-80.6951,40.0753,2011,308,"Ohio, West Virginia"
-85.4839,38.3355,2011,103,"Oldham, Kentucky"
-82.8369,41.5853,2011,244,"Ottawa, Ohio"
-82.4271,39.921,2011,259,"Perry, Ohio"
-82.0632,37.4807,2011,390,"Pike, Kentucky"
-82.9102,39.1517,2011,151,"Pike, Ohio"
-75.183,41.4045,2011,185,"Pike, Pennsylvania"
-79.4196,36.6716,2011,192,"Pittsylvania, Virginia"
-80.0915,38.2746,2011,63,"Pocahontas, West Virginia"
-83.9691,37.9059,2011,116,"Powell, Kentucky"
-77.2604,38.6823,2011,236,"Prince William, Virginia"
-84.6329,37.1745,2011,271,"Pulaski, Kentucky"
-80.7255,36.9342,2011,592,"Pulaski, Virginia"
-81.4371,37.9443,2011,505,"Raleigh, West Virginia"
-79.8886,37.2747,2011,652,"Roanoke, Virginia"
-79.5431,37.6301,2011,133,"Rockbridge, Virginia"
-83.1842,39.4069,2011,772,"Ross, Ohio"
-83.3185,38.2529,2011,275,"Rowan, Kentucky"
-85.0683,36.995,2011,74,"Russell, Kentucky"
-82.2961,36.9791,2011,297,"Russell, Virginia"
-76.235,40.8565,2011,827,"Schuylkill, Pennsylvania"
-82.7962,36.7196,2011,391,"Scott, Virginia"
-83.3285,41.2162,2011,292,"Seneca, Ohio"
-84.2597,40.4389,2011,368,"Shelby, Ohio"
-78.3681,39.0551,2011,430,"Shenandoah, Virginia"
-79.8636,36.6827,2011,13,"Martinsville (city), Virginia"
-78.66,41.8694,2011,184,"McKean, Pennsylvania"
-87.1342,37.4919,2011,40,"McLean, Kentucky"
-75.8283,37.5295,2011,67,"Northampton, Virginia"
-78.0029,37.0821,2011,112,"Nottoway, Virginia"
-78.1125,38.2484,2011,129,"Orange, Virginia"
-84.9769,38.6134,2011,28,"Owen, Kentucky"
-78.4545,38.6653,2011,277,"Page, Virginia"
-84.7378,41.1798,2011,30,"Paulding, Ohio"
-84.3311,38.6708,2011,119,"Pendleton, Kentucky"
-81.0501,41.0245,2011,1309,"Portage, Ohio"
-78.0205,41.9207,2011,170,"Potter, Pennsylvania"
-77.9267,37.5427,2011,112,"Powhatan, Virginia"
-79.8003,39.5512,2011,150,"Preston, West Virginia"
-84.2693,41.0997,2011,20,"Putnam, Ohio"
-78.2322,38.6562,2011,70,"Rappahannock, Virginia"
-82.4502,40.9345,2011,497,"Richland, Ohio"
-76.6625,37.9501,2011,13,"Richmond, Virginia"
-79.2413,38.6219,2011,14,"Pendleton, West Virginia"
-76.259,36.8945,2011,35,"Norfolk (city), Virginia"
-79.3662,39.2711,2011,20,"Grant, West Virginia"
-86.7728,37.5589,2011,66,"Ohio, Kentucky"
-81.2401,39.3201,2011,20,"Pleasants, West Virginia"
-79.8967,38.7968,2011,79,"Randolph, West Virginia"
-81.3531,38.8025,2011,56,"Roane, West Virginia"
-84.0358,38.5317,2011,19,"Robertson, Kentucky"
-78.9061,38.6601,2011,460,"Rockingham, Virginia"
-82.842,38.7383,2011,826,"Scioto, Ohio"
-85.0744,38.137,2011,127,"Shelby, Kentucky"
-78.772,39.9834,2011,235,"Somerset, Pennsylvania"
-85.1511,38.0562,2011,62,"Spencer, Kentucky"
-77.5885,38.1982,2011,798,"Spotsylvania, Virginia"
-77.4655,38.3319,2011,696,"Stafford, Virginia"
-81.4165,40.8159,2011,2844,"Stark, Ohio"
-76.6847,36.5882,2011,6,"Suffolk (city), Virginia"
-80.8865,37.7243,2011,35,"Summers, West Virginia"
-77.2875,36.8457,2011,68,"Sussex, Virginia"
-81.6387,37.1909,2011,464,"Tazewell, Virginia"
-77.069,41.6795,2011,126,"Tioga, Pennsylvania"
-80.6656,41.462,2011,1012,"Trumbull, Ohio"
-81.495,40.5609,2011,312,"Tuscarawas, Ohio"
-83.2628,40.3533,2011,285,"Union, Ohio"
-77.1564,40.9002,2011,42,"Union, Pennsylvania"
-80.2279,38.9927,2011,210,"Upshur, West Virginia"
-84.7746,40.8006,2011,184,"Van Wert, Ohio"
-84.1236,39.3496,2011,1057,"Warren, Ohio"
-85.0701,37.7355,2011,42,"Washington, Kentucky"
-81.4562,39.6314,2011,313,"Washington, Ohio"
-80.4091,40.3264,2011,996,"Washington, Pennsylvania"
-81.9948,40.9864,2011,614,"Wayne, Ohio"
-84.1004,36.9321,2011,275,"Whitley, Kentucky"
-82.7774,36.8615,2011,578,"Wise, Virginia"
-83.3836,40.95,2011,16,"Wyandot, Ohio"
-76.0457,41.6119,2011,117,"Wyoming, Pennsylvania"
-81.192,36.8862,2011,495,"Wythe, Virginia"
-75.7182,37.6917,2012,152,"Accomack, Virginia"
-77.1569,39.8826,2012,269,"Adams, Pennsylvania"
-77.0861,38.8184,2012,63,"Alexandria (city), Virginia"
-79.9795,37.8865,2012,123,"Alleghany, Virginia"
-80.1873,40.4001,2012,8196,"Allegheny, Pennsylvania"
-84.7133,39.7917,2011,70,"Preble, Ohio"
-84.4144,37.4027,2011,225,"Rockcastle, Kentucky"
-83.3218,41.388,2011,137,"Sandusky, Ohio"
-86.7347,36.7509,2011,115,"Simpson, Kentucky"
-81.5927,36.7929,2011,193,"Smyth, Virginia"
-77.3107,40.7078,2011,125,"Snyder, Pennsylvania"
-81.5219,41.0802,2011,1372,"Summit, Ohio"
-75.8762,41.8332,2011,116,"Susquehanna, Pennsylvania"
-85.3689,37.4256,2011,106,"Taylor, Kentucky"
-87.2425,37.01,2011,30,"Todd, Kentucky"
-85.3174,38.5955,2011,9,"Trimble, Kentucky"
-79.8736,41.4998,2011,310,"Venango, Pennsylvania"
-86.4371,36.9725,2011,503,"Warren, Kentucky"
-79.0941,41.7806,2011,141,"Warren, Pennsylvania"
-78.1033,38.9231,2011,505,"Warren, Virginia"
-81.6382,36.666,2011,474,"Washington, Virginia"
-80.3731,38.4604,2011,78,"Webster, West Virginia"
-79.677,40.3312,2011,1647,"Westmoreland, Pennsylvania"
-83.5166,37.8301,2011,66,"Wolfe, Kentucky"
-81.513,39.1806,2011,381,"Wood, West Virginia"
-84.7563,37.972,2011,40,"Woodford, Kentucky"
-81.4179,37.7154,2011,26,"Wyoming, West Virginia"
-76.5841,39.9163,2011,3417,"York, Pennsylvania"
-76.433,37.1982,2011,233,"York, Virginia"
-85.3197,37.1803,2012,145,"Adair, Kentucky"
-83.4713,38.8559,2012,434,"Adams, Ohio"
-78.5222,38.041,2012,172,"Albemarle, Virginia"
-86.2961,36.7956,2012,184,"Allen, Kentucky"
-84.0848,40.8305,2012,718,"Allen, Ohio"
-76.5832,41.4102,2011,42,"Sullivan, Pennsylvania"
-76.9665,37.2273,2011,14,"Surry, Virginia"
-80.9351,39.6035,2011,48,"Tyler, West Virginia"
-76.0435,36.7335,2011,45,"Virginia Beach (city), Virginia"
-75.2731,41.3957,2011,99,"Wayne, Pennsylvania"
-82.4415,38.2254,2011,56,"Wayne, West Virginia"
-76.8229,38.0941,2011,118,"Westmoreland, Virginia"
-80.7316,39.5689,2011,36,"Wetzel, West Virginia"
-84.418,41.5024,2011,12,"Williams, Ohio"
-79.1058,37.4487,2012,307,"Amherst, Virginia"
-84.935,38.089,2012,78,"Anderson, Kentucky"
-77.1011,38.8786,2012,788,"Arlington, Virginia"
-79.4603,40.9185,2012,290,"Armstrong, Pennsylvania"
-82.2818,40.9214,2012,881,"Ashland, Ohio"
-82.1261,39.4005,2012,708,"Athens, Ohio"
-79.0087,38.1939,2012,308,"Augusta, Virginia"
-85.9264,37.0048,2012,293,"Barren, Kentucky"
-79.5709,38.1948,2012,28,"Bath, Virginia"
-80.4738,40.5989,2012,631,"Beaver, Pennsylvania"
-79.7253,37.3866,2012,370,"Bedford, Virginia"
-83.8774,36.5942,2012,257,"Bell, Kentucky"
-81.1313,40.1621,2012,369,"Belmont, Ohio"
-77.9779,39.458,2012,727,"Berkeley, West Virginia"
-76.1391,40.3495,2012,2463,"Berks, Pennsylvania"
-78.2272,40.6864,2012,574,"Blair, Pennsylvania"
-84.6731,38.9472,2012,405,"Boone, Kentucky"
-79.8779,37.4167,2012,172,"Botetourt, Virginia"
-84.1101,38.1425,2012,80,"Bourbon, Kentucky"
-82.7816,38.3354,2012,474,"Boyd, Kentucky"
-84.0666,38.6818,2012,58,"Bracken, Kentucky"
-84.4699,38.2204,2011,80,"Scott, Kentucky"
-87.8909,37.5584,2011,73,"Union, Kentucky"
-82.5243,39.1591,2011,71,"Vinton, Ohio"
-84.8506,36.8404,2011,173,"Wayne, Kentucky"
-83.4363,41.3236,2011,723,"Wood, Ohio"
-77.9882,37.3366,2012,78,"Amelia, Virginia"
-80.6173,41.8567,2012,1078,"Ashtabula, Ohio"
-84.146,40.6513,2012,250,"Auglaize, Ohio"
-88.8827,37.0846,2012,11,"Ballard, Kentucky"
-83.6156,38.1193,2012,80,"Bath, Kentucky"
-84.7903,37.5855,2012,120,"Boyle, Kentucky"
-76.1763,41.7606,2012,339,"Bradford, Pennsylvania"
-80.8979,38.5632,2012,147,"Braxton, West Virginia"
-78.8735,38.4362,2011,10,"Harrisonburg (city), Virginia"
-85.6187,36.9841,2011,62,"Metcalfe, Kentucky"
-81.9256,38.5374,2011,119,"Putnam, West Virginia"
-76.354,36.8468,2011,12,"Portsmouth (city), Virginia"
-81.1709,39.1226,2011,47,"Ritchie, West Virginia"
-80.1287,39.2666,2011,1,"Taylor, West Virginia"
-78.682,37.2642,2012,64,"Appomattox, Virginia"
-87.7342,37.4662,2011,51,"Webster, Kentucky"
-78.5075,40.2592,2012,205,"Bedford, Pennsylvania"
-81.7138,37.9713,2012,32,"Boone, West Virginia"
-80.6102,40.2811,2012,14,"Brooke, West Virginia"
-83.7878,38.8673,2012,288,"Brown, Ohio"
-77.8937,36.8553,2012,157,"Brunswick, Virginia"
-81.8015,37.2473,2012,217,"Buchanan, Virginia"
-78.6333,37.494,2012,113,"Buckingham, Virginia"
-74.8852,40.1015,2012,4915,"Bucks, Pennsylvania"
-84.5652,39.3938,2012,2053,"Butler, Ohio"
-82.3188,38.4154,2012,508,"Cabell, West Virginia"
-88.0604,37.2085,2012,111,"Caldwell, Kentucky"
-88.4381,36.5892,2012,104,"Calloway, Kentucky"
-78.8446,40.4111,2012,572,"Cambria, Pennsylvania"
-84.4815,39.0401,2012,981,"Campbell, Kentucky"
-79.2895,37.2338,2012,356,"Campbell, Virginia"
-75.7009,40.8289,2012,277,"Carbon, Pennsylvania"
-77.3473,38.0533,2012,210,"Caroline, Virginia"
-82.9371,38.3318,2012,291,"Carter, Kentucky"
-84.9875,37.4551,2012,138,"Casey, Kentucky"
-83.9635,40.2174,2012,98,"Champaign, Ohio"
-75.885,39.9639,2012,1499,"Chester, Pennsylvania"
-77.6492,37.506,2012,2017,"Chesterfield, Virginia"
-87.4875,37.12,2012,181,"Christian, Kentucky"
-84.1908,38.0014,2012,241,"Clark, Kentucky"
-84.0243,39.8862,2012,132,"Clark, Ohio"
-78.7749,41.1062,2012,140,"Clearfield, Pennsylvania"
-84.1532,39.2325,2012,791,"Clermont, Ohio"
-85.0683,36.8051,2012,60,"Clinton, Kentucky"
-83.8109,39.3224,2012,431,"Clinton, Ohio"
-82.7773,40.7392,2012,412,"Crawford, Ohio"
-79.8364,41.8176,2012,368,"Crawford, Pennsylvania"
-88.1411,37.2198,2012,22,"Crittenden, Kentucky"
-77.8267,38.416,2012,586,"Culpeper, Virginia"
-84.6384,40.2802,2012,143,"Darke, Ohio"
-76.8843,40.2752,2012,2039,"Dauphin, Pennsylvania"
-86.9805,37.7892,2012,547,"Daviess, Kentucky"
-84.2855,41.3259,2012,469,"Defiance, Ohio"
-83.08,40.1679,2012,625,"Delaware, Ohio"
-75.4338,39.894,2012,4576,"Delaware, Pennsylvania"
-82.3763,37.1026,2012,66,"Dickenson, Virginia"
-77.7219,36.9853,2012,91,"Dinwiddie, Virginia"
-86.2847,37.2895,2012,54,"Edmonson, Kentucky"
-82.808,41.4011,2012,834,"Erie, Ohio"
-79.8333,42.2134,2012,1463,"Erie, Pennsylvania"
-83.9685,37.6969,2012,60,"Estill, Kentucky"
-77.1579,38.8514,2012,3920,"Fairfax, Virginia"
-79.5872,40.0903,2012,901,"Fayette, Pennsylvania"
-82.7994,37.451,2012,148,"Floyd, Kentucky"
-84.8955,38.3228,2012,375,"Franklin, Kentucky"
-83.0703,39.8665,2012,5546,"Franklin, Ohio"
-77.515,39.7243,2012,565,"Franklin, Pennsylvania"
-81.1501,37.1521,2012,38,"Bland, Virginia"
-83.4585,37.4215,2012,105,"Breathitt, Kentucky"
-79.74,40.9505,2012,349,"Butler, Pennsylvania"
-78.1989,41.4148,2012,24,"Cameron, Pennsylvania"
-85.0681,38.6098,2012,191,"Carroll, Kentucky"
-80.6997,36.6771,2012,282,"Carroll, Virginia"
-77.7057,40.98,2012,479,"Centre, Pennsylvania"
-79.3803,41.2106,2012,174,"Clarion, Pennsylvania"
-76.4969,41.0177,2012,408,"Columbia, Pennsylvania"
-80.675,40.8871,2012,441,"Columbiana, Ohio"
-81.7517,40.2761,2012,86,"Coshocton, Ohio"
-80.1395,37.4293,2012,27,"Craig, Virginia"
-78.0883,37.6674,2012,55,"Cumberland, Virginia"
-81.5348,41.4948,2012,17801,"Cuyahoga, Ohio"
-80.7407,39.1254,2012,35,"Doddridge, West Virginia"
-83.0188,38.1879,2012,35,"Elliott, Kentucky"
-76.8665,37.9185,2012,150,"Essex, Virginia"
