year,loc_x,loc_y,estm_count,real_count
5,-78.2322,38.6562,31.2213642,18
6,-78.2322,38.6562,11.98513312,9
0,-80.9176,36.666,43.59325326,31
1,-80.9176,36.666,19.62167285,0
2,-80.9176,36.666,4.587225851,0
3,-80.9176,36.666,4.495460804,16
4,-80.9176,36.666,3.346729876,0
5,-80.9176,36.666,-0.540125467,0
6,-80.9176,36.666,6.815489981,10
0,-79.8636,36.6827,60.92161596,92
1,-79.8636,36.6827,16.23578868,13
2,-79.8636,36.6827,-7.547728143,0
3,-79.8636,36.6827,257.5444426,144
4,-79.8636,36.6827,48.55379248,0
5,-79.8636,36.6827,5.796038678,5
6,-79.8636,36.6827,24.53949394,21
0,-76.8041,37.3799,266.7521957,237
1,-76.8041,37.3799,250.1005395,215
2,-76.8041,37.3799,280.8770133,281
3,-76.8041,37.3799,198.2847221,186
4,-76.8041,37.3799,229.3395291,193
5,-76.8041,37.3799,198.3195873,164
6,-76.8041,37.3799,122.2404471,133
0,-79.4088,36.5831,377.1816447,332
1,-79.4088,36.5831,32.58953592,0
2,-79.4088,36.5831,10.0728513,0
3,-79.4088,36.5831,371.001418,348
4,-79.4088,36.5831,-9.107174934,0
5,-79.4088,36.5831,-16.87908393,0
6,-79.4088,36.5831,33.2054706,42
0,-79.1058,37.4487,423.0571072,411
1,-79.1058,37.4487,218.0385301,168
2,-79.1058,37.4487,291.011439,307
3,-79.1058,37.4487,249.7799295,240
4,-79.1058,37.4487,150.047913,187
5,-79.1058,37.4487,132.2694888,127
6,-79.1058,37.4487,239.3622063,211
0,-78.8735,38.4362,49.88767988,48
1,-78.8735,38.4362,9.969440376,10
2,-78.8735,38.4362,7.702767919,51
3,-78.8735,38.4362,87.30688216,120
4,-78.8735,38.4362,16.73270287,29
5,-78.8735,38.4362,19.51250352,0
6,-78.8735,38.4362,47.49547279,58
0,-77.4871,38.2992,63.07181127,234
1,-77.4871,38.2992,304.0002978,0
2,-77.4871,38.2992,63.60630623,6
3,-77.4871,38.2992,39.74388338,209
4,-77.4871,38.2992,237.2209408,47
5,-77.4871,38.2992,35.98710219,0
6,-77.4871,38.2992,10.78069751,32
0,-79.8886,37.2747,1161.800152,1103
1,-79.8886,37.2747,507.2629218,652
2,-79.8886,37.2747,582.4451272,621
3,-79.8886,37.2747,1478.536689,1535
4,-79.8886,37.2747,611.3353675,484
5,-79.8886,37.2747,528.2927037,394
6,-79.8886,37.2747,580.138896,689
0,-78.682,37.2642,43.25503591,39
1,-78.682,37.2642,41.78660472,44
2,-78.682,37.2642,52.98967183,64
3,-78.682,37.2642,39.05933661,49
4,-78.682,37.2642,53.94935156,80
5,-78.682,37.2642,34.40990884,48
6,-78.682,37.2642,74.96886132,99
0,-76.354,36.8468,990.3993708,841
1,-76.354,36.8468,147.0356365,12
2,-76.354,36.8468,102.6049226,14
3,-76.354,36.8468,811.9631652,726
4,-76.354,36.8468,95.26932479,135
5,-76.354,36.8468,69.75711444,20
6,-76.354,36.8468,146.6821443,80
0,-76.5185,37.1052,2987.039469,1730
1,-76.5185,37.1052,63.18604216,48
2,-76.5185,37.1052,-83.38632111,33
3,-76.5185,37.1052,918.1922984,1134
4,-76.5185,37.1052,55.73546955,111
5,-76.5185,37.1052,11.92751296,14
6,-76.5185,37.1052,135.4279082,159
0,-77.5885,38.1982,822.8613044,716
1,-77.5885,38.1982,836.641017,798
2,-77.5885,38.1982,992.8591917,1011
3,-77.5885,38.1982,754.9179801,775
4,-77.5885,38.1982,779.3447443,699
5,-77.5885,38.1982,895.3764109,710
6,-77.5885,38.1982,854.5651959,948
0,-80.0554,37.2864,269.21605,205
1,-80.0554,37.2864,3.17293259,0
2,-80.0554,37.2864,44.94739534,0
3,-80.0554,37.2864,290.1256693,210
4,-80.0554,37.2864,-36.76051026,10
5,-80.0554,37.2864,-5.886464176,3
6,-80.0554,37.2864,25.0776607,20
0,-79.0608,38.1593,282.6874811,186
1,-79.0608,38.1593,4.47494067,0
2,-79.0608,38.1593,13.20318787,0
3,-79.0608,38.1593,255.1578871,200
4,-79.0608,38.1593,-5.996624942,11
5,-79.0608,38.1593,1.83735154,0
6,-79.0608,38.1593,9.574547274,11
0,-82.1607,36.618,99.66777034,276
1,-82.1607,36.618,7.415228595,0
2,-82.1607,36.618,82.90432748,67
3,-82.1607,36.618,414.9680862,286
4,-82.1607,36.618,358.9923051,30
5,-82.1607,36.618,59.99890737,2
6,-82.1607,36.618,-15.79300557,0
0,-76.7075,37.2691,40.93095708,41
1,-76.7075,37.2691,2.227424856,0
2,-76.7075,37.2691,-4.367278603,0
3,-76.7075,37.2691,70.22655125,102
4,-76.7075,37.2691,24.88032275,25
5,-76.7075,37.2691,-11.38533444,0
6,-76.7075,37.2691,15.60200728,0
0,-80.2045,37.0379,97.05443629,78
1,-80.2045,37.0379,97.28266014,123
2,-80.2045,37.0379,124.1711528,90
3,-80.2045,37.0379,169.461522,170
4,-80.2045,37.0379,167.9759729,149
5,-80.2045,37.0379,103.3524289,69
6,-80.2045,37.0379,109.1130216,114
0,-77.0861,38.8184,533.1250967,427
1,-77.0861,38.8184,109.374586,123
2,-77.0861,38.8184,83.14378205,63
3,-77.0861,38.8184,282.162834,301
4,-77.0861,38.8184,49.04768403,0
5,-77.0861,38.8184,48.34183317,26
6,-77.0861,38.8184,38.40516518,101
0,-82.626,36.9317,0.24056728,3
1,-82.626,36.9317,0.145419213,0
2,-82.626,36.9317,0.244089925,0
3,-82.626,36.9317,0.410899238,0
4,-82.626,36.9317,0.398902892,0
5,-82.626,36.9317,0.698287049,0
6,-82.626,36.9317,0.248294917,0
0,-79.1911,37.4004,699.8431333,502
1,-79.1911,37.4004,41.87142849,0
2,-79.1911,37.4004,-52.48612876,0
3,-79.1911,37.4004,858.4000712,643
4,-79.1911,37.4004,74.16219237,35
5,-79.1911,37.4004,3.852936222,0
6,-79.1911,37.4004,38.50117766,62
0,-76.433,37.1982,268.0719925,215
1,-76.433,37.1982,284.5040815,233
2,-76.433,37.1982,279.556303,280
3,-76.433,37.1982,228.982701,220
4,-76.433,37.1982,183.4348458,196
5,-76.433,37.1982,212.1002264,139
6,-76.433,37.1982,164.858622,238
0,-77.5356,36.6953,108.7187868,91
1,-77.5356,36.6953,34.26542571,0
2,-77.5356,36.6953,-29.85918333,0
3,-77.5356,36.6953,54.48691929,41
4,-77.5356,36.6953,23.33765579,14
5,-77.5356,36.6953,-1.118630756,0
6,-77.5356,36.6953,8.361895561,0
0,-76.3569,37.1318,103.0317899,33
1,-76.3569,37.1318,-1.287062295,0
2,-76.3569,37.1318,-0.485871711,0
3,-76.3569,37.1318,30.90188099,68
4,-76.3569,37.1318,6.252334109,0
5,-76.3569,37.1318,7.791500255,0
6,-76.3569,37.1318,0.038224024,0
0,-77.2985,37.2914,210.8263949,215
1,-77.2985,37.2914,24.10889503,8
2,-77.2985,37.2914,6.059491906,0
3,-77.2985,37.2914,255.3935713,258
4,-77.2985,37.2914,44.376449,44
5,-77.2985,37.2914,21.6232498,0
6,-77.2985,37.2914,30.75840773,20
0,-79.3565,37.7316,31.77299908,44
1,-79.3565,37.7316,3.949935647,0
2,-79.3565,37.7316,0.800366932,0
3,-79.3565,37.7316,91.22878531,99
4,-79.3565,37.7316,4.592769275,12
5,-79.3565,37.7316,1.105009327,0
6,-79.3565,37.7316,7.795190793,6
0,-77.3969,37.265,185.793067,190
1,-77.3969,37.265,0.220425748,0
2,-77.3969,37.265,-7.717784476,0
3,-77.3969,37.265,278.0798472,269
4,-77.3969,37.265,35.73847422,9
5,-77.3969,37.265,15.71803803,0
6,-77.3969,37.265,-8.988229632,10
0,-81.9923,37.805,1171.82331,307
1,-81.9923,37.805,52.36283056,348
2,-81.9923,37.805,1132.185295,346
3,-81.9923,37.805,376.612481,363
4,-81.9923,37.805,95.84011311,320
5,-81.9923,37.805,461.9897523,223
6,-81.9923,37.805,59.51245236,312
0,-78.8661,38.8779,125.8247925,76
1,-78.8661,38.8779,151.762319,138
2,-78.8661,38.8779,112.2231201,194
3,-78.8661,38.8779,108.4128372,86
4,-78.8661,38.8779,140.2957414,108
5,-78.8661,38.8779,112.3814824,80
6,-78.8661,38.8779,57.83559601,26
0,-79.6455,39.0813,2.508332291,1
1,-79.6455,39.0813,0.51083045,0
2,-79.6455,39.0813,1.625559817,0
3,-79.6455,39.0813,1.22926581,0
4,-79.6455,39.0813,3.296567596,6
5,-79.6455,39.0813,2.70962805,0
6,-79.6455,39.0813,-0.204750764,0
0,-81.0795,37.9607,154.6264516,135
1,-81.0795,37.9607,133.4489913,125
2,-81.0795,37.9607,73.4341631,95
3,-81.0795,37.9607,114.0082445,109
4,-81.0795,37.9607,60.64778468,43
5,-81.0795,37.9607,39.21381865,45
6,-81.0795,37.9607,36.53090538,23
0,-80.5998,40.6179,122.3478566,152
1,-80.5998,40.6179,148.8471622,97
2,-80.5998,40.6179,118.7826852,54
3,-80.5998,40.6179,184.5323992,175
4,-80.5998,40.6179,192.4779746,94
5,-80.5998,40.6179,101.8107299,42
6,-80.5998,40.6179,83.44541021,94
0,-77.7517,39.3242,253.9287857,133
1,-77.7517,39.3242,165.8850594,103
2,-77.7517,39.3242,95.12658187,105
3,-77.7517,39.3242,16.5682572,30
4,-77.7517,39.3242,28.18118574,59
5,-77.7517,39.3242,20.93027161,29
6,-77.7517,39.3242,86.5161986,91
0,-80.2989,39.3923,111.5859155,196
1,-80.2989,39.3923,285.8035002,148
2,-80.2989,39.3923,592.2586817,666
3,-80.2989,39.3923,630.2062032,658
4,-80.2989,39.3923,323.9796776,324
5,-80.2989,39.3923,374.9533152,302
6,-80.2989,39.3923,404.8213712,478
0,-82.4415,38.2254,8.222773124,23
1,-82.4415,38.2254,49.95046446,56
2,-82.4415,38.2254,108.5016707,25
3,-82.4415,38.2254,5.393775073,75
4,-82.4415,38.2254,16.0672357,58
5,-82.4415,38.2254,45.58682756,50
6,-82.4415,38.2254,149.7605112,49
0,-79.3662,39.2711,100.5827552,95
1,-79.3662,39.2711,60.7432512,20
2,-79.3662,39.2711,74.60734403,106
3,-79.3662,39.2711,29.984359,68
4,-79.3662,39.2711,106.0236766,123
5,-79.3662,39.2711,28.52608633,36
6,-79.3662,39.2711,39.65737129,16
0,-81.4371,37.9443,302.8379442,494
1,-81.4371,37.9443,356.6092595,505
2,-81.4371,37.9443,577.5009823,626
3,-81.4371,37.9443,611.9236251,584
4,-81.4371,37.9443,978.0103657,739
5,-81.4371,37.9443,792.9809392,439
6,-81.4371,37.9443,589.1948769,420
0,-80.964,37.4362,683.642178,587
1,-80.964,37.4362,544.4881749,567
2,-80.964,37.4362,563.517974,452
3,-80.964,37.4362,605.6126451,529
4,-80.964,37.4362,314.5241418,315
5,-80.964,37.4362,348.6495189,396
6,-80.964,37.4362,425.5065387,404
0,-81.7138,37.9713,17.85316431,90
1,-81.7138,37.9713,96.0124889,134
2,-81.7138,37.9713,84.59940807,32
3,-81.7138,37.9713,26.24524782,28
4,-81.7138,37.9713,5.759962575,21
5,-81.7138,37.9713,133.4893267,46
6,-81.7138,37.9713,55.69642953,20
0,-79.8003,39.5512,20.7110823,26
1,-79.8003,39.5512,166.6400202,150
2,-79.8003,39.5512,173.5899698,110
3,-79.8003,39.5512,118.5704376,77
4,-79.8003,39.5512,35.14801993,0
5,-79.8003,39.5512,41.72052288,39
6,-79.8003,39.5512,22.50808444,0
0,-80.5419,37.5905,91.87855718,62
1,-80.5419,37.5905,54.59067022,19
2,-80.5419,37.5905,20.63927053,10
3,-80.5419,37.5905,21.3469117,18
4,-80.5419,37.5905,8.537920481,19
5,-80.5419,37.5905,13.60640261,0
6,-80.5419,37.5905,11.47793512,20
0,-81.3572,37.3675,230.6081896,99
1,-81.3572,37.3675,93.94553477,79
2,-81.3572,37.3675,46.61213238,38
3,-81.3572,37.3675,39.0384887,83
4,-81.3572,37.3675,30.36342234,63
5,-81.3572,37.3675,77.38278516,98
6,-81.3572,37.3675,106.324981,71
0,-79.8967,38.7968,81.61038256,36
1,-79.8967,38.7968,172.4619949,79
2,-79.8967,38.7968,-40.49749645,138
3,-79.8967,38.7968,69.76112127,138
4,-79.8967,38.7968,31.95680742,99
5,-79.8967,38.7968,29.63428642,0
6,-79.8967,38.7968,193.6237365,117
0,-79.9868,39.6587,71.40402174,337
1,-79.9868,39.6587,94.02817227,105
2,-79.9868,39.6587,522.5748165,115
3,-79.9868,39.6587,73.40996536,130
4,-79.9868,39.6587,37.72258033,139
5,-79.9868,39.6587,90.76555889,10
6,-79.9868,39.6587,42.11730415,20
0,-81.513,39.1806,380.4276104,287
1,-81.513,39.1806,431.2155503,381
2,-81.513,39.1806,377.0524085,449
3,-81.513,39.1806,347.0922462,411
4,-81.513,39.1806,308.8736138,291
5,-81.513,39.1806,336.641759,430
6,-81.513,39.1806,301.6706548,483
0,-81.9256,38.5374,144.7912469,188
1,-81.9256,38.5374,114.2801751,119
2,-81.9256,38.5374,243.4433836,182
3,-81.9256,38.5374,242.3013857,177
4,-81.9256,38.5374,167.3905375,106
5,-81.9256,38.5374,79.66164849,50
6,-81.9256,38.5374,58.71414425,25
0,-81.3502,38.486,1575.192914,1440
1,-81.3502,38.486,1894.246897,1790
2,-81.3502,38.486,1400.179923,1395
3,-81.3502,38.486,919.5786741,1013
4,-81.3502,38.486,1039.358292,1007
5,-81.3502,38.486,546.6361393,639
6,-81.3502,38.486,566.3734818,695
0,-82.3188,38.4154,262.5900649,517
1,-82.3188,38.4154,1533.326181,804
2,-82.3188,38.4154,-159.1702422,508
3,-82.3188,38.4154,263.8435914,523
4,-82.3188,38.4154,135.9616443,350
5,-82.3188,38.4154,148.1360035,163
6,-82.3188,38.4154,471.9782254,226
0,-80.6102,40.2811,29.38109257,9
1,-80.6102,40.2811,13.64121641,8
2,-80.6102,40.2811,3.517713931,14
3,-80.6102,40.2811,24.20899224,27
4,-80.6102,40.2811,12.82825885,0
5,-80.6102,40.2811,2.133855215,3
6,-80.6102,40.2811,-0.095720723,0
0,-80.7335,39.9854,123.4677795,126
1,-80.7335,39.9854,118.5906327,91
2,-80.7335,39.9854,211.4828085,133
3,-80.7335,39.9854,234.0110803,145
4,-80.7335,39.9854,240.5807429,168
5,-80.7335,39.9854,121.8898994,54
6,-80.7335,39.9854,85.13099087,112
0,-78.4553,39.5313,18.5596251,40
1,-78.4553,39.5313,24.66346921,64
2,-78.4553,39.5313,81.16918462,147
3,-78.4553,39.5313,68.57864485,47
4,-78.4553,39.5313,229.8622907,81
5,-78.4553,39.5313,54.41073403,40
6,-78.4553,39.5313,31.11646,38
0,-79.2413,38.6219,0.400924707,0
1,-79.2413,38.6219,17.88751197,14
2,-79.2413,38.6219,5.362510423,0
3,-79.2413,38.6219,-11.33172224,0
4,-79.2413,38.6219,4.845566406,0
5,-79.2413,38.6219,4.358174435,0
6,-79.2413,38.6219,0.387148189,0
0,-79.9505,38.9783,20.97543194,16
1,-79.9505,38.9783,14.30677169,16
2,-79.9505,38.9783,16.15640899,3
3,-79.9505,38.9783,13.65077148,22
4,-79.9505,38.9783,16.17467826,13
5,-79.9505,38.9783,5.350431233,0
6,-79.9505,38.9783,6.58660499,4
0,-81.0962,38.8015,22.54309803,8
1,-81.0962,38.8015,7.442223405,0
2,-81.0962,38.8015,37.31167855,62
3,-81.0962,38.8015,-6.377610795,0
4,-81.0962,38.8015,28.50677514,16
5,-81.0962,38.8015,9.158083502,0
6,-81.0962,38.8015,5.208315693,18
0,-81.8235,38.8656,71.45922146,116
1,-81.8235,38.8656,42.89131558,197
2,-81.8235,38.8656,120.6300856,91
3,-81.8235,38.8656,151.8468779,38
4,-81.8235,38.8656,56.32016481,100
5,-81.8235,38.8656,25.63966646,69
6,-81.8235,38.8656,39.30471788,76
0,-80.1287,39.2666,0.444625064,0
1,-80.1287,39.2666,0.654518108,1
2,-80.1287,39.2666,2.430915494,0
3,-80.1287,39.2666,2.795999385,8
4,-80.1287,39.2666,7.628800248,5
5,-80.1287,39.2666,8.413336162,0
6,-80.1287,39.2666,2.487485839,0
0,-82.1696,37.6262,136.2200082,180
1,-82.1696,37.6262,115.154764,45
2,-82.1696,37.6262,173.7022957,117
3,-82.1696,37.6262,115.9911671,162
4,-82.1696,37.6262,22.05064401,26
5,-82.1696,37.6262,50.37317378,30
6,-82.1696,37.6262,57.6283093,13
0,-78.9223,39.337,103.3766522,104
1,-78.9223,39.337,108.6584874,105
2,-78.9223,39.337,118.5484106,137
3,-78.9223,39.337,12.09092276,22
4,-78.9223,39.337,77.71920015,44
5,-78.9223,39.337,31.60137418,19
6,-78.9223,39.337,24.86209489,26
0,-80.1696,39.5013,445.791907,348
1,-80.1696,39.5013,526.4446984,391
2,-80.1696,39.5013,745.753121,543
3,-80.1696,39.5013,583.8585322,456
4,-80.1696,39.5013,268.8214232,148
5,-80.1696,39.5013,214.1077145,233
6,-80.1696,39.5013,239.4157119,205
0,-80.0915,38.2746,24.99001499,41
1,-80.0915,38.2746,266.7491109,63
2,-80.0915,38.2746,40.79877747,70
3,-80.0915,38.2746,24.03753337,68
4,-80.0915,38.2746,9.707461462,29
5,-80.0915,38.2746,119.0482375,59
6,-80.0915,38.2746,93.94280804,35
0,-80.3731,38.4604,7.11733627,0
1,-80.3731,38.4604,41.75004786,78
2,-80.3731,38.4604,57.54406326,86
3,-80.3731,38.4604,159.1043082,131
4,-80.3731,38.4604,227.6092567,121
5,-80.3731,38.4604,108.5210992,42
6,-80.3731,38.4604,47.85507551,59
0,-82.1706,38.6663,98.98530218,94
1,-82.1706,38.6663,36.1351751,45
2,-82.1706,38.6663,102.9943713,106
3,-82.1706,38.6663,88.78820056,85
4,-82.1706,38.6663,62.42501559,38
5,-82.1706,38.6663,38.65043132,90
6,-82.1706,38.6663,44.46761289,24
0,-80.8979,38.5632,267.8191253,167
1,-80.8979,38.5632,98.73985489,83
2,-80.8979,38.5632,174.5301512,147
3,-80.8979,38.5632,91.90238968,86
4,-80.8979,38.5632,79.60353649,62
5,-80.8979,38.5632,56.16472484,68
6,-80.8979,38.5632,77.19347406,104
0,-80.2279,38.9927,281.9030855,253
1,-80.2279,38.9927,266.5978368,210
2,-80.2279,38.9927,277.4546999,191
3,-80.2279,38.9927,232.4581015,153
4,-80.2279,38.9927,112.7281826,60
5,-80.2279,38.9927,73.59681568,67
6,-80.2279,38.9927,69.83679414,61
0,-81.0815,38.4662,31.05653629,50
1,-81.0815,38.4662,61.41298386,78
2,-81.0815,38.4662,96.32622761,59
3,-81.0815,38.4662,53.90770594,31
4,-81.0815,38.4662,42.01154749,38
5,-81.0815,38.4662,21.29714016,8
6,-81.0815,38.4662,11.59969184,0
0,-81.4179,37.7154,37.41612794,15
1,-81.4179,37.7154,15.44018642,26
2,-81.4179,37.7154,10.64660244,35
3,-81.4179,37.7154,23.33334585,38
4,-81.4179,37.7154,30.6005208,9
5,-81.4179,37.7154,12.40489707,0
6,-81.4179,37.7154,5.72683807,2
0,-81.3531,38.8025,70.81615561,21
1,-81.3531,38.8025,10.72140926,56
2,-81.3531,38.8025,98.32998497,90
3,-81.3531,38.8025,48.32865282,0
4,-81.3531,38.8025,13.79622959,48
5,-81.3531,38.8025,48.67097239,42
6,-81.3531,38.8025,87.78568837,10
0,-80.7316,39.5689,17.86058124,24
1,-80.7316,39.5689,21.30023297,36
2,-80.7316,39.5689,3.732197988,19
3,-80.7316,39.5689,14.724717,19
4,-80.7316,39.5689,99.14476885,92
5,-80.7316,39.5689,109.6114137,70
6,-80.7316,39.5689,66.00938842,7
0,-80.9496,38.9815,-1.36919387,0
1,-80.9496,38.9815,134.5955277,82
2,-80.9496,38.9815,22.25244832,19
3,-80.9496,38.9815,112.5159772,73
4,-80.9496,38.9815,25.98302864,0
5,-80.9496,38.9815,29.79709729,72
6,-80.9496,38.9815,50.50026372,45
0,-80.8512,38.2001,145.4897806,199
1,-80.8512,38.2001,192.6516349,153
2,-80.8512,38.2001,242.7360319,324
3,-80.8512,38.2001,350.9684835,424
4,-80.8512,38.2001,331.9247097,365
5,-80.8512,38.2001,191.9614783,280
6,-80.8512,38.2001,251.8755462,294
0,-78.5228,39.3732,55.61660019,0
1,-78.5228,39.3732,146.5100148,118
2,-78.5228,39.3732,96.45862045,102
3,-78.5228,39.3732,92.46219986,100
4,-78.5228,39.3732,62.3846873,24
5,-78.5228,39.3732,35.65219284,95
6,-78.5228,39.3732,11.35050429,22
0,-80.6951,40.0753,312.0488928,249
1,-80.6951,40.0753,243.4841462,308
2,-80.6951,40.0753,284.7230266,245
3,-80.6951,40.0753,358.238521,345
4,-80.6951,40.0753,176.4386435,233
5,-80.6951,40.0753,160.0872873,124
6,-80.6951,40.0753,152.5627512,88
0,-77.9779,39.458,282.7439141,722
1,-77.9779,39.458,583.6809591,856
2,-77.9779,39.458,942.942165,727
3,-77.9779,39.458,1054.107457,408
4,-77.9779,39.458,340.8490853,250
5,-77.9779,39.458,189.1371221,284
6,-77.9779,39.458,143.5657525,301
0,-80.4715,37.7503,310.3206197,254
1,-80.4715,37.7503,159.7386667,103
2,-80.4715,37.7503,118.2466833,78
3,-80.4715,37.7503,112.4513793,127
4,-80.4715,37.7503,158.8214495,218
5,-80.4715,37.7503,177.8667755,237
6,-80.4715,37.7503,85.76886206,137
0,-81.2401,39.3201,-1.090114178,0
1,-81.2401,39.3201,12.81196925,20
2,-81.2401,39.3201,12.4725117,13
3,-81.2401,39.3201,39.6326737,29
4,-81.2401,39.3201,20.78148737,11
5,-81.2401,39.3201,21.90337059,26
6,-81.2401,39.3201,22.74955019,0
0,-80.8865,37.7243,53.94502532,59
1,-80.8865,37.7243,59.49257275,35
2,-80.8865,37.7243,42.16265508,14
3,-80.8865,37.7243,49.706581,126
4,-80.8865,37.7243,22.92929586,2
5,-80.8865,37.7243,24.68651421,9
6,-80.8865,37.7243,-9.018731397,4
0,-81.1709,39.1226,32.30615673,54
1,-81.1709,39.1226,39.29668887,47
2,-81.1709,39.1226,70.86018734,66
3,-81.1709,39.1226,41.84565032,33
4,-81.1709,39.1226,49.14224809,37
5,-81.1709,39.1226,20.19127731,0
6,-81.1709,39.1226,13.84731679,8
0,-81.3975,39.0618,9.33193558,12
1,-81.3975,39.0618,2.012702283,0
2,-81.3975,39.0618,-1.858650883,0
3,-81.3975,39.0618,3.424171893,0
4,-81.3975,39.0618,0.177611252,0
5,-81.3975,39.0618,-0.412205495,0
6,-81.3975,39.0618,2.004112813,4
0,-80.9351,39.6035,133.2630673,57
1,-80.9351,39.6035,69.38868313,48
2,-80.9351,39.6035,19.63413569,0
3,-80.9351,39.6035,10.67261909,0
4,-80.9351,39.6035,15.16024319,25
5,-80.9351,39.6035,11.93449275,12
6,-80.9351,39.6035,10.73920342,22
0,-80.6551,39.0393,-12.64561921,0
1,-80.6551,39.0393,68.80266985,36
2,-80.6551,39.0393,24.39832668,47
3,-80.6551,39.0393,125.1586242,390
4,-80.6551,39.0393,284.3328691,263
5,-80.6551,39.0393,350.8835078,100
6,-80.6551,39.0393,76.22763588,38
0,-81.9893,38.2387,-0.088734376,0
1,-81.9893,38.2387,0.130979144,0
2,-81.9893,38.2387,21.5546582,0
3,-81.9893,38.2387,4.499806867,0
4,-81.9893,38.2387,3.170854066,17
5,-81.9893,38.2387,-2.157584424,0
6,-81.9893,38.2387,4.589253919,0
0,-80.7407,39.1254,19.4796908,16
1,-80.7407,39.1254,35.09802474,41
2,-80.7407,39.1254,31.08070225,35
3,-80.7407,39.1254,71.0721404,67
4,-80.7407,39.1254,39.7228009,28
5,-80.7407,39.1254,39.13265236,18
6,-80.7407,39.1254,19.32939174,31
0,-79.677,40.3312,1575.546552,1506
1,-79.677,40.3312,1754.560262,1647
2,-79.677,40.3312,1628.342752,1634
3,-79.677,40.3312,1504.090972,1669
4,-79.677,40.3312,1571.160416,1579
5,-79.677,40.3312,1317.866051,1381
6,-79.677,40.3312,1494.792672,1331
0,-75.4338,39.894,4341.469398,4534
1,-75.4338,39.894,4428.903972,4699
2,-75.4338,39.894,4471.838422,4576
3,-75.4338,39.894,4764.755005,5031
4,-75.4338,39.894,5405.454857,5219
5,-75.4338,39.894,5405.508338,5667
6,-75.4338,39.894,5244.81176,5364
0,-75.7009,40.8289,224.4971995,209
1,-75.7009,40.8289,289.9372257,306
2,-75.7009,40.8289,331.4141254,277
3,-75.7009,40.8289,304.2355501,349
4,-75.7009,40.8289,306.3771218,395
5,-75.7009,40.8289,299.9949534,313
6,-75.7009,40.8289,293.9741991,213
0,-79.8736,41.4998,414.6923668,291
1,-79.8736,41.4998,366.3832502,310
2,-79.8736,41.4998,412.7242586,378
3,-79.8736,41.4998,323.8099967,275
4,-79.8736,41.4998,258.8227287,250
5,-79.8736,41.4998,272.633052,277
6,-79.8736,41.4998,210.8633628,240
0,-80.4091,40.3264,840.8530256,881
1,-80.4091,40.3264,888.1129072,996
2,-80.4091,40.3264,900.9319394,945
3,-80.4091,40.3264,954.3164249,975
4,-80.4091,40.3264,1040.71989,1040
5,-80.4091,40.3264,1095.46969,1015
6,-80.4091,40.3264,986.2521758,1054
0,-76.448,40.337,390.1463058,648
1,-76.448,40.337,2218.060044,863
2,-76.448,40.337,2226.16561,917
3,-76.448,40.337,881.3239442,1148
4,-76.448,40.337,425.9266006,1689
5,-76.448,40.337,1468.534446,1468
6,-76.448,40.337,4395.391459,1392
0,-75.2744,40.2111,246.1944325,369
1,-75.2744,40.2111,671.1400748,625
2,-75.2744,40.2111,705.9558031,398
3,-75.2744,40.2111,624.630743,325
4,-75.2744,40.2111,334.8143951,191
5,-75.2744,40.2111,210.025412,171
6,-75.2744,40.2111,181.0465881,275
0,-77.0278,40.3951,117.7988771,160
1,-77.0278,40.3951,210.7669345,306
2,-77.0278,40.3951,239.0965153,327
3,-77.0278,40.3951,380.7983944,341
4,-77.0278,40.3951,334.8029626,378
5,-77.0278,40.3951,301.698163,164
6,-77.0278,40.3951,369.9428544,310
0,-78.8446,40.4111,331.8959296,483
1,-78.8446,40.4111,425.2753833,655
2,-78.8446,40.4111,528.3620374,572
3,-78.8446,40.4111,621.1078081,837
4,-78.8446,40.4111,1004.632653,859
5,-78.8446,40.4111,732.2327439,738
6,-78.8446,40.4111,973.2726986,721
0,-80.1873,40.4001,7738.731157,8500
1,-80.1873,40.4001,7575.566793,8004
2,-80.1873,40.4001,7766.283179,8196
3,-80.1873,40.4001,8183.13313,8585
4,-80.1873,40.4001,8818.056217,9286
5,-80.1873,40.4001,9129.607369,8938
6,-80.1873,40.4001,8362.223646,9025
0,-75.666,41.4846,1735.286272,1123
1,-75.666,41.4846,1454.670079,1006
2,-75.666,41.4846,949.3322241,864
3,-75.666,41.4846,724.1939649,790
4,-75.666,41.4846,585.756829,879
5,-75.666,41.4846,703.1655644,1101
6,-75.666,41.4846,666.1482333,1171
0,-76.1391,40.3495,3156.00428,2146
1,-76.1391,40.3495,3019.936344,2369
2,-76.1391,40.3495,3803.299988,2463
3,-76.1391,40.3495,3387.310638,2634
4,-76.1391,40.3495,3573.109499,2668
5,-76.1391,40.3495,2577.916356,2476
6,-76.1391,40.3495,2336.910125,2780
0,-80.4738,40.5989,167.2864494,625
1,-80.4738,40.5989,549.6797829,575
2,-80.4738,40.5989,1379.585454,631
3,-80.4738,40.5989,81.19928604,501
4,-80.4738,40.5989,197.3533755,602
5,-80.4738,40.5989,242.9743154,630
6,-80.4738,40.5989,1849.511586,748
0,-75.2731,41.3957,237.7507217,152
1,-75.2731,41.3957,152.7119826,99
2,-75.2731,41.3957,154.7655361,140
3,-75.2731,41.3957,89.47034201,38
4,-75.2731,41.3957,118.2628221,118
5,-75.2731,41.3957,84.95790791,99
6,-75.2731,41.3957,51.57472223,78
0,-75.8762,41.8332,32.67406525,37
1,-75.8762,41.8332,302.3521538,116
