Year,ID,Name,InnerIndex,HC01_VC04,HC01_VC03,HC01_VC37,HC01_VC85,HC01_VC86,HC01_VC85,HC01_VC80
2011,369,"Harrison, Kentucky",138.00828952815246,4694,7172,3941,1163,1395,1163,783
2011,370,"Taylor, Kentucky",68.99273131930315,6501,9633,5203,2060,1968,2060,1465
2011,371,"Clark, Kentucky",551.653708921509,10295,14406,8118,2104,2519,2104,1547
2011,372,"Wolfe, Kentucky",49.42934844909173,1780,2543,1112,969,1072,969,279
2011,373,"Larue, Kentucky",90.62136599625372,3466,5035,3106,929,1185,929,462
2011,374,"Warren, Kentucky",254.01378705795153,27075,42910,21374,4445,5847,4445,15695
2011,375,"Garrard, Kentucky",83.48609950580595,4683,6388,3898,1209,1210,1209,532
2011,376,"Bell, Kentucky",415.28582096440323,7237,10632,5566,3327,3566,3327,1605
2011,377,"Knox, Kentucky",276.3641474461339,8142,12541,6156,3761,3610,3761,1337
2011,378,"Christian, Kentucky",895.948029894576,18771,26117,14704,2815,4036,2815,4603
2011,379,"Carroll, Kentucky",60.89369400271053,3062,4195,2321,769,980,769,236
2011,380,"Bracken, Kentucky",10.969310843861967,2130,3070,1785,659,730,659,365
2011,381,"Grant, Kentucky",95.57978277114499,6953,8755,5726,1006,1879,1006,1331
2011,382,"Jackson, Kentucky",102.01592677430153,3924,5569,2923,1766,1654,1766,398
2011,383,"Casey, Kentucky",56.530091353925656,4178,6032,3659,2079,1662,2079,679
2011,384,"Henderson, Kentucky",219.48385388085168,12297,18652,9876,1299,3521,1299,1712
2011,385,"Campbell, Kentucky",1262.7210528047522,22386,35258,18130,2741,4877,2741,8456
2011,386,"Boyd, Kentucky",176.77105720889105,12961,19521,10649,1776,3533,1776,2154
2011,387,"Carlisle, Kentucky",20.96844915850378,1470,2018,1262,278,350,278,185
2011,388,"Adair, Kentucky",306.3333183993119,4754,7193,4016,1804,1752,1804,1340
2011,389,"Hart, Kentucky",153.27662211301003,4862,6892,3877,1674,2156,1674,585
2011,390,"Marion, Kentucky",78.37839268637207,4753,7206,3899,1059,1259,1059,852
2011,391,"Trigg, Kentucky",17.79525219168217,4409,6149,3651,611,1304,611,554
2011,392,"Marshall, Kentucky",57.89085006854402,9108,12434,7862,1265,2204,1265,1457
2011,393,"Lyon, Kentucky",106.29192373634693,2205,3295,2002,373,675,373,201
2011,394,"Washington, Kentucky",90.62313322338983,3428,4541,2924,974,600,974,724
2011,395,"Owen, Kentucky",113.12122385838597,3251,4713,2553,401,876,401,242
2011,396,"Carter, Kentucky",298.71420446810123,7287,10407,6209,2203,2667,2203,1720
2011,397,"Fayette, Kentucky",776.7604892210791,71215,122075,54739,8178,13427,8178,39322
2011,398,"Menifee, Kentucky",18.934299657217213,1406,2173,1332,736,640,736,232
2011,399,"Bourbon, Kentucky",225.02392440022246,5449,7933,4208,1109,1294,1109,771
2011,400,"Henry, Kentucky",31.400377396163712,4350,6023,3466,786,1334,786,440
2011,401,"Madison, Kentucky",952.3666240351121,20270,31130,15960,3970,3991,3970,13130
2011,402,"Hickman, Kentucky",24.262633460232877,1185,1983,1056,345,454,345,175
2011,403,"Daviess, Kentucky",553.1940399329079,25144,37279,20191,2936,5179,2936,5178
2011,404,"Johnson, Kentucky",380.35086156151,6919,9397,5563,2199,2659,2199,813
2011,405,"Magoffin, Kentucky",91.0137712497843,3437,4795,2782,1696,1464,1696,274
2011,406,"Estill, Kentucky",140.8765602645593,3891,5680,3196,1697,1344,1697,497
2011,407,"Boyle, Kentucky",99.38132046381702,7520,10916,5636,1375,1496,1375,2342
2011,408,"Logan, Kentucky",449.76115251101805,7846,11044,5914,2087,2307,2087,763
2011,409,"Gallatin, Kentucky",40.81020351726964,2002,2988,1777,653,848,653,353
2011,410,"Lewis, Kentucky",41.70652347911194,3638,4983,3005,1967,1278,1967,470
2011,411,"Jessamine, Kentucky",361.9600114179182,13391,17797,11041,1704,2974,1704,3497
2011,412,"Caldwell, Kentucky",140.31489225149755,3206,5047,2651,605,941,605,573
2011,413,"Nicholas, Kentucky",87.27011401315224,2026,2798,1742,655,589,655,191
2011,414,"Rockcastle, Kentucky",560.2069932493723,4584,6474,3631,2308,1328,2308,675
2011,415,"Mercer, Kentucky",192.25341153353233,5819,8330,4674,1016,1455,1016,890
2011,416,"Woodford, Kentucky",36.90933179317297,6638,9878,5753,955,1076,955,1285
2011,417,"McLean, Kentucky",21.421047517985382,2654,3765,2106,572,842,572,440
2011,418,"Barren, Kentucky",277.0352982929567,11780,16708,9705,3341,3009,3341,1897
2011,419,"Hancock, Kentucky",3.7510233127614736,2486,3309,2172,339,535,339,413
2011,420,"Crittenden, Kentucky",63.456406314727474,2402,3855,2098,747,756,747,248
2011,421,"Franklin, Kentucky",470.36428509111465,12717,20936,9557,2045,2835,2045,3101
2011,422,"McCreary, Kentucky",54.93118774939983,4637,6333,4100,1907,1813,1907,712
2011,423,"Greenup, Kentucky",125.84496449802828,10013,14309,8488,2141,3095,2141,1460
2011,424,"Fulton, Kentucky",91.13178400884027,2041,2876,1399,343,708,343,173
2011,425,"Laurel, Kentucky",816.423020851418,16457,22002,12987,4786,5515,4786,2593
2011,426,"Lincoln, Kentucky",54.87850362502232,6680,9793,5660,1899,2498,1899,1015
2011,427,"Clay, Kentucky",273.89137341338477,4612,6731,3988,3299,2794,3299,829
2011,428,"Spencer, Kentucky",43.40185138470607,4833,6224,4389,685,885,685,632
2011,429,"Livingston, Kentucky",23.40895324885203,2625,3576,2113,496,932,496,401
2011,430,"Wayne, Kentucky",346.704523379432,5998,8526,5049,2542,1993,2542,734
2011,431,"Bullitt, Kentucky",839.7595751161741,20565,27705,16573,2239,5526,2239,3376
2011,432,"Montgomery, Kentucky",742.2737329494892,7023,10189,5510,1561,2576,1561,1117
2011,433,"McCracken, Kentucky",1104.586309414407,18104,27182,14788,2239,3934,2239,3190
2011,434,"Russell, Kentucky",105.39023546051506,4749,7409,4038,1713,1611,1713,600
2011,435,"Simpson, Kentucky",306.7834199730025,4772,6672,3612,884,1125,884,697
2011,436,"Shelby, Kentucky",130.9025612305382,11128,15030,9285,1987,2667,1987,1838
2011,437,"Butler, Kentucky",103.56570265245094,3556,5081,3036,1246,1231,1246,345
2011,438,"Mason, Kentucky",446.2335981293626,4819,6568,3731,947,1600,947,797
2011,439,"Grayson, Kentucky",261.24761152236306,6845,9939,5976,2527,2294,2527,1105
2011,440,"Elliott, Kentucky",40.00512539594442,1865,2602,1435,809,679,809,128
2011,441,"Anderson, Kentucky",129.04206347644546,6008,8386,4899,624,1285,624,1190
2011,442,"Edmonson, Kentucky",115.18730466600032,3471,4770,3127,938,912,938,384
2011,443,"Allen, Kentucky",118.4695209678996,5454,7849,4285,1814,1643,1814,972
2011,444,"Trimble, Kentucky",31.15899602853041,2633,3420,2403,374,674,374,707
2011,445,"Knott, Kentucky",127.20262572697243,4226,5878,3278,2389,1237,2389,1013
2011,446,"Robertson, Kentucky",31.702360665221583,474,776,315,191,185,191,141
2011,447,"Martin, Kentucky",49.903561902527954,3250,4391,2546,1358,1583,1358,522
2011,448,"Lee, Kentucky",42.58179187512777,1971,2827,1589,831,944,831,287
2011,449,"Owsley, Kentucky",34.23714696946136,1105,1650,1102,792,745,792,215
2011,450,"Cumberland, Kentucky",36.175304402481906,1813,2668,1512,653,667,653,185
2012,0,"Montgomery, Virginia",552.8106871925285,19172,34739,16408,1801,3564,1801,29974
2012,1,"Powhatan, Virginia",73.24131360875148,7418,9429,6839,1003,2407,1003,964
2012,2,"Rockbridge, Virginia",139.38955844581375,6206,9093,5292,1237,1484,1237,968
2012,3,"Henrico, Virginia",585.995756176019,79223,123392,60896,7905,13453,7905,20346
2012,4,"Manassas Park (city), Virginia",119.96796060848345,3249,4277,2998,945,842,945,888
2012,5,"Dickenson, Virginia",52.22463709427138,4436,6404,3652,1737,1779,1737,579
2012,6,"Northumberland, Virginia",31.235643970390065,3730,5557,3312,661,809,661,204
2012,7,"Fairfax, Virginia",9081.713694266418,275386,388452,250944,33587,28302,33587,85530
2012,8,"Halifax, Virginia",122.51506622736557,9809,14685,7130,2526,3587,2526,1454
2012,9,"Fluvanna, Virginia",63.83705479243066,7005,9419,5945,893,1742,893,1257
2012,10,"Augusta, Virginia",210.83492550557455,20948,28297,17641,3175,5182,3175,2674
2012,11,"Stafford, Virginia",831.0201516302242,33418,41204,29611,1575,4707,1575,9242
2012,12,"Loudoun, Virginia",843.3861913341217,80849,104195,73207,6915,6226,6915,18829
2012,13,"Wise, Virginia",225.46752622378787,10659,15673,8693,3713,4448,3713,2245
2012,14,"Mathews, Virginia",113.24156153590528,2806,3815,2275,133,704,133,284
2012,15,"Buchanan, Virginia",106.87151216434103,6547,9384,5419,3367,2725,3367,944
2012,16,"Waynesboro (city), Virginia",24.561245250715995,5536,8734,4113,1164,1391,1164,981
2012,17,"Albemarle, Virginia",548.9802206109455,24110,37549,21181,2702,3370,2702,12154
2012,18,"Grayson, Virginia",46.63207430485991,4485,6807,3707,1404,1547,1404,377
2012,19,"Nelson, Virginia",93.8596623701796,4331,6415,3328,963,1254,963,496
2012,20,"Lexington (city), Virginia",2.9143976795185647,923,1801,768,173,249,173,3642
2012,21,"Russell, Virginia",533.6925606414399,7545,11140,6695,3237,2361,3237,1052
2012,22,"Southampton, Virginia",118.3996298114154,4707,6532,3742,1324,2012,1324,892
2012,23,"Westmoreland, Virginia",108.07257674532714,4542,7077,3563,1114,1748,1114,792
2012,24,"Patrick, Virginia",62.24162915289162,4882,7519,3940,1553,1878,1553,877
2012,25,"Franklin, Virginia",130.81197008557655,17006,23552,14234,3167,3936,3167,2802
2012,26,"Lee, Virginia",72.63620843560334,6745,9841,5755,2579,2214,2579,1230
2012,27,"Campbell, Virginia",80.42764282610658,14897,21581,11666,2369,3956,2369,3391
2012,28,"Scott, Virginia",590.4047873744504,6783,9610,5787,2500,1875,2500,700
2012,29,"Dinwiddie, Virginia",147.93538372568628,7227,9788,5389,1660,2291,1660,1258
2012,30,"Carroll, Virginia",385.93933667008326,8619,12622,7315,2425,3310,2425,1254
2012,31,"Accomack, Virginia",58.635754834336765,9156,14286,7469,1642,3358,1642,1116
2012,32,"Northampton, Virginia",73.23400745106184,2880,5025,2253,1006,1048,1006,354
2012,33,"Lunenburg, Virginia",114.55976764418891,3130,4601,2730,1086,1736,1086,600
2012,34,"Lancaster, Virginia",15.774494789357982,3424,5395,2861,441,965,441,229
2012,35,"Buckingham, Virginia",178.2171328223176,4132,5728,3205,1361,2265,1361,458
2012,36,"Henry, Virginia",129.00367545227957,15160,22734,11271,3911,5566,3911,2527
2012,37,"Culpeper, Virginia",190.76256626948796,11841,15826,10568,2117,3037,2117,1973
2012,38,"Winchester (city), Virginia",67.28246579491025,5852,10454,4545,1651,1455,1651,2170
2012,39,"Orange, Virginia",207.28580767670513,9418,12617,7874,1203,2407,1203,1286
2012,40,"Chesterfield, Virginia",2197.084965280799,83424,113090,67480,7878,13751,7878,23375
2012,41,"Fauquier, Virginia",915.5286374177077,17150,23031,15193,1436,2570,1436,4050
2012,42,"Rockingham, Virginia",346.7657563763975,21353,29616,18018,4754,5332,4754,4070
2012,43,"Amelia, Virginia",36.64840386043059,3544,4777,2852,562,1256,562,415
2012,44,"Mecklenburg, Virginia",99.28321271540905,7888,12642,6279,2288,3436,2288,1470
2012,45,"Washington, Virginia",1142.009697701262,16107,22913,13343,3068,3727,3068,2755
2012,46,"Wythe, Virginia",524.0295706290352,7909,11610,6429,1624,2377,1624,1158
2012,47,"Louisa, Virginia",67.86459739474813,9427,13023,7632,1230,2804,1230,1340
2012,48,"Shenandoah, Virginia",874.6512076725822,11674,17261,9583,1618,3152,1618,1549
2012,49,"Smyth, Virginia",144.0324785026619,8545,12567,6769,2582,2465,2582,1344
2012,50,"Richmond, Virginia",530.0676402756295,1753,2754,1876,675,1214,675,207
2012,51,"Greensville, Virginia",125.81359973246168,2489,3310,2017,954,1722,954,359
2012,52,"Charles City, Virginia",4.362121722700115,1896,2777,1416,419,855,419,267
2012,53,"Radford (city), Virginia",24.778609712969512,2551,5624,1959,305,562,305,7266
2012,54,"Cumberland, Virginia",29.30302531387167,2712,4016,2113,705,817,705,373
2012,55,"Warren, Virginia",1050.2195943182928,9907,14349,8148,1430,2435,1430,2112
2012,56,"Brunswick, Virginia",278.3652094301907,4039,6029,3038,1583,2076,1583,1081
2012,57,"Page, Virginia",85.77364721157151,6676,9469,5384,1849,2619,1849,746
2012,58,"Charlotte, Virginia",33.126828477713936,3425,4803,2675,912,1261,912,492
2012,59,"Highland, Virginia",0.5176215412688048,772,1052,690,142,244,142,45
2012,60,"Giles, Virginia",466.74913331325945,4912,7126,3795,1076,1360,1076,732
2012,61,"New Kent, Virginia",159.7106065019223,5061,6719,4299,517,1208,517,918
2012,62,"Pulaski, Virginia",1012.9718308405686,9993,14874,8094,1897,3378,1897,1694
2012,63,"Caroline, Virginia",304.6508030566665,7777,10649,6049,1137,2308,1137,1106
2012,64,"Virginia Beach (city), Virginia",272.1012394177549,112794,164226,90115,5883,13944,5883,36431
2012,65,"Bedford, Virginia",127.82845787548605,19696,27017,17386,2123,4508,2123,3308
2012,66,"Pittsylvania, Virginia",237.25790520793208,18483,26249,14547,4381,5640,4381,2980
2012,67,"Prince William, Virginia",219.44882467715746,100266,129643,85794,13370,14804,13370,30535
2012,68,"Botetourt, Virginia",438.9434644552681,9936,12822,8994,808,1517,808,1283
2012,69,"Isle of Wight, Virginia",258.10183305534684,10464,13585,8771,1247,2354,1247,1969
2012,70,"Goochland, Virginia",30.647702504598875,6347,7909,5861,817,1336,817,822
2012,71,"Frederick, Virginia",452.9330576936788,21763,29146,18100,2825,4547,2825,4229
2012,72,"Bland, Virginia",43.715368879784215,1809,2464,1598,414,391,414,152
2012,73,"Hanover, Virginia",561.6093969481743,27861,36444,24517,1533,3921,1533,6096
2012,74,"Chesapeake (city), Virginia",168.9925464755017,59688,79380,47775,4200,10933,4200,16953
2012,75,"Essex, Virginia",162.4008541836444,2737,4351,2277,578,1072,578,416
2012,76,"Sussex, Virginia",103.01146768953353,2216,3639,1863,1205,1727,1205,634
2012,77,"Madison, Virginia",29.20492329358475,3795,5069,3205,617,1247,617,525
2012,78,"Middlesex, Virginia",33.38073151884509,3107,4393,2674,316,690,316,363
2012,79,"Bath, Virginia",76.77314745471972,1383,2008,1193,274,287,274,78
2012,80,"Arlington, Virginia",2320.2861117162297,41738,92992,38619,6242,5038,6242,19484
2012,81,"Nottoway, Virginia",56.11123709248893,3657,5504,3074,1099,1845,1099,734
2012,82,"Greene, Virginia",235.14389012848602,4880,6884,4152,797,1327,797,466
2012,83,"Covington (city), Virginia",0.5,1411,2584,1005,356,528,356,278
2012,84,"Tazewell, Virginia",1237.6441346161555,12904,18136,10870,3617,3859,3617,2403
2012,85,"Charlottesville (city), Virginia",226.57981841846234,7261,17319,5635,1496,1890,1496,12800
2012,86,"Craig, Virginia",69.89213871110536,1498,2073,1236,181,225,181,309
2012,87,"Alleghany, Virginia",87.93014640319767,4777,6851,4069,808,1209,808,606
2012,88,"Gloucester, Virginia",282.491577975252,10407,13874,9032,995,2004,995,2085
2012,89,"Norfolk (city), Virginia",141.80408599436888,49451,85247,36688,5581,15561,5581,29395
2012,90,"Suffolk (city), Virginia",37.29444242900404,22545,30502,17600,2448,5267,2448,6051
2012,91,"Clarke, Virginia",125.63638863702332,4069,5580,3608,321,763,321,458
2012,92,"Petersburg (city), Virginia",56.99764752264903,7180,12236,3736,2397,3943,2397,1238
2012,93,"Surry, Virginia",6.095285097324262,1791,2572,1562,403,572,403,361
2012,94,"Falls Church (city), Virginia",6.856256193771286,3073,4857,2741,201,108,201,1116
2012,95,"Rappahannock, Virginia",105.14388205715007,2162,3276,1907,421,569,421,327
2012,96,"Galax (city), Virginia",3.9949450972401235,1775,3354,1113,612,645,612,238
2012,97,"Martinsville (city), Virginia",95.46405584063052,3433,6005,2142,937,1120,937,960
2012,98,"James City, Virginia",210.30941969904904,19135,26579,16811,831,2566,831,3889
2012,99,"Danville (city), Virginia",45.79133657842858,11178,18986,7417,2600,4165,2600,2863
2012,100,"Amherst, Virginia",93.08271792432788,8565,12683,6667,1727,2787,1727,2193
2012,101,"Harrisonburg (city), Virginia",37.08785301538657,7937,15334,6327,2071,2079,2071,18318
2012,102,"Fredericksburg (city), Virginia",37.64894354884262,4896,9705,3441,520,1056,520,4351
2012,103,"Roanoke, Virginia",1503.7035503721684,26187,37876,22338,2265,4059,2265,5086
2012,104,"Appomattox, Virginia",25.74896589819653,4285,5902,3367,683,1347,683,578
2012,105,"Portsmouth (city), Virginia",135.0687346447227,23716,36788,15445,3521,7533,3521,7014
2012,106,"Newport News (city), Virginia",249.08954678237612,43850,69467,31650,3721,7706,3721,18875
2012,107,"Spotsylvania, Virginia",686.3088358008426,33054,41380,27475,2535,6153,2535,6868
2012,108,"Salem (city), Virginia",51.427785108002574,6113,9953,4727,834,1122,834,3122
2012,109,"Staunton (city), Virginia",54.78711941727155,6121,10613,4531,875,1650,875,1872
2012,110,"Bristol (city), Virginia",41.147108614522274,4849,7757,3256,968,1577,968,1038
2012,111,"Williamsburg (city), Virginia",10.827913030149753,2293,4281,1773,249,293,249,6082
2012,112,"Floyd, Virginia",211.57477575089126,4130,6076,3565,831,1290,831,364
2012,113,"Alexandria (city), Virginia",56.945698761580964,30415,64729,26060,4216,4670,4216,12802
2012,114,"Norton (city), Virginia",0.375,959,1701,703,247,276,247,150
2012,115,"Lynchburg (city), Virginia",186.17070377299538,15961,28466,11815,2326,4124,2326,15357
2012,116,"York, Virginia",427.8659219624079,19205,24008,16426,676,1567,676,4636
2012,117,"Emporia (city), Virginia",11.093793356342768,1402,2486,824,581,566,581,203
2012,118,"Poquoson (city), Virginia",20.332769291303446,3623,4592,2970,278,360,278,578
2012,119,"Hopewell (city), Virginia",25.935500602586686,5077,8686,3148,1135,2362,1135,822
2012,120,"Buena Vista (city), Virginia",8.709410381004224,1691,2732,1146,646,475,646,721
2012,121,"Colonial Heights (city), Virginia",25.90267175733392,4486,7004,3349,434,943,434,758
2012,122,"Logan, West Virginia",480.9006311251348,10532,14802,8400,2672,3519,2672,1126
2012,123,"Hardy, West Virginia",181.56292187379478,2856,4764,2611,745,1240,745,333
2012,124,"Tucker, West Virginia",0.53047614280393,2156,3129,1901,214,577,214,205
2012,125,"Fayette, West Virginia",57.2730799480264,11917,17733,9529,2810,4118,2810,1890
2012,126,"Hancock, West Virginia",211.7839286099023,8706,12989,6809,848,1817,848,1263
2012,127,"Jefferson, West Virginia",29.976879046686353,13939,19824,11938,1724,3179,1724,4546
2012,128,"Harrison, West Virginia",214.6441270133691,18789,27761,15403,1973,4735,1973,2829
2012,129,"Wayne, West Virginia",22.347443703326473,11153,16783,9215,2488,3812,2488,2455
2012,130,"Grant, West Virginia",21.50436355278492,3242,4673,2881,857,922,857,404
2012,131,"Raleigh, West Virginia",948.0965402125399,20767,31500,17271,3973,7166,3973,3994
2012,132,"Mercer, West Virginia",1136.9709785988737,16394,25784,13529,3137,5227,3137,3841
2012,133,"Boone, West Virginia",124.12051582683667,7017,9755,5799,1748,2670,1748,548
2012,134,"Preston, West Virginia",63.33879539875328,8891,12780,7983,1412,2663,1412,1094
2012,135,"Monroe, West Virginia",17.2766144210103,3933,5614,3308,771,1149,771,305
2012,136,"McDowell, West Virginia",32.28663734215642,5504,8348,4270,2757,3290,2757,547
2012,137,"Randolph, West Virginia",60.23586621065641,7576,11238,6610,1583,2154,1583,1518
2012,138,"Monongalia, West Virginia",147.16323042618023,18516,35777,16173,1821,4087,1821,24137
2012,139,"Wood, West Virginia",387.4273796519652,23574,35783,18956,2368,4744,2368,5166
2012,140,"Putnam, West Virginia",291.9325309158833,15814,21130,13563,1385,2494,1385,2318
2012,141,"Kanawha, West Virginia",475.4689036689461,50690,82961,39158,5967,11539,5967,9375
2012,142,"Cabell, West Virginia",542.3692365866921,24544,40484,18210,2785,5799,2785,10590
2012,143,"Brooke, West Virginia",7.526078327669774,6592,9911,5010,692,1167,692,1686
2012,144,"Marshall, West Virginia",42.76282793130915,9468,14068,7666,903,1837,903,1601
2012,145,"Morgan, West Virginia",84.64643383264723,3695,7306,3093,818,1414,818,486
2012,146,"Pendleton, West Virginia",4.275155298513855,2107,3355,1850,597,498,597,194
2012,147,"Barbour, West Virginia",8.103869016868774,4365,6206,3721,1209,1352,1209,970
2012,148,"Calhoun, West Virginia",5.012357385961187,2136,3182,1752,580,844,580,343
2012,149,"Jackson, West Virginia",222.24689915031,7796,11399,6612,1125,2092,1125,1200
2012,150,"Taylor, West Virginia",0.6481095478221589,4952,6800,3999,771,1094,771,655
2012,151,"Mingo, West Virginia",34.29374794550775,7378,10873,5741,2574,2790,2574,993
2012,152,"Mineral, West Virginia",28.60522236230708,6499,11183,5524,745,1868,745,1598
2012,153,"Marion, West Virginia",523.8778010469182,14940,22761,12260,1735,3739,1735,4293
2012,154,"Pocahontas, West Virginia",48.6696379874487,2545,3783,2149,465,752,465,217
2012,155,"Webster, West Virginia",133.77310300407467,2904,4115,2381,692,1404,692,86
2012,156,"Mason, West Virginia",22.165495273317983,7088,10381,6039,1647,2117,1647,1283
2012,157,"Braxton, West Virginia",82.54814106772184,3823,6009,3358,1029,1470,1029,319
2012,158,"Upshur, West Virginia",262.3139953358697,6320,9084,5274,1191,1618,1191,2230
2012,159,"Clay, West Virginia",58.49742809599021,2442,3441,2167,958,1040,958,335
2012,160,"Wyoming, West Virginia",35.69425401769543,6683,9146,5568,2136,2133,2136,742
2012,161,"Roane, West Virginia",19.47840622827676,3746,5817,3302,1153,1468,1153,318
2012,162,"Wetzel, West Virginia",20.348375053790086,4727,6980,3897,678,1378,678,545
2012,163,"Gilmer, West Virginia",36.611324071922155,1567,2539,1671,662,733,662,1292
2012,164,"Nicholas, West Virginia",149.52423968209425,7645,10366,6429,1686,1664,1686,955
2012,165,"Hampshire, West Virginia",78.05427056830405,5017,10563,3907,1022,2522,1022,899
2012,166,"Ohio, West Virginia",97.72002632279306,10798,18508,8438,854,1893,854,4204
2012,167,"Berkeley, West Virginia",1133.0557291691384,28044,39992,22116,2804,7228,2804,5663
2012,168,"Greenbrier, West Virginia",122.46493346661569,10077,15397,8070,1683,3295,1683,1955
2012,169,"Pleasants, West Virginia",13.440231431485563,1842,2726,1902,207,394,207,383
2012,170,"Summers, West Virginia",13.914600182927613,3490,5270,2809,917,1332,917,742
2012,171,"Ritchie, West Virginia",81.58874068171153,2702,4120,2211,585,951,585,357
2012,172,"Wirt, West Virginia",2.845710290327243,1559,2303,1457,161,485,161,171
2012,173,"Tyler, West Virginia",21.872608248655588,2553,3635,2163,314,804,314,160
2012,174,"Lewis, West Virginia",63.3437073053409,4294,6570,3592,848,1114,848,559
2012,175,"Lincoln, West Virginia",4.0376866732,6269,8500,4831,2219,2256,2219,622
2012,176,"Doddridge, West Virginia",66.96626312289193,1958,2773,1569,362,879,362,198
2012,177,"Westmoreland, Pennsylvania",642.8329488285877,102416,153064,83205,6461,14900,6461,18865
2012,178,"Delaware, Pennsylvania",2073.2145145234754,137815,206021,106895,10173,21296,10173,50000
2012,179,"Carbon, Pennsylvania",223.86008582227865,18071,26256,15453,1409,4685,1409,2957
2012,180,"Venango, Pennsylvania",144.52793953561869,15066,22525,12025,1322,3151,1322,1981
2012,181,"Washington, Pennsylvania",363.31563494204016,56116,84123,46419,4675,10046,4675,12419
2012,182,"Lebanon, Pennsylvania",1713.5536109450038,36338,52144,30387,4852,8664,4852,7136
2012,183,"Montgomery, Pennsylvania",835.2613673678518,208803,308083,180404,12318,25431,12318,56268
2012,184,"Perry, Pennsylvania",697.6736538157057,13124,18160,10998,1617,2915,1617,1485
2012,185,"Cambria, Pennsylvania",1101.956863932042,37672,58502,30369,3750,7775,3750,9468
2012,186,"Allegheny, Pennsylvania",3171.9407410095787,305041,524392,234515,17642,46004,17642,102557
2012,187,"Lackawanna, Pennsylvania",453.49605547039556,55264,86155,43350,5565,11886,5565,16339
2012,188,"Berks, Pennsylvania",5974.645616537526,106998,153977,84936,16067,27233,16067,28341
2012,189,"Beaver, Pennsylvania",1271.1581194128012,47035,70715,37600,3667,8060,3667,8746
2012,190,"Wayne, Pennsylvania",69.54403771019857,13332,19216,12067,1419,3507,1419,1760
2012,191,"Susquehanna, Pennsylvania",253.9348134220603,11821,17139,9880,725,2952,725,1381
2012,192,"Bucks, Pennsylvania",4584.208563475212,165687,229933,143485,8780,21981,8780,35324
2012,193,"Schuylkill, Pennsylvania",661.8239064057033,39477,60121,31467,4016,11201,4016,5585
2012,194,"Luzerne, Pennsylvania",2033.752635595507,82609,131000,63753,8378,19257,8378,21379
2012,195,"Armstrong, Pennsylvania",110.71813142078521,19728,28724,16148,2134,3821,2134,2430
2012,196,"Snyder, Pennsylvania",122.30763748301057,10284,14355,8770,1957,2440,1957,3415
2012,197,"Northampton, Pennsylvania",1993.1905596382971,77145,112242,63244,7873,16547,7873,24284
2012,198,"Huntingdon, Pennsylvania",427.9666870663398,11622,16882,10376,1269,2926,1269,2501
2012,199,"York, Pennsylvania",2713.152925238921,118274,168128,97492,11959,24266,11959,22839
2012,200,"Clearfield, Pennsylvania",114.89699391165736,21873,32435,18690,2383,5524,2383,2881
2012,201,"Chester, Pennsylvania",3314.5706815512353,130429,183793,115337,9667,14617,9667,35155
2012,202,"Butler, Pennsylvania",976.1183731406664,49961,72867,42339,2673,6904,2673,12710
2012,203,"McKean, Pennsylvania",272.7417385998083,11479,17394,9026,827,2550,827,2215
2012,204,"Clinton, Pennsylvania",198.67953256076,9635,15286,7744,937,2484,937,4968
2012,205,"Lancaster, Pennsylvania",800.8715424262135,136556,193306,116452,24189,31694,24189,30467
2012,206,"Warren, Pennsylvania",211.74808490694207,11573,17453,10002,883,2287,883,1219
2012,207,"Forest, Pennsylvania",7.756749720944963,1217,1958,1493,310,834,310,193
2012,208,"Adams, Pennsylvania",866.0983715713571,27581,38291,23591,3930,6177,3930,7067
2012,209,"Monroe, Pennsylvania",913.0846457888408,43897,59299,35607,3066,8710,3066,13321
2012,210,"Clarion, Pennsylvania",379.75478824393645,10135,15638,8385,1105,2029,1105,4690
2012,211,"Lehigh, Pennsylvania",2772.598676169804,90673,133302,72234,11532,20730,11532,22065
2012,212,"Indiana, Pennsylvania",884.4179564879881,22132,34483,18560,2673,4438,2673,11738
2012,213,"Cumberland, Pennsylvania",263.48559919975344,61924,94776,53091,4242,10011,4242,20375
2012,214,"Bradford, Pennsylvania",402.47981694083705,16601,24445,13797,1641,4223,1641,2213
2012,215,"Bedford, Pennsylvania",299.10117691846784,14136,20159,12149,1738,3646,1738,1508
2012,216,"Centre, Pennsylvania",1557.9547066144091,32294,56526,28285,1976,3958,1976,41647
2012,217,"Mifflin, Pennsylvania",61.600733306370145,12686,18952,10331,2372,3649,2372,1272
2012,218,"Mercer, Pennsylvania",186.3644821058507,30970,46389,25195,3265,6266,3265,7050
2012,219,"Lycoming, Pennsylvania",228.66809831240508,30397,46476,24521,2703,7308,2703,8325
2012,220,"Jefferson, Pennsylvania",445.66009790774297,12220,18313,10161,1381,2739,1381,1687
2012,221,"Blair, Pennsylvania",255.74384146347745,33355,51490,26210,2296,6197,2296,6194
2012,222,"Greene, Pennsylvania",62.55174551060886,9505,14119,8075,1503,2546,1503,2093
2012,223,"Lawrence, Pennsylvania",643.1281724365409,24980,36712,19466,2175,5306,2175,4777
2012,224,"Tioga, Pennsylvania",221.92201610103567,11888,17098,9808,832,2622,832,3028
2012,225,"Franklin, Pennsylvania",1296.2685207591303,40063,58044,33933,5192,10074,5192,6724
2012,226,"Fayette, Pennsylvania",329.39990059214847,36258,54730,28289,4911,10667,4911,5100
